"#","Schedule Due","Kode SL","Snfg","Nama Fg","Jumlah Pcs","Qty Release","Qty Not Hit","Type","Remark","Level 1","Level 2","Level 3","Actions"
"196","2022-06-23","qj1 ","M-AHC-W40ML/H0011","Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml","23460","22950","510","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"197","2022-06-23","rb1 ","REM-SBMW-W100ML/H0021","Wardah Nature Daily Seaweed Cleansing Micellar Water 100 ml","9520","9464","56","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"198","2022-06-23","pn1 ","L-CUMKORD-W/H0010","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","4752","4368","384","NI","Bulk habis","Loss MPQ","Bulk habis","Select Kendala",""
"199","2022-06-23","vn1 ","TC-RRE02-W/H0023","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7122","303","NI","(not set)","(not set)","(not set)","(not set)",""
"200","2022-06-23","aar1 ","BO-CLBSPI-EM/H0004","Emina Cheek Lit Blush Stick Pink 7 g","624","","624","NI","(not set)","(not set)","(not set)","(not set)",""
"201","2022-06-23","zu2 ","BO-CLBSPE-EM/H0010","Emina Cheek Lit Blush Stick Peach 7 g","624","","624","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"202","2022-06-23","zz1 ","FW-CDEWN2-W/H0004","Wardah C-Defense Energizing Whip Foam 100 ml","9765","9345","420","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"203","2022-06-23","vm1 ","TC-RRE01-W/H0011","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7242","273","NI","(not set)","(not set)","(not set)","(not set)",""
"204","2022-06-23","bi6 ","FW-PCSAC-KA/H0075","Kahf Oil and Acne Care Face Wash 100 ml","9508","9015","493","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"205","2022-06-23","zq1 ","FW-LWFN2-W/H0054","Wardah Lightening Whip Facial Foam 100 ml","9248","9240","8","NI","(not set)","(not set)","(not set)","(not set)",""
"206","2022-06-23","vt1 ","L-REMO20-W/H0007","Wardah Exclusive Moist Lipstick 20 Pink Pearl 3.5 g","2280","2194","86","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"207","2022-06-23","JR7 ","FW-PCSRB-KA/H0072","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","8396","964","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"208","2022-06-23","ACL1 ","MY-RAPFC-W/H0005","Malaysia Wardah Acnederm Pure Foaming Cleanser 60 ml","15557","15480","77","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"209","2022-06-23","rt1 ","TC-R3LLF02-W/H0047","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","7272","3958","3314","NI","(not set)","(not set)","(not set)","(not set)",""
"210","2022-06-23","wu1 ","L-CVM02-W/H0007","Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g","10224","9883","341","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"211","2022-06-23","bi5 ","FW-PCSAC-KA/H0074","Kahf Oil and Acne Care Face Wash 100 ml","9508","8430","1078","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"212","2022-06-23","FJ1 ","TC-PC08-MO12G/H0010","MAKE OVER Perfect Cover TWC 08 Honey 12 g (Pc(s))","7992","7344","648","NI","(not set)","(not set)","(not set)","(not set)",""
"213","2022-06-23","ady1 ","MY-RFMICD-W/H0010","Malaysia Wardah C-defense Face Mist 55 ml","17578","16880","698","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"214","2022-06-23","aay1 ","L-HSLWD-MO/H0006","Make Over Hydrastay Smooth Lip Whip C04 Real 6.5 g","360","354","6","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"215","2022-06-23","qr1 ","REM-SBRMW-EM/H0006","Emina Skin Buddy Micellar Water 100 ml","9703","9212","491","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"216","2022-06-23","abe1 ","MY-RAPRT-W/H0005","Malaysia Wardah Acnederm Pore Refining Toner 100 ml","7900","7460","440","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"217","2022-06-23","bi7 ","FW-PCSAC-KA/H0076","Kahf Oil and Acne Care Face Wash 100 ml","9508","9000","508","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"218","2022-06-23","vm2 ","TC-RRE01-W/H0012","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","7515","7285","230","NI","(not set)","(not set)","(not set)","(not set)",""
"219","2022-06-23","oa1 ","M-RHOVN1-W/H0005","Wardah Hydra Rose Moisture Rich Night Gel 40 g","2484","2424","60","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"220","2022-06-23","ca1 ","BBC-EN-W15ML/H0006","Wardah Everyday BB Cream Natural 15 ml (Pc(s))","57408","56784","624","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"221","2022-06-23","AGT3 ","FW-RRYAG-W/H0030","Wardah Renew You Facial Wash 100 ml (Pc(s))","27630","26730","900","NI","BULK BERBUSA","Loss MPQ","Select Kendala","Kualitas bulk bermasalah",""
"222","2022-06-23","uo1 ","B-RBMLP01-EM/H0006","Emina Bare With Me Mineral Loose Powder 01 Fair 8 g","2088","2040","48","NI","(not set)","(not set)","(not set)","(not set)",""
"223","2022-06-23","wa1 ","L-REMO32-W/H0005","Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g","2280","2265","15","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"224","2022-06-23","adl1 ","M-AN1-EM/H0005","Emina Natura Pal Gel Moisturizer 20 ml","8627","8496","131","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"225","2022-06-23","aet1 ","MY-LSMULGA-EM/H0003","Malaysia Emina Squeeze Me Up Lip Glass 01. Surf n’ Slide 6.5 g","1968","1944","24","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"226","2022-06-23","ade1 ","F-EVLLF02-W/H0008","Wardah Everyday Luminous Liquid Foundation – 02 Light Beige 35 ml","24588","24444","144","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"227","2022-06-23","aet1 ","EC-RWSB-W/H0002","Wardah Crystal Secret Eyes Dark Circle Corrector 10 ml","9504","9216","288","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"228","2022-06-22","alz1 ","L-EMC13-W4GR/H0012","Wardah Exclusive Matte Lip Cream 13 Fruit Punch 4 gr (Pc(s))","18432","","18432","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"229","2022-06-22","xe1 ","F-PTCMCN10-MO/H0018","MAKE OVER Powerstay Total Cover Matte Cream Foundation N10 Marble 12 g","216","195","21","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"230","2022-06-22","nn1  ","MY-RLCVM04-W/H0012","Malaysia Wardah Colorfit Velvet Matte Lip Mousse 04 Pink Sweetheart 4 g","3264","3072","192","NI","(not set)","(not set)","(not set)","(not set)",""
"231","2022-06-22","lm1 ","L-EMC12-W4GR/H0010","Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 gr (Pc(s))","10368","9614","754","NI","Efek domino dari jadwal sebelumnya","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"232","2022-06-22","NE1 ","FW-CD-W100ML/H0043","Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","28680","28590","90","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"233","2022-06-22","YM2 ","L-CHC06-MO/H0008","MAKE OVER Color Hypnose Creamy Lipmatte 06 Kiss 4.3 g","528","517","11","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"234","2022-06-22","de2 ","FS-RLN2-W/H0025","Wardah Lightening Gentle Exfoliator 50 ml","18847","18600","247","NI","EFEK DOMINO JADWAL SEBELUMNYA DAN BULK HABIS","Quality","Bulk Pending / Rework / Reject","Kualitas Bulk Bermasalah",""
"235","2022-06-22","qa2 ","FW-AH-W60ML/H0011","Wardah Nature Daily Aloe Hydramild Facial Wash 60 ml","15485","5040","10445","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"236","2022-06-22","ry1 ","TC-R3LLF07-W/H0007","Wardah Lightening Powder Foundation Light Feel 07 Honey Beige 12 g","2916","2855","61","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"237","2022-06-22","bi4 ","FW-PCSAC-KA/H0073","Kahf Oil and Acne Care Face Wash 100 ml","9508","9000","508","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"238","2022-06-22","abg1 ","L-CUMKORE-W/H0013","Wardah Colorfit Ultralight Matte Lipstick 13 Upbeat Hongdae 3.6 g","4752","4688","64","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"239","2022-06-22","PY1 ","M-RWSDCN2-W/H0008","Wardah Crystal Secret Brightening Day Cream 30 g","31858","30554","1304","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"240","2022-06-22","aiu1 ","MY-UVSAFE-W/H0010","Malaysia Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","30520","30464","56","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"241","2022-06-22","JR4 ","FW-PCSRB-KA/H0069","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","8995","365","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"242","2022-06-22","bz1 ","BBC-EL-W15ML/H0005","Wardah Everyday BB Cream Light 15 ml (pc(s))","41000","39600","1400","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"243","2022-06-22","JR2 ","FW-PCSRB-KA/H0067","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","8390","970","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"244","2022-06-22","IN2 ","HBW-BWN2C-BD/H0016","Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","6955","6924","31","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"245","2022-06-22","FP1 ","TC-RPC08-MO12G/H0009","MAKE OVER Perfect Cover Refill TWC 08 Honey 12 g (Pc(s))","1440","1394","46","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"246","2022-06-22","ta1 ","PRM-VCPM-MO20ML/H0014","MAKE OVER Velvet Mattifying Primer 20 ml","3392","3300","92","NI","BULK HABIS ","Loss MPQ","Bulk habis","Hilang karena proses",""
"247","2022-06-22","LB1 ","FW-BSN2-EM/H0029","Emina Bright Stuff Face Wash 100 ml","29848","29720","128","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"248","2022-06-22","ADD1 ","FA-IPLGH02-W/H0001","Instaperfect Hi Glow Fluid Highlighter Rose Quartz","6612","5897","715","NI","Bulk telat release","Leadtime","Leadtime &gt; Standard","Delay Pengiriman",""
"249","2022-06-22","CI1 ","L-SLWCE-W/H0005","Wardah Colorfit Last All Day Lip Paint 08 Red Repeat 4.2 g","18000","14256","3744","NI","Efek domino dari jadwal sebelumnya","Machine","Select Kendala","Select Kendala",""
"250","2022-06-22","JR8 ","FW-PCSRB-KA/H0073","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","","9360","NI","bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"251","2022-06-22","JR3 ","FW-PCSRB-KA/H0068","Kahf Skin Energizing and Brightening Face Wash 100 ml","9360","9026","334","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"252","2022-06-22","jc1 ","FT-BST-EM/H0017","Emina Bright Stuff Face Toner 100 ml","29550","27750","1800","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"253","2022-06-22","xi1 ","F-PTCMCW42-MO/H0007","MAKE OVER Powerstay Total Cover Matte Cream Foundation W42 Warm Sand 12 g","216","","216","NI","(not set)","(not set)","(not set)","(not set)",""
"254","2022-06-22","hb1 ","CB-P1K-P720/H0001","Putri Natural Creambath Candlenut 720 ML (Pc(s))","396","276","120","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"255","2022-06-22","XF1 ","BP-SPRE-W35ML/H0005","Wardah Scentsation Purity Eau De Toilette 35 ml (Pc(s))","7668","7524","144","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"256","2022-06-22","vr19 ","B-BSLP-EM/H0166","Emina Bright Stuff Loose Powder 55 g","2080","1078","1002","NI","Di close karena beda data stok FG","Internal – Material Supply","Packaging/FG Impor Supply","Beda Data Stock",""
"257","2022-06-22","vr17 ","B-BSLP-EM/H0164","Emina Bright Stuff Loose Powder 55 g","1080","1074","6","NI","Di close karena beda data stok FG","Internal – Material Supply","Packaging/FG Impor Supply","Beda Data Stock",""
"258","2022-06-22","AX1 ","L-MLCL-OMG/H0034","OMG OH MY GLAM Matte Kiss Lip Cream 12 Scarlet 3.5 g","53160","37440","15720","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"259","2022-06-22","AFN1 ","F-EVLLF04-W/H0004","Wardah Everyday Luminous Liquid Foundation – 04 Natural 35 ml","16706","15552","1154","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"260","2022-06-22","lm1 ","HBL-AVG-EM/H0008","Emina Aloe Vera Gel 60 ml","3031","2988","43","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"261","2022-06-22","wl1 ","F-RECF02-W/H0002","Wardah Exclusive Creamy Foundation 02 Sheer Pink 12 g","1440","1420","20","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"262","2022-06-22","vr18 ","B-BSLP-EM/H0165","Emina Bright Stuff Loose Powder 55 g","2018","936","1082","NI","Di close karena beda data stok FG","Internal – Material Supply","Packaging/FG Impor Supply","Beda Data Stock",""
"263","2022-06-22","qt1 ","REM-PBTUMW-W/H0035","Wardah Perfect Bright Tone Up Micellar Water 100 ml","9520","9464","56","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"264","2022-06-22","VO1 ","TC-RRE03-W/H0022","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","7425","7167","258","NI","Di close karena bulk  habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"265","2022-06-22","dj1 ","L-HSLWC-MO/H0005","Make Over Hydrastay Smooth Lip Whip C03 Poetic 6.5 g","360","288","72","NI","Efek domino dari jadwal sebelumnya","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"266","2022-06-22","WS1 ","L-CVM08-W/H0013","Wardah Colorfit Velvet Matte Lip Mousse 08 Brown Creator 4 g","10224","9979","245","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"267","2022-06-22","BI1 ","B-DMCP02-EM/H0017","Emina Daily Matte Compact Powder 02 Natural 11 g","4716","4697","19","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"268","2022-06-22","VN6 ","TC-RRE02-W/H0022","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7065","360","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"269","2022-06-22","li1 ","L-EMC08-W4GR/H0015","Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 gr (Pc(S))","18432","8064","10368","NH,NI","Due sudah lewat , karena efek domino dari jadwal sebelumnya","Machine","Mesin Down","Select Kendala",""
"270","2022-06-22","vr15 ","B-BSLP-EM/H0162","Emina Bright Stuff Loose Powder 55 g","2196","2185","11","NI","Di close karena beda data stok FG","Loss MPQ","Miss Planning","Beda Data Stock",""
"271","2022-06-21","VI2 ","TC-RE02-W/H0014","Wardah Exclusive Two Way Cake 02 Light Beige 12 g","4350","4211","139","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"272","2022-06-21","HZ1 ","MASK-EEPC-W7GR/H0007","Wardah EyeXpert Perfectcurl Mascara 7 gr (Pc(s))","27072","26664","408","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"273","2022-06-21","QX1 ","SS-SB45-EM/H0005","Emina Sun Battle SPF 45 PA+++ 30 ml","31222","31065","157","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"274","2022-06-21","PU1 ","M-LDCN2-W/H0023","Wardah Lightening Day Cream Advanced Niacinamide 30 g","30957","30744","213","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"275","2022-06-21","SB2 ","TC-RR3LLF03-W/H0027","Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","27360","26703","657","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"276","2022-06-21","VI3 ","TC-RE02-W/H0015","Wardah Exclusive Two Way Cake 02 Light Beige 12 g","4350","4330","20","NI","Di closekarena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"277","2022-06-21","VN1 ","TC-RRE02-W/H0017","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7226","199","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"278","2022-06-21","WV6 ","FT-LFT-W/H0053","Wardah Lightening Face Toner 125 ml","23640","22224","1416","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"279","2022-06-21","ZQ1 ","L-CVM010-W/H0007","Wardah Colorfit Velvet Matte Lip Mousse 10 Lively Coral 4 g","20448","19968","480","NH,NI","efek domino dari jadwal sebelumnya karena mesin segel tidak panas","Machine","Select Kendala","Electrical",""
"280","2022-06-21","WX1 ","L-CVM05-W/H0012","Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g","10224","10169","55","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"281","2022-06-21","dm1 ","FM-MCC-W60ML/H0015","Wardah Nature Daily Mineral+ Clarifying Clay Mask 60 ml","13608","13212","396","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"282","2022-06-21","AFM1 ","F-EVLLF03-W/H0005","Wardah Everyday Luminous Liquid Foundation – 03 Beige 35 ml","26136","24732","1404","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"283","2022-06-21","VN2 ","L-REMO26-W/H0006","Wardah Exclusive Moist Lipstick 26 Mango 3.5 g","9672","9262","410","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"284","2022-06-21","avu1 ","S-A1SEC-W/H0010","Wardah Anti Dandruff Shampoo 170 ml","16651","16320","331","NI","bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"285","2022-06-21","bi3 ","FW-PCSAC-KA/H0072","Kahf Oil and Acne Care Face Wash 100 ml","9508","8865","643","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"286","2022-06-21","UN1 ","EB-IPB3M01-W5.5G/H0004","Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 01. BROWN 5.5 g","2456","2424","32","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"287","2022-06-21","VN2 ","TC-RRE02-W/H0018","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","7425","7162","263","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"288","2022-06-21","xg1 ","F-PTCMCW33-MO/H0008","MAKE OVER Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12 g","216","205","11","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"289","2022-06-21","(not set)","CUS-CLPGCRB-W/H0004","Wardah Refill Colorfit Perfect Glow Cushion 22N Light Ivory","7687","6912","775","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"290","2022-06-21","ky1 ","HBW-HWN2-BD/H0006","Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Botol 250 ml","3708","3576","132","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"291","2022-06-21","UO1 ","EB-IPB3M02-W5.5G/H0004","Wardah Instaperfect BROWFESSIONAL 3D Brow Mascara 02. DEEP GREY 5.5 g","2456","","2456","NI","Efek domino dari jadwal sebelumnya karena jalan small batch","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"292","2022-06-21","WA1 ","L-REMO32-W/H0004","Wardah Exclusive Moist Lipstick 32 Sheer Brown 3.5 g","4704","4618","86","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"293","2022-06-21","ZL1 ","F-LLF02-W/H0012","Wardah Lightening Liquid Foundation 02. Beige 25 ml (Blister)","19386","18126","1260","NI","Paper Supply Partial, Beda data stock","Internal – Material Supply","Packaging/FG Impor Supply","Beda Data Stock",""
"294","2022-06-21","ABD1 ","MY-FTLFT-W/H0026","Malaysia Wardah Lightening Face Toner 125 ml","23640","23040","600","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"295","2022-06-21","xg2 ","F-PTCMCW33-MO/H0009","MAKE OVER Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12 g","216","204","12","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"296","2022-06-21","BT1 ","L-SLWCA-W/H0002","Wardah Colorfit Last All Day Lip Paint 12 Berry Lasting 4.2 g","18000","9360","8640","NH,NI","Efek domino dari jadwal sebelumnya","Machine","Mesin Down","Select Kendala",""
"297","2022-06-21","KD1 ","PRM-PCCLC-MO/H0002","MAKE OVER POWERSTAY Color Correcting Primer Lilac 25 ml","6660","6600","60","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"298","2022-06-21","LR1 ","EB-DMCC-MO/H0002","MAKE OVER Powerstay Brow Definer Mascara 03 Coffee Cream 6.5 g","3600","3456","144","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"299","2022-06-21","iy1 ","FW-BSW-EM/H0016","Emina Bright Stuff Whip Face Wash 50 ml","18449","18100","349","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"300","2022-06-21","fu1 ","REM-RBSMWN1-EM/H0027","Emina Bright Stuff Micellar Water 100 ml","9703","9072","631","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"301","2022-06-21","HA1 ","B-DMCP01-EM/H0013","Emina Daily Matte Compact Powder 01 Light 11 g","4968","4815","153","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"302","2022-06-21","PH1 ","EB-EK-W3G/H0009","Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","3996","3264","732","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"303","2022-06-20","BI2 ","FW-PCSAC-KA/H0065","Kahf Oil and Acne Care Face Wash 100 ml","9508","9295","213","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"304","2022-06-20","V2472  ","FM-MTTO-EM/H0002","Emina Masquerade Face Mask Tea Tree Oil 23 g","45000","42553","2447","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"305","2022-06-20","ABE1 ","MY-RAPRT-W/H0004","Malaysia Wardah Acnederm Pore Refining Toner 100 ml","7900","7540","360","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"306","2022-06-20","CS1 ","F-LUC03-MO33ML/H0006","MAKE OVER Ultra Cover Liquid Matt Foundation 03 Nude Silk 33 ml (pc(s))","5780","3200","2580","NH,NI","- Cap beda data stok
- Bulk habis","Internal – Material Supply","Raw Material Supply","Beda Data Stock",""
"307","2022-06-20","AR1 ","L-MLCF-OMG/H0043","OMG OH MY GLAM Matte Kiss Lip Cream 06 Sparkle 3.5 g","26916","26568","348","NI","Close MPQ bulk habis","Man","Human Error","Human Error Pengemasan",""
"308","2022-06-20","TY1 ","S-P1A2-P450/H0006","Putri Pure Clean Shampoo Apple 450 ML (Pc(s))","2179","2076","103","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"309","2022-06-20","AT2 ","L-MLCH-OMG/H0022","OMG OH MY GLAM Matte Kiss Lip Cream 08 Skyfall 3.5 g","11976","7464","4512","NH,NI","Bulk kontaminasi","Man","Human Error","Human Error Pengemasan",""
"310","2022-06-20","RU1 ","TC-R3LLF03-W/H0030","Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","7560","7448","112","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"311","2022-06-20","we1 ","A-SATG-W15ML/H0012","Wardah Acnederm Acne Spot Treatment Gel 15 ml (Pc(s))","17680","16926","754","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"312","2022-06-20","ZS1 ","FM-CMB-EM/H0008","Emina Clay Mask Brightening 60 ml","5328","5292","36","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"313","2022-06-20","CP1 ","SRM-RWSIBS-W/H0017","Wardah Crystal Secret Dark Spot &amp; Brightening Serum 20 ml","44092","43975","117","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"314","2022-06-20","bi2 ","FW-PCSAC-KA/H0071","Kahf Oil and Acne Care Face Wash 100 ml","9508","8895","613","NI","BULK HABIS","Loss MPQ","Bulk habis","Hilang karena proses",""
"315","2022-06-20","CQ2 ","FW-RWSABHA-W/H0040","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","28830","27240","1590","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"316","2022-06-20","FE1 ","BP-IWEDT-KA/H0010","Kahf Invigorating Waterfall Eau de Toilette 35 ml","10634","8888","1746","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"317","2022-06-20","AD1 ","S-P1L-P450/H0006","Putri Pure Clean Shampoo Lemon 450 ML (Pc(s))","1203","1188","15","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"318","2022-06-20","BI3 ","FW-PCSAC-KA/H0066","Kahf Oil and Acne Care Face Wash 100 ml","9508","8395","1113","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"319","2022-06-20","YN3 ","FA-EGH-W/H0004","Wardah Exclusive Glowing Highlighter 6.5 g","2016","1847","169","NI","Di close karena refill habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"320","2022-06-20","CQ3 ","FW-RWSABHA-W/H0041","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","28830","27780","1050","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"321","2022-06-20","qg1 ","EB-EK-W3G/H0008","Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","3996","2496","1500","NI","due terlewat karena efek domino ari jadwal sebelumnya","Leadtime","Leadtime &gt; Standard","Select Kendala",""
"322","2022-06-20","UY1 ","LT-MPSG-EM5.5ML/H0004","Emina Magic Potion 02 Sunglow 5.5 ml","8205","7788","417","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"323","2022-06-20","WW1 ","BP-SJYBM-W100ML/H0012","Wardah Scentsation Joyful Body Mist 100 ml (Pc(s))","9275","9175","100","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
