"#","Schedule Due","Kode SL","Snfg","Nama Fg","Jumlah Pcs","Qty Release","Qty Not Hit","Type","Remark","Level 1","Level 2","Level 3","Actions"
"212","2022-06-15","ls1 ","L-CM02-EM5.5GR/H0007","Emina Creamatte 02 Fuzzy Wuzzy 5.5 gr (Pc(s))","7488","7456","32","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"213","2022-06-15","YV1 ","L-CHC07-MO/H0012","MAKE OVER Color Hypnose Creamy Lipmatte 07 Temptation 4.3 g","528","489","39","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"214","2022-06-15","fc2 ","TC-PC02-MO12G/H0015","MAKE OVER Perfect Cover TWC 02 Coral 12 g (Pc(s))","4752","4135","617","NI","diclose bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"215","2022-06-15","DE1 ","FS-RLN2-W/H0022","Wardah Lightening Gentle Exfoliator 50 ml","18847","18750","97","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"216","2022-06-15","BQ2 ","B-PT02-MO35G/H0022","MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","2686","2686","","NH","Efek domino bulk telat release ,pakaging telat supply dan mesin down","External – Material Supply","Raw Material Supply","Terlambat Supply",""
"217","2022-06-15","SZ2 ","FM-CMSS-EM/H0006","Emina Clay Mask Soothe &amp; Smooth 60 ml","2315","2016","299","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"218","2022-06-15","NK1 ","B-PT06-MO35G/H0024","MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","1598","1598","","NH","efek domino bulk telat release ,packaging telat supply","Internal – Material Supply","Raw Material Supply","Terlambat Supply",""
"219","2022-06-15","WV1 ","FT-LFT-W/H0048","Wardah Lightening Face Toner 125 ml","23640","22176","1464","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"220","2022-06-15","IJ1 ","M-BSACNE-EM/H0013","Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","44964","43164","1800","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"221","2022-06-15","fi1 ","TC-RPC01-MO12G/H0007","MAKE OVER Perfect Cover Refill TWC 01 Lace 12 g (Pc(s))","8064","7352","712","NI","Bulk dari olah sudah kurang jika di bagi dengan range netto tertinggi","Loss MPQ","Bulk habis","Hilang karena proses",""
"222","2022-06-15","MM1 ","SS-UVSDSPB-W/H0084","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","67254","67200","54","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"223","2022-06-15","DT1 ","FW-SBRDBR-EM/H0010","Emina Skin Buddy Dot Burst Face Wash 60 ml","9144","9000","144","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"224","2022-06-15","sb3 ","A-PRT-W100ML/H0026","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","9555","9440","115","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"225","2022-06-15","ABM1 ","BBC-HSBBL-EM/H0003","Emina Daily Matte BB Cream 01 Light 16 g","20940","20880","60","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"226","2022-06-15","ed1 ","TC-R3LEC03-W/H0008","Wardah Lightening Powder Foundation Extra Cover 03 Sheer Pink 10 g","1404","1404","","NH","efek domino bulk telat release","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"227","2022-06-15","NK2 ","B-PT06-MO35G/H0025","MAKE OVER Silky Smooth Translucent Powder 06 Buttermilk 35 g","1598","","1598","NH,NI","Efek domino bulk telat release dan supply packaging telat","Internal – Material Supply","Raw Material Supply","Terlambat Supply",""
"228","2022-06-15","BQ1 ","B-PT02-MO35G/H0021","MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","2686","2686","","NH","Efek domino bulk telat release,packaging telat supply dan mesin down ( perbaikan ulir )","Internal – Material Supply","Raw Material Supply","Terlambat Supply",""
"229","2022-06-15","YQ1 ","L-CHC01-MO/H0012","MAKE OVER Color Hypnose Creamy Lipmatte 01 Charm 4.3 g","528","444","84","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"230","2022-06-15","ee1 ","TC-R3LEC04-W/H0009","Wardah Lightening Powder Foundation Extra Cover 04 Natural 10 g","2880","1728","1152","NH,NI","efek domino bulk telat release","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"231","2022-06-14","AES1 ","SRM-BSSN2-EM/H0015","Emina Bright Stuff Face Serum 7.5 ml","35017","34920","97","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"232","2022-06-14","axg1 ","M-RRYDCN3-W/H0003","Wardah Renew You Day Cream 9 g (Pc(s))","94090","86940","7150","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"233","2022-06-14","zt2 ","L-CVM012-W/H0017","Wardah Colorfit Velvet Matte Lip Mousse 12 Chic Terracotta 4 g","3192","3192","","NH","(not set)","(not set)","(not set)","(not set)",""
"234","2022-06-14","aas1 ","L-HSLWH-MO/H0003","Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g","360","310","50","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"235","2022-06-14","axk1 ","SS-SBAT30N2-EM/H0005","Emina Sun Battle SPF 30 PA+++ 23 ml","40000","39960","40","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"236","2022-06-14","afm1 ","F-EVLLF03-W/H0004","Wardah Everyday Luminous Liquid Foundation – 03 Beige 35 ml","26136","24408","1728","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"237","2022-06-14","sb1 ","A-PRT-W100ML/H0024","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","9555","9100","455","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"238","2022-06-14","vh2 ","TC-RE01-W/H0009","Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","4440","4423","17","NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"239","2022-06-14","ZI1 ","FW-LWFN1-W/H0015","Wardah Lightening Whip Facial Foam 50 ml","18553","18553","","NH","(not set)","(not set)","(not set)","(not set)",""
"240","2022-06-14","adr1 ","SRM-RLSAN1-W/H0018","Wardah Lightening Serum Ampoule 30 ml","29475","29424","51","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"241","2022-06-14","VL1 ","FW-MCF-W60ML/H0005","Wardah Nature Daily Mineral+ Clarifying Facial Foam 60 ml","15680","15624","56","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"242","2022-06-14","aad1 ","B-IPQSP15-W/H0001","Instaperfect QUICKMATTE Loose Powder 43 Creme Sand 9 g","6096","","6096","NH,NI","Bulk telat release karena MP1","Leadtime","Leadtime &gt; Standard","Kualitas bulk bermasalah",""
"243","2022-06-14","en1 ","MY-RTCRE01-W/H0010","Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","1440","1260","180","NH,NI","Di close karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"244","2022-06-14","iz1 ","EL-PPLJB-MO2.7G/H0006","MAKE OVER Powerstay Precision Liquid Liner Jet Black 2.7 g","1660","1360","300","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"245","2022-06-14","yw1 ","TWC-CLFTRD-W/H0004","Wardah Colorfit Velvet Powder Foundation Refill 32N Neutral Beige 11 g","4320","3028","1292","NI","Di close bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"246","2022-06-14","ez2 ","TWC-CLFTG-W/H0007","Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","2916","","2916","NH,NI","efek domino bulk telat release","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"247","2022-06-14","aas3 ","L-HSLWH-MO/H0005","Make Over Hydrastay Smooth Lip Whip C08 Devoted 6.5 g","360","304","56","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"248","2022-06-14","IP1 ","FW-FWN2VC-OMG/H0008","OMG Oh My Glow Peach Glowing Face Wash 50 g","18973","18928","45","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"249","2022-06-14","abz1 ","L-SLWCI-W/H0004","Wardah Colorfit Last All Day Lip Paint 09 Timeless Rose 4.2 g","18000","18000","","NH","efek domino dari jadwal sebelumnya","Machine","Mesin Down","Select Kendala",""
"250","2022-06-14","ANO1 ","FW-3IN1PC-KA/H0028","Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","8850","8790","60","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"251","2022-06-13","qy1 ","HBL-AHMG-W100ML/H0015","Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml","26730","26580","150","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"252","2022-06-13","mg3 ","L-HSLWF-MO/H0009","Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g","360","288","72","NH,NI","Jadwal Pending, efek domino, Loss MPQ","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"253","2022-06-13","lq1 ","MASK-EEVE-W7GR/H0016","Wardah EyeXpert The Volume Expert Mascara 7 gr (Pc(s))","27120","26880","240","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"254","2022-06-13","lr1 ","L-CM01-EM5.5GR/H0004","Emina Creamatte 01 Chocolava 5.5 gr (Pc(s))","2304","2304","","NH","(not set)","(not set)","(not set)","(not set)",""
"255","2022-06-13","mv1 ","HBW-HWN1-BD/H0002","Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Pouch 200 ml","4546","4536","10","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"256","2022-06-13","CB1 ","L-CUMKORA-W/H0003","Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan 3.6 g","4752","4410","342","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"257","2022-06-13","mg1 ","L-HSLWF-MO/H0007","Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g","360","348","12","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"258","2022-06-13","abd1 ","L-CUMKORC-W/H0011","Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju 3.6 g","4752","4354","398","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"259","2022-06-13","aay3 ","L-HSLWD-MO/H0005","Make Over Hydrastay Smooth Lip Whip C04 Real 6.5 g","360","360","","NH","(not set)","(not set)","(not set)","(not set)",""
"260","2022-06-13","ib1 ","LB-SR-EM4.2GR/H0023","Emina Sugar Rush Lip Scrub 4.2 gr (Pc(s))","8640","8352","288","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"261","2022-06-13","aar1 ","BO-CLBSPI-EM/H0002","Emina Cheek Lit Blush Stick Pink 7 g","624","","624","NH,NI","Jadwal Pending, efek domino  item NPD pengawasan, Loss MPQ","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"262","2022-06-13","yh2 ","L-CUM05-W/H0016","Wardah Colorfit Ultralight Matte Lipstick 05 Blossom Pink 3.6 g","4752","3312","1440","NH,NI","Jadwal pending, Performa bulk melting, Loss MPQ","Quality","Bulk Pending / Rework / Reject","Kendala Proses",""
"263","2022-06-13","ap1 ","L-MLCD-OMG/H0022","OMG OH MY GLAM Matte Kiss Lip Cream 04 Sunset 3.5 g","11976","11688","288","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"264","2022-06-13","lb2 ","FW-BSN2-EM/H0027","Emina Bright Stuff Face Wash 100 ml","29608","29560","48","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"265","2022-06-13","AMG1 ","F-L05VC-OMG/H0003","OMG Oh My Glam Coverlast Liquid Foundation 41 W Sand","10769","10516","253","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"266","2022-06-13","AXI1 ","L-LTD-OMG/H0001","OMG Oh My Glam Juicy Kiss Lip Tint Serum – 04 Juicy Plum","18121","7680","10441","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"267","2022-06-13","bt1 ","B-PT05-MO35G/H0010","MAKE OVER Silky Smooth Translucent Powder 05 Snow 35 g (Pc(s))","1598","1598","","NH","Bulk telat release","Leadtime","Leadtime &gt; Standard","Kualitas bulk bermasalah",""
"268","2022-06-13","dk3 ","FW-BS-EM50ML/H0038","Emina Bright Stuff Face Wash 50 ml","38592","38350","242","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"269","2022-06-13","ce1 ","L-TLT-OMG/H0001","OMG Oh My Glam Juicy Kiss Lip Tint Serum TESTER SET (5.3 g x 4)","3480","","3480","NH,NI","(not set)","(not set)","(not set)","(not set)",""
"270","2022-06-13","zu2 ","BO-CLBSPE-EM/H0006","Emina Cheek Lit Blush Stick Peach 7 g","624","","624","NH,NI","Jadwal Pending, efek domino  item NPD pengawasan, Loss MPQ","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"271","2022-06-13","alu1 ","L-EMC17-W4GR/H0005","Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4 gr (Pc(s))","18432","18432","","NH","(not set)","(not set)","(not set)","(not set)",""
"272","2022-06-13","vw1 ","BP-SBSBM-W100ML/H0006","Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","9753","9450","303","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"273","2022-06-13","mg2 ","L-HSLWF-MO/H0008","Make Over Hydrastay Smooth Lip Whip C06 Lively 6.5 g","360","347","13","NH,NI","Bulk habis","Loss MPQ","Bulk habis","Select Kendala",""
"274","2022-06-13","iw1 ","L-IMC002-MO6,5G/H0016","MAKE OVER Intense Matte Lip Cream 002 Heiress 6,5 g (Pc(s))","288","288","","NH","(not set)","(not set)","(not set)","(not set)",""
"275","2022-06-13","cf2 ","DDC-CDL-W20ML/H0009","Wardah C-Defense DD Cream Light 20 ml (Pc(s))","22563","22428","135","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"276","2022-06-13","TM1 ","HBW-BWN2A-BD/H0050","Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami Pouch 400 ml","2299","2292","7","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"277","2022-06-13","en1 ","BO-CLCPI-EM10ML/H0004","Emina Cheek Lit Cream Blush Pink 10 ml (Pc(s))","3760","3710","50","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"278","2022-06-13","vq1 ","BO-CLCVI-EM10ML/H0002","Emina Cheek Lit Cream Blush Violet 10 ml","3360","3360","","NH","(not set)","(not set)","(not set)","(not set)",""
"279","2022-06-13","AYA1 ","F-IPSF13-W/H0001","Instaperfect SKINFOCUS Cover Foundation 32 True Beige 30 ml","5974","5854","120","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"280","2022-06-13","ar2 ","L-MLCF-OMG/H0042","OMG OH MY GLAM Matte Kiss Lip Cream 06 Sparkle 3.5 g","3600","3600","","NH","(not set)","(not set)","(not set)","(not set)",""
"281","2022-06-13","tj2 ","FT-RWSABHA-W/H0015","Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml","7610","7460","150","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"282","2022-06-13","du1 ","L-LL08-W2.3G/H0022","Wardah Lipstick Longlasting 08 Red Velvet 2.3 g (Pc(s))","1752","1701","51","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"283","2022-06-13","qa1 ","FW-AH-W60ML/H0009","Wardah Nature Daily Aloe Hydramild Facial Wash 60 ml","47736","46692","1044","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"284","2022-06-13","qv1 ","FW-BSACNE-EM/H0024","Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml","28074","28040","34","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"285","2022-06-13","agt1 ","FW-RRYAG-W/H0024","Wardah Renew You Facial Wash 100 ml (Pc(s))","27630","27330","300","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"286","2022-06-13","zu1 ","BO-CLBSPE-EM/H0005","Emina Cheek Lit Blush Stick Peach 7 g","624","","624","NH,NI","Jadwal Pending, efek domino  item NPD pengawasan, Loss MPQ","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"287","2022-06-13","pi1 ","L-LL17-W2.3G/H0017","Wardah Lipstick Longlasting 17 Passionate Red 2.3 g","1752","1684","68","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"288","2022-06-13","AFR3 ","MY-RFWPBCFBO-W/H0014","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml","9637","9420","217","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"289","2022-06-13","yv1 ","FW-LMGWN1-W/H0019","Wardah Lightening Micellar Gentle Wash 50 ml","56711","56550","161","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"290","2022-06-13","zr1 ","FW-LMGWN2-W/H0023","Wardah Lightening Micellar Gentle Wash 100 ml","28432","28105","327","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"291","2022-06-13","WX2 ","EB-DK02-MO/H0006","MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g","6768","6696","72","NH,NI","Jadwal pending, efek domino dan menunggu permintaan Countainer BS","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"292","2022-06-13","ado1 ","FW-PBCFLO50-W/H0014","Wardah Perfect Bright Creamy Foam Brightening + Oil Control 50 ml (Pc(s))","38124","37224","900","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"293","2022-06-13","wv3 ","FT-LFT-W/H0047","Wardah Lightening Face Toner 125 ml","23640","22704","936","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"294","2022-06-13","uy2 ","L-CSGC103-MO/H0006","MAKE OVER Color Stick Gloss Crayon 103 Emma 3 g","180","168","12","NI","Bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"295","2022-06-11","ahk1 ","F-LPWW50-MO/H0001","MAKE OVER Powerstay Weightless Liquid Foundation W50 Creme Tan 33 ml","742","600","142","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"296","2022-06-11","xg1 ","F-PTCMCW33-MO/H0007","MAKE OVER Powerstay Total Cover Matte Cream Foundation W33 Honey Beige 12 g","216","184","32","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"297","2022-06-11","(not set)","M-LDCN2-W/H0019","Wardah Lightening Day Cream Advanced Niacinamide 30 g","30957","30936","21","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"298","2022-06-11","aae1 ","B-IPQSP16-W/H0001","Instaperfect QUICKMATTE Loose Powder 52 Almond 9 g","6096","","6096","NH,NI","Bulk telat release karena item MP1","Leadtime","Leadtime &gt; Standard","Kualitas bulk bermasalah",""
"299","2022-06-11","zg1 ","LT-MP05-EM/H0002","Emina Magic Potion 05 Summer 5.5 ml","8205","8088","117","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"300","2022-06-11","abq1 ","L-SLWCL-W/H0004","Wardah Colorfit Last All Day Lip Paint 05 Stay Russet 4.2 g","18000","8640","9360","NH,NI","Jadwal Pending, Efek domino item sebelumnya karena Piston Embos Bocor","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"301","2022-06-11","ek1 ","TWC-CLFTC-W/H0018","Wardah Colorfit Velvet Powder Foundation 23W Warm Ivory 11 g","7668","3456","4212","NH,NI","efek domino  (mesin down, menuggu packaging, menunggu inkjet, packaging pengunci tidak kencang)","External – Quality","Quality of Packaging/ FG Import","Out Of Spec",""
"302","2022-06-11","vo1 ","TC-RRE03-W/H0021","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","7425","7133","292","NI","Dicleso bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"303","2022-06-11","ll1 ","L-EMC11-W4GR/H0007","Wardah Exclusive Matte Lip Cream 11 Oh So Nude 4 gr (Pc(s))","18432","","18432","NH,NI","Jadwal Pending, Efek domino item sebelumnya karena optimasi Patah – patah","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"304","2022-06-11","YJ1 ","L-CUM07-W/H0008","Wardah Colorfit Ultralight Matte Lipstick 07 Crimson Red 3.6 g","4752","4655","97","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"305","2022-06-11","qt1 ","REM-PBTUMW-W/H0033","Wardah Perfect Bright Tone Up Micellar Water 100 ml","11704","11284","420","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"306","2022-06-11","xf1 ","F-PTCMCW22-MO/H0010","MAKE OVER Powerstay Total Cover Matte Cream Foundation W22 Warm Ivory 12 g","216","","216","NH,NI","Jadwal Pending, Dussat reject masih disortir","External – Quality","Quality of Packaging/ FG Import","Out Of Spec",""
"307","2022-06-11","vp1 ","TC-RRE04-W/H0019","Wardah Refill Exclusive Two Way Cake 04 Natural 12 g","7470","7272","198","NI","diclose karena bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"308","2022-06-11","vq1 ","TC-RRE05-W/H0006","Wardah Refill Exclusive Two Way Cake 05 Coffee Beige 12 g","4320","","4320","NH,NI","Efek domino  molor dr week 22 ,bulk telat release,telat supply packaging dr log &amp; unboxing,antri inject","External – Material Supply","Raw Material Supply","Terlambat Supply",""
"309","2022-06-10","rw1 ","TC-R3LLF05-W/H0011","Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g","4284","4212","72","NH,NI","bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"310","2022-06-10","ads2 ","CUS-CLPGCB-W/H0014","Wardah Colorfit Perfect Glow Cushion 22N Light Ivory 15 g","6336","6288","48","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"311","2022-06-10","ug1 ","LB-EVLNH-W4G/H0015","Wardah Everyday Moisture Lip Nutrition Honey 4 g","4440","4404","36","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"312","2022-06-10","sb1 ","TC-RR3LLF03-W/H0025","Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","27360","25990","1370","NI","Item pull NDC diclose","Loss MPQ","Bulk habis","Hilang karena proses",""
"313","2022-06-10","UG2 ","LB-EVLNH-W4G/H0014","Wardah Everyday Moisture Lip Nutrition Honey 4 g","4440","4272","168","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"314","2022-06-10","fu2 ","TWC-CLFTA-W/H0014","Wardah Colorfit Velvet Powder Foundation 11C Pink Fair 11 g","2916","2916","","NH","(not set)","(not set)","(not set)","(not set)",""
"315","2022-06-10","alp1 ","L-EMC14-W4GR/H0004","Wardah Exclusive Matte Lip Cream 14 My Honey Bee 4 gr (Pc(s))","18432","","18432","NH,NI","Efek domino, menunggu dus satuan","Leadtime","Leadtime &gt; Standard","Efek Domino Pendingan",""
"316","2022-06-10","aay1 ","L-HSLWD-MO/H0003","Make Over Hydrastay Smooth Lip Whip C04 Real 6.5 g","360","351","9","NH,NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"317","2022-06-10","wv2 ","FT-LFT-W/H0046","Wardah Lightening Face Toner 125 ml","23640","22728","912","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"318","2022-06-10","db1 ","LT-MP04-EM/H0002","Emina Magic Potion 04 Sienna 5.5 ml","8205","8100","105","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"319","2022-06-10","gh2 ","B-CLCLPC-W/H0011","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","3696","3619","77","NI","di close bulk habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"320","2022-06-10","tr1 ","LB-EVLNGT-W4G/H0012","Wardah Everyday Moisture Lip Nutrition Green Tea 4 g","4440","","4440","NH,NI","MPQ Not In Full","Loss MPQ","Bulk habis","Hilang karena proses",""
"321","2022-06-10","on1 ","FMI-LGT-W/H0024","Wardah Lightening Face Mist 60 ml","15663","15560","103","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"322","2022-06-10","cl1 ","D-W1R1HER-W60ML/H0011","Wardah Roll On For Her 60 ml","16020","15930","90","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
"323","2022-06-10","fs1 ","HC-P1F-P450/H0003","Putri Pure Clean Hair Conditioner Floral 450 ML (Pc(s))","2200","2196","4","NI","Bulk Habis","Loss MPQ","Bulk habis","Hilang karena proses",""
