"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"HBW-BWN2A-BD/H0054","MO-HBW-BW-BULK/H0060","[HBW-BW-BULK] Biodef Natural Protection Mint + Sea Salt Body Wash Antiseptik Alami","L","2022-06-29","2022-07-01","PTI: Jatake 2 - Olah","MO/220026175","Confirmed","C","kg"
"CUS-CLPGCC-W/H0009","CUS-CLPGCC-W/H0009","[CUS-CLPGCC-W] Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory 15 g","L","2022-06-29","2022-06-30","PTI: Jatake 2 - Kemas","MO/220025867","Confirmed","C","Pc(s)"
"MY-UVSASP-W/H0009","MY-UVSASP-W/H0009","[MY-UVSASP-W] Malaysia Wardah UV Shield Active Protection Serum SPF 50 35 ml","L","2022-06-28","2022-07-01","PTI: Jatake 2 - Kemas","MO/220025861","Confirmed","C","Pc(s)"
"TC-RR3LLF02-W/H0038","TC-RR3LLF02-W/H0038","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2022-06-27","2022-07-01","PTI: Jatake 1 - Kemas","MO/220025275","Confirmed","A","Pc(s)"
"B-R3L04N-W/H0031","MO-B-R3L04N-BULK/H0031","[B-R3L04N-BULK] Wardah Lightening Matte Powder 04 Natural","P","2022-06-29","2022-06-30","PTI: Jatake 1 - Olah","MO/220026155","Confirmed","A","kg"
"B-PT02-MO35G/H0023","MO-B-PT02-BULK/H0023","[B-PT02-BULK] Silky Smooth Translucent Powder 02 Rosy","P","2022-06-27","2022-06-28","PTI: Jatake 1 - Olah","MO/220025737","Confirmed","A","kg"
"TC-PC07-MO12G/H0005","MO-TC-PC07-BULK/H0005","[TC-PC07-BULK] Perfect Cover TWC 07 Espresso","P","2022-06-30","2022-07-02","PTI: Jatake 1 - Olah","MO/220026344","Confirmed","A","kg"
"TC-RPC03-MO12G/H0008","TC-RPC03-MO12G/H0008","[TC-RPC03-MO12G] MAKE OVER Perfect Cover Refill TWC 03 Maple 12 g (pc(s))","P","2022-07-04","2022-07-05","PTI: Jatake 1 - Kemas","MO/220025328","Confirmed","A","Pc(s)"
"TC-RRE01-W/H0016","MO-TC-PC02-BULK/H0064","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-01","2022-07-06","PTI: Jatake 1 - Olah","MO/220026233","Confirmed","A","kg"
"B-DMCP02-EM/H0019","MO-B-DMCP02-BULK/H0020","[B-DMCP02-BULK] EMINA Daily Matte Compact Powder 02 Natural","P","2022-06-29","2022-07-02","PTI: Jatake 1 - Olah","MO/220026148","Confirmed","A","kg"
"B-DMCP03-EM/H0009","B-DMCP03-EM/H0009","[B-DMCP03-EM] Emina Daily Matte Compact Powder 03 Caramel 11 g","P","2022-07-04","2022-07-04","PTI: Jatake 1 - Kemas","MO/220025377","Confirmed","A","Pc(s)"
"ES-IPSCP-W/H0004","ES-IPSCP-W/H0004","[ES-IPSCP-W] Wardah Instaperfect SPOTLIGHT Chromatic Eye Palette 10 g","P","2022-07-06","2022-07-07","PTI: Jatake 1 - Kemas","MO/220025417","Confirmed","B","Pc(s)"
"ES-IPSCP-W/H0004","MO-ES-PNU-04-BULK/H0011","[ES-PNU-04-BULK] EyeShadow Palette Nude 04 Champagne","P","2022-06-30","2022-07-07","PTI: Jatake 1 - Olah","MO/220026205","Confirmed","B","kg"
"ES-IPSCP-W/H0004","ES-IPSCP-W/H0004/03/01","[ES-PNU-04-RP-W1GR] Refill Press Eye Shadow Palette Nudes 04","P","2022-07-04","2022-07-07","PTI: Jatake 1 - Press","MO/220025482","Confirmed","B","Pc(s)"
"L-CHC01-MO/H0014","L-CHC01-MO/H0014","[L-CHC01-MO] MAKE OVER Color Hypnose Creamy Lipmatte 01 Charm 4.3 g","S","2022-06-29","2022-06-30","PTI: Jatake 1 - Kemas","MO/220025513","Confirmed","A","Pc(s)"
"L-PTMC02-MO/H0013","L-PTMC02-MO/H0013","[L-PTMC02-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g","S","2022-07-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220025524","Confirmed","A","Pc(s)"
"L-PTMC06-MO/H0018","L-PTMC06-MO/H0018","[L-PTMC06-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B06 Powerful 7 g","S","2022-07-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220025525","Confirmed","A","Pc(s)"
"L-PTMCA-MO/H0014","L-PTMCA-MO/H0014","[L-PTMCA-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B09 Popular 7 g","S","2022-07-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220025526","Confirmed","A","Pc(s)"
"L-PTMCB-MO/H0015","L-PTMCB-MO/H0015","[L-PTMCB-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B10 M.O. 7 g","S","2022-07-04","2022-08-04","PTI: Jatake 1 - Kemas","MO/220025527","Confirmed","A","Pc(s)"
"L-PTMCD-MO/H0010","L-PTMCD-MO/H0010","[L-PTMCD-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B12 Feisty 7 g","S","2022-07-04","2022-08-04","PTI: Jatake 1 - Kemas","MO/220025528","Confirmed","A","Pc(s)"
"EB-EK-W3G/H0014","MO-EB-DK-DB-BULK/H0020","[EB-DK-DB-BULK] Eyebrow Definition Kit Dark Brown","P","2022-06-30","2022-07-07","PTI: Jatake 1 - Olah","MO/220026213","Confirmed","B","kg"
"FA-IPLGH01-W/H0003","FA-IPLGH01-W/H0003","[FA-IPLGH01-W] Instaperfect Hi Glow Fluid Highlighter Moonstone","S","2022-07-04","2022-07-06","PTI: Jatake 1 - Kemas","MO/220025554","Confirmed","A","Pc(s)"
"FA-IPLGH01-W/H0003","MO-FA-IPLGH01-BULK/H0003","[FA-IPLGH01-BULK] Instaperfect Hi Glow Fluid Highlighter Moonstone","S","2022-06-30","2022-07-06","PTI: Jatake 1 - Olah","MO/220026343","Confirmed","A","kg"
"L-PTMCA-MO/H0015","L-PTMCA-MO/H0015","[L-PTMCA-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B09 Popular 7 g","S","2022-06-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220025607","Confirmed","B","Pc(s)"
"L-PTMC02-MO/H0014","L-PTMC02-MO/H0014","[L-PTMC02-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B02 Lucky 7 g","S","2022-07-02","2022-08-02","PTI: Jatake 1 - Kemas","MO/220025608","Confirmed","B","Pc(s)"
"L-PTMCAB-MO/H0005","L-PTMCAB-MO/H0005","[L-PTMCAB-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B101 Pleasure 7 g","S","2022-06-30","2022-07-30","PTI: Jatake 1 - Kemas","MO/220025617","Confirmed","B","Pc(s)"
"L-PTMC05-MO/H0013","L-PTMC05-MO/H0013","[L-PTMC05-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","S","2022-06-30","2022-07-30","PTI: Jatake 1 - Kemas","MO/220025620","Confirmed","B","Pc(s)"
"L-PTMC07-MO/H0021","L-PTMC07-MO/H0021","[L-PTMC07-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g","S","2022-06-30","2022-07-30","PTI: Jatake 1 - Kemas","MO/220025621","Confirmed","B","Pc(s)"
"L-PTMC07-MO/H0022","L-PTMC07-MO/H0022","[L-PTMC07-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B07 Amplify 7 g","S","2022-07-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220025622","Confirmed","B","Pc(s)"
"L-PTMCC-MO/H0009","L-PTMCC-MO/H0009","[L-PTMCC-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B11 New Rules 7 g","S","2022-07-05","2022-08-05","PTI: Jatake 1 - Kemas","MO/220025623","Confirmed","B","Pc(s)"
"L-PTMC08-MO/H0022","L-PTMC08-MO/H0022","[L-PTMC08-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g","S","2022-07-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220025626","Confirmed","B","Pc(s)"
"L-PTMC08-MO/H0023","L-PTMC08-MO/H0023","[L-PTMC08-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B08 Curious 7 g","S","2022-07-02","2022-08-02","PTI: Jatake 1 - Kemas","MO/220025627","Confirmed","B","Pc(s)"
"L-PTMCD-MO/H0011","L-PTMCD-MO/H0011","[L-PTMCD-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B12 Feisty 7 g","S","2022-07-04","2022-08-04","PTI: Jatake 1 - Kemas","MO/220025628","Confirmed","B","Pc(s)"
"FW-RRYAG-W/H0031","MO-FW-RRYAG-BULK/H0031","[FW-RRYAG-BULK] Wardah Renew You Facial Wash","L","2022-06-29","2022-07-06","PTI: Jatake 2 - Olah","MO/220026193","Confirmed","A","kg"
"B-BSLP-EM/H0191","B-BSLP-EM/H0191","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2022-06-28","2022-07-01","PTI: Jatake 1 - Kemas","MO/220025957","Confirmed","A","Pc(s)"
"TWC-OMGL-OMG/H0001","TWC-OMGL-OMG/H0001","[TWC-OMGL-OMG] OMG Oh My Glam Coverlast Two Way Cake 21W Light 12 g","P","2022-07-06","2022-07-06","PTI: Jatake 1 - Kemas","MO/220027299","Confirmed","A","Pc(s)"
"FW-BSN2-EM/H0035","FW-BSN2-EM/H0035","[FW-BSN2-EM] Emina Bright Stuff Face Wash 100 ml","L","2022-07-01","2022-07-04","PTI: Jatake 2 - Kemas","MO/220026474","Confirmed","A","Pc(s)"
"L-PTMC05-MO/H0014","L-PTMC05-MO/H0014","[L-PTMC05-MO] MAKE OVER Powerstay Transferproof Matte Lip Cream B05 Fired Up 7 g","S","2022-07-06","2022-07-06","PTI: Jatake 1 - Kemas","MO/220026512","Confirmed","A","Pc(s)"
"EB-SMUEMA-EM/H0013","MO-EB-SMUEMA-BULK/H0013","[EB-SMUEMA-BULK] Emina Squeeze Me Up Browcara Woody","S","2022-07-09","2022-07-13","PTI: Jatake 1 - Olah","MO/220027453","Confirmed","B","kg"
"FW-CD-W100ML/H0052","FW-CD-W100ML/H0052","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2022-07-08","2022-07-13","PTI: Jatake 2 - Kemas","MO/220026616","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/H0081","FW-PCSRB-KA/H0081","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2022-07-05","2022-07-08","PTI: Jatake 2 - Kemas","MO/220026635","Confirmed","A","Pc(s)"
"FM-CMB-EM/H0013","FM-CMB-EM/H0013","[FM-CMB-EM] Emina Clay Mask Brightening 60 ml","L","2022-07-11","2022-07-11","PTI: Jatake 2 - Kemas","MO/220026667","Confirmed","A","Pc(s)"
"SRM-ASSE-EM10ML/H0007","SRM-ASSE-EM10ML/H0007","[SRM-ASSE-EM10ML] Emina Ms. Pimple Acne Solution Spot Gel 15 ml","L","2022-07-05","2022-07-05","PTI: Jatake 2 - Kemas","MO/220026684","Confirmed","A","Pc(s)"
"PRM-VCPM-MO20ML/H0017","MO-PRM-VCPM-BULK/H0017","[PRM-VCPM-BULK] Velvet Mattifying Primer Bulk","L","2022-07-02","2022-07-04","PTI: Jatake 2 - Olah","MO/220027054","Confirmed","A","kg"
"WL-P1-P100/H0008","WL-P1-P100/H0008","[WL-P1-P100] Putri Wet Look 100 ML (Pc(s))","L","2022-07-11","2022-07-11","PTI: Jatake 2 - Kemas","MO/220027069","Confirmed","A","Pc(s)"
"P-BRGSDUV-L/H0001","P-BRGSDUV-L/H0001","[P-BRGSDUV-L] LABORE Sensitive Skin Care On-The-Go Minis","L","2022-07-11","2022-07-18","PTI: Jatake 2 - Kemas","MO/220027081","Confirmed","A","Pc(s)"
"SS-DUVSDENP-L/H0001","SS-DUVSDENP-L/H0001","[SS-DUVSDENP-L] LABORE Sensitive Skin Care BiomeProtect Physical Sunscreen 10 ml <SFG>","L","2022-07-08","2022-07-11","PTI: Jatake 2 - Kemas","MO/220027082","Confirmed","A","Pc(s)"
"M-BRERMCNP-L/H0001","M-BRERMCNP-L/H0001","[M-BRERMCNP-L] LABORE Sensitive Skin Care BiomeRepair Barrier Revive Cream 10 ml <SFG>","L","2022-07-07","2022-07-11","PTI: Jatake 2 - Kemas","MO/220027083","Confirmed","A","Pc(s)"
"FW-GSNP-L/H0001","FW-GSNP-L/H0001","[FW-GSNP-L] LABORE Sensitive Skin Care GentleBiome Mild Cleanser 15 ml <SFG>","L","2022-07-07","2022-07-11","PTI: Jatake 2 - Kemas","MO/220027084","Confirmed","A","Pc(s)"
"MY-FWPCSRB-KA/H0003","MO-FW-PCSRB-BULK/H0108","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","2022-07-09","2022-07-14","PTI: Jatake 2 - Olah","MO/220026992","Confirmed","A","kg"
"M-LDCN2-W/H0025","M-LDCN2-W/H0025","[M-LDCN2-W] Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2022-07-07","2022-07-09","PTI: Jatake 2 - Kemas","MO/220027122","Confirmed","B","Pc(s)"
"M-LDCN2-W/H0025","MO-M-LDCN-BULK/H0056","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2022-07-06","2022-07-09","PTI: Jatake 2 - Olah","MO/220027211","Confirmed","B","kg"
"SRM-RAGIS-W/H0001","SRM-RAGIS-W/H0001","[SRM-RAGIS-W] Wardah Renew You Anti Aging Intensive Serum 17 ml (New Pack)","L","2022-07-08","2022-07-11","PTI: Jatake 2 - Kemas","MO/220027129","Confirmed","B","Pc(s)"
"SRM-RAGIS-W/H0001","MO-SRM-AGIS-BULK/H0012","[SRM-AGIS-BULK] Renew You Anti Aging Intensive Serum Bulk","L","2022-07-07","2022-07-11","PTI: Jatake 2 - Olah","MO/220027590","Confirmed","B","kg"
"HSP-P1N1B3N-P450/H0008","MO-HSP-N1B3N-BULK/H0013","[HSP-N1B3N-BULK] Bulk Hair Spray Non Aerosol Blue Normal","L","2022-07-04","2022-07-07","PTI: Jatake 2 - Olah","MO/220026997","Confirmed","C","kg"
"F-LPWW22-MO33ML/H0006","F-LPWW22-MO33ML/H0006","[F-LPWW22-MO33ML] MAKE OVER Powerstay Weightless Liquid Foundation W22 Warm Ivory 33 ml","L","2022-07-11","2022-07-12","PTI: Jatake 2 - Kemas","MO/220027137","Confirmed","C","Pc(s)"
"F-LPWW22-MO33ML/H0006","MO-F-LPWW22-BULK/H0006","[F-LPWW22-BULK] Powerstay Weightless LF W22 Warm Ivory","L","2022-07-07","2022-07-12","PTI: Jatake 2 - Olah","MO/220027595","Confirmed","C","kg"
"F-LPWW30-MO/H0009","F-LPWW30-MO/H0009","[F-LPWW30-MO] MAKE OVER Powerstay Weightless Liquid Foundation W30 Creme Beige 33 ml","L","2022-07-09","2022-07-11","PTI: Jatake 2 - Kemas","MO/220027138","Confirmed","C","Pc(s)"
"F-L04VC-OMG/H0004","MO-F-L04-BULK/H0004","[F-L04-BULK] OMG Oh My Glam Coverlast Liquid Foundation 32 N Natural","L","2022-07-04","2022-07-08","PTI: Jatake 2 - Olah","MO/220027216","Confirmed","C","kg"
"MZ-W1M2-W150ML/H0013","MO-MZ-W1M2-BULK/H0013","[MZ-W1M2-BULK] Olive Oil for Massage Bulk","L","2022-07-06","2022-07-08","PTI: Jatake 2 - Olah","MO/220027026","Confirmed","C","kg"
"SRM-ELB-W/H0006","SRM-ELB-W/H0006","[SRM-ELB-W] Wardah Eyexpert Brow Lash Serum 10 ml","L","2022-07-09","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027172","Confirmed","C","Pc(s)"
"L-GS04-EM/H0005","MO-L-GS04-BULK/H0005","[L-GS04-BULK] Emina Glossy Stain 04 Peach Sprinkles","L","2022-07-02","2022-07-05","PTI: Jatake 2 - Olah","MO/220027056","Confirmed","C","kg"
"L-CLCLS6-W/H0001","MO-L-CLCLS6-BULK/H0002","[L-CLCLS6-BULK] Wardah Colorfit Fresh Matte Lip Ink 06 Hyped Up","L","2022-07-07","2022-07-09","PTI: Jatake 2 - Olah","MO/220027641","Confirmed","C","kg"
"FT-NFSGSEH30-L/H0001","FT-NFSGSEH30-L/H0001","[FT-NFSGSEH30-L] LABORE Sensitive Skin Care NFS GentleBiome Hydration Toner 30 ml","L","2022-07-13","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027185","Confirmed","C","Pc(s)"
"TC-RR3LLF02-W/H0039","TC-RR3LLF02-W/H0039","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2022-07-04","2022-07-08","PTI: Jatake 1 - Kemas","MO/220026705","Confirmed","A","Pc(s)"
"TC-RR3LLF04-W/H0028","TC-RR3LLF04-W/H0028","[TC-RR3LLF04-W] Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","P","2022-07-04","2022-07-08","PTI: Jatake 1 - Kemas","MO/220026710","Confirmed","A","Pc(s)"
"TC-RR3LLF04-W/H0028","MO-TC-R3LLF04-BULK/H0057","[TC-R3LLF04-BULK] Wardah Lightening Powder Foundation Light Feel 04 Natural","P","2022-07-04","2022-07-08","PTI: Jatake 1 - Olah","MO/220027347","Confirmed","A","kg"
"B-W3ELFP01-W30G/H0038","B-W3ELFP01-W30G/H0038","[B-W3ELFP01-W30G] Wardah Evd Lum Face Powder 01 Light Beige 30 g (Pc(s))","P","2022-07-12","2022-07-13","PTI: Jatake 1 - Kemas","MO/220026713","Confirmed","A","Pc(s)"
"B-W3ELFP02-W30G/H0044","B-W3ELFP02-W30G/H0044","[B-W3ELFP02-W30G] Wardah Evd Lum Face Powder 02 Beige 30 g (Pc(s))","P","2022-07-06","2022-07-07","PTI: Jatake 1 - Kemas","MO/220026714","Confirmed","A","Pc(s)"
"B-W3ELFP03-W30G/H0027","B-W3ELFP03-W30G/H0027","[B-W3ELFP03-W30G] Wardah Evd Lum Face Powder 03 Ivory 30 g (Pc(s))","P","2022-07-06","2022-07-07","PTI: Jatake 1 - Kemas","MO/220026717","Confirmed","A","Pc(s)"
"TWC-CLFTD-W/H0019","TWC-CLFTD-W/H0019","[TWC-CLFTD-W] Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","P","2022-07-07","2022-07-08","PTI: Jatake 1 - Kemas","MO/220026726","Confirmed","A","Pc(s)"
"TWC-CLFTRE-W/H0005","TWC-CLFTRE-W/H0005","[TWC-CLFTRE-W] Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g","P","2022-07-11","2022-07-12","PTI: Jatake 1 - Kemas","MO/220026732","Confirmed","A","Pc(s)"
"TC-PC04-MO12G/H0016","TC-PC04-MO12G/H0016","[TC-PC04-MO12G] MAKE OVER Perfect Cover TWC 04 Desert 12 g (pc(s))","P","2022-07-08","2022-07-09","PTI: Jatake 1 - Kemas","MO/220026739","Confirmed","A","Pc(s)"
"TC-RPC08-MO12G/H0011","TC-RPC08-MO12G/H0011","[TC-RPC08-MO12G] MAKE OVER Perfect Cover Refill TWC 08 Honey 12 g (pc(s))","P","2022-07-08","2022-07-08","PTI: Jatake 1 - Kemas","MO/220026745","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0021","B-PT07-MO35G/H0021","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2022-07-08","2022-07-08","PTI: Jatake 1 - Kemas","MO/220026758","Confirmed","A","Pc(s)"
"TC-RR3LLF07-W/H0006","TC-RR3LLF07-W/H0006","[TC-RR3LLF07-W] Wardah Refill Lightening Powder Foundation Light Feel 07 Honey Beige 12 g","P","2022-07-14","2022-07-14","PTI: Jatake 1 - Kemas","MO/220026777","Confirmed","A","Pc(s)"
"TC-R3LLF01-W/H0031","MO-TC-R3LLF01-BULK/H0054","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-07-06","2022-07-09","PTI: Jatake 1 - Olah","MO/220027553","Confirmed","A","kg"
"TC-RRE03-W/H0033","MO-TC-PC03-BULK/H0085","[TC-PC03-BULK] PERFECT COVER TWC 03 MAPLE","P","2022-07-05","2022-07-07","PTI: Jatake 1 - Olah","MO/220027501","Confirmed","A","kg"
"TC-RRE03-W/H0035","TC-RRE03-W/H0035","[TC-RRE03-W] Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","P","2022-07-07","2022-07-08","PTI: Jatake 1 - Kemas","MO/220026807","Confirmed","A","Pc(s)"
"TC-RRE04-W/H0032","MO-TC-PC04-BULK/H0087","[TC-PC04-BULK] PERFECT COVER TWC 04 DESERT","P","2022-07-06","2022-07-08","PTI: Jatake 1 - Olah","MO/220027532","Confirmed","A","kg"
"TC-RRE01-W/H0017","MO-TC-PC02-BULK/H0066","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-06","2022-07-08","PTI: Jatake 1 - Olah","MO/220027538","Confirmed","A","kg"
"TWC-CLFTE-W/H0012","MO-TWC-CLFTE-BULK/H0017","[TWC-CLFTE-BULK] Colorfit Velvet Powder Foundation 33W Olive Beige","P","2022-07-08","2022-07-14","PTI: Jatake 1 - Olah","MO/220027720","Confirmed","A","kg"
"BO-SKPS03-MO6G/H0030","BO-S03PP6GRRNFS-MO/H0021","[BO-S03PP6GRRNFS-MO] Blush on Single 03 Promiscious Peach 6gr Refill No Make Over (Pc(s))","P","2022-07-05","2022-07-07","PTI: Jatake 1 - Press","MO/220026896","Confirmed","B","Pc(s)"
"BO-E02-W/H0025","BO-E02-W/H0025","[BO-E02-W] Wardah Exclusive Blush On 02 Coral Peach 6.5 g","P","2022-07-11","2022-07-12","PTI: Jatake 1 - Kemas","MO/220026844","Confirmed","B","Pc(s)"
"BO-E02-W/H0025","BO-E02-W-RP-W6,5GR/H0020","[BO-E02-W-RP-W6,5GR] Refill Press Blush on Exclusive 02 Coral Peach","P","2022-07-08","2022-07-12","PTI: Jatake 1 - Press","MO/220026901","Confirmed","B","Pc(s)"
"TC-PPCN-MO3X12G/H0008","TC-PPCN-MO3X12G/H0008/01/01","[TC-PC05-RP-MO12GR] Refill Press Two Way Cake Perfect Cover 05 Cinnamon (Pc(s))","P","2022-07-11","2022-07-14","PTI: Jatake 1 - Press","MO/220026913","Confirmed","B","Pc(s)"
"ES-PRPRP-EM3.3GR/H0004","ES-PRPRP-EM3.3GR/H0004","[ES-PRPRP-EM3.3GR] Emina Pop Rouge Pressed Eye Shadow Romantic 3.3 gr (Pc(s))","P","2022-07-13","2022-07-14","PTI: Jatake 1 - Kemas","MO/220026864","Confirmed","B","Pc(s)"
"ES-ECL-W3,3GR/H0012","ES-ECL-W3,3GR/H0012/03/01","[ES-W0K-03-RP-W1,1GR] Refill Press Eye Shadow Wardah K 03","P","2022-07-07","2022-07-12","PTI: Jatake 1 - Press","MO/220026933","Confirmed","B","Pc(s)"
"BO-CM-MO20G/H0002","BO-CM-MO20G/H0002","[BO-CM-MO20G] MAKE OVER Cheek Marbles 20 g (Pc(s))","P","2022-08-19","2022-08-26","PTI: Jatake 1 - Kemas","MO/220026867","Confirmed","B","Pc(s)"
"ES-PNU-MO10G/H0009","MO-ES-CP-MO BULK/H0014","[ES-CP-MO BULK] Shiny Glam Eye Shadow Copper","P","2022-07-05","2022-07-08","PTI: Jatake 1 - Olah","MO/220027513","Confirmed","B","kg"
"B-R3L03I-W/H0023","B-R3L03I-W/H0023","[B-R3L03I-W] Wardah Lightening Matte Powder 03 Ivory 20 g","P","2022-07-04","2022-07-05","PTI: Jatake 1 - Kemas","MO/220027368","Confirmed","A","Pc(s)"
"B-R3L03I-W/H0024","B-R3L03I-W/H0024","[B-R3L03I-W] Wardah Lightening Matte Powder 03 Ivory 20 g","P","2022-07-04","2022-07-05","PTI: Jatake 1 - Kemas","MO/220027370","Confirmed","A","Pc(s)"
"TC-R3LLF04-W/BSH0005","TC-R3LLF04-W/BSH0005","[TC-R3LLF04-W] Wardah Lightening Powder Foundation Light Feel 04 Natural 12 g","P","2022-07-18","2022-07-22","PTI: Jatake 1 - Kemas","MO/220031376","Confirmed","A","Pc(s)"
"MASK-OMG-OMG/H0001","MASK-OMG-OMG/H0001","[MASK-OMG-OMG] OMG Oh My Glam SuperFiller Waterproof Mascara 6.5 g","L","2022-07-05","2022-07-06","PTI: Jatake 2 - Kemas","MO/220027566","Confirmed","C","Pc(s)"
"M-RRYDCN2-W/H0007","MO-M-RRYDC-BULK/H0016","[M-RRYDC-BULK] Wardah Renew You Day Cream","L","2022-07-06","2022-07-11","PTI: Jatake 2 - Olah","MO/220027620","Confirmed","B","kg"
"TC-RR3LLF03-W/H0032","TC-RR3LLF03-W/H0032","[TC-RR3LLF03-W] Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","P","2022-07-04","2022-07-08","PTI: Jatake 1 - Kemas","MO/220027693","Confirmed","A","Pc(s)"
"FW-LMGWN2-W/H0031","FW-LMGWN2-W/H0031","[FW-LMGWN2-W] Wardah Lightening Micellar Gentle Wash 100 ml","L","2022-07-13","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027773","Confirmed","A","Pc(s)"
"FW-LMGWN2-W/H0031","MO-FW-LMGW-BULK/H0072","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","2022-07-11","2022-07-20","PTI: Jatake 2 - Olah","MO/220030093","Confirmed","A","kg"
"FW-BSACNEN2-EM/H0037","FW-BSACNEN2-EM/H0037","[FW-BSACNEN2-EM] Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml","L","2022-07-13","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027783","Confirmed","A","Pc(s)"
"FW-FW01-KA/H0070","FW-FW01-KA/H0070","[FW-FW01-KA] Kahf Gentle Exfoliating Face Scrub 100 ml","L","2022-07-15","2022-07-15","PTI: Jatake 2 - Kemas","MO/220027794","Confirmed","A","Pc(s)"
"FM-CMB-EM/H0015","FM-CMB-EM/H0015","[FM-CMB-EM] Emina Clay Mask Brightening 60 ml","L","2022-07-13","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027804","Confirmed","A","Pc(s)"
"FM-CMB-EM/H0015","MO-FM-CMB-BULK/H0015","[FM-CMB-BULK] Face Mask Clay Mask Brightening","L","2022-07-12","2022-07-14","PTI: Jatake 2 - Olah","MO/220028245","Confirmed","A","kg"
"SS-UVSDSPB-W/H0107","SS-UVSDSPB-W/H0107","[SS-UVSDSPB-W] Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","L","2022-07-14","2022-07-16","PTI: Jatake 2 - Kemas","MO/220027820","Confirmed","A","Pc(s)"
"M-MN2VC-OMG/H0014","M-MN2VC-OMG/H0014","[M-MN2VC-OMG] OMG Oh My Glow Peach Glowing Cream 25 g","L","2022-07-14","2022-07-21","PTI: Jatake 2 - Kemas","MO/220027838","Confirmed","A","Pc(s)"
"BO-CLCNB-EM10ML/H0006","BO-CLCNB-EM10ML/H0006","[BO-CLCNB-EM10ML] Emina Cheek Lit Cream Blush Nudie Brown 10 ml","L","2022-07-18","2022-07-18","PTI: Jatake 2 - Kemas","MO/220027842","Confirmed","A","Pc(s)"
"BO-CLCPE-EM10ML/H0011","BO-CLCPE-EM10ML/H0011","[BO-CLCPE-EM10ML] Emina Cheek Lit Cream Blush Peach 10 ml (Pc(s))","L","2022-07-16","2022-07-18","PTI: Jatake 2 - Kemas","MO/220027843","Confirmed","A","Pc(s)"
