"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"BO-CLCPE-EM10ML/H0012","BO-CLCPE-EM10ML/H0012","[BO-CLCPE-EM10ML] Emina Cheek Lit Cream Blush Peach 10 ml (Pc(s))","L","2022-07-17","2022-07-18","PTI: Jatake 2 - Kemas","MO/220027844","Confirmed","A","Pc(s)"
"BO-CLCPE-EM10ML/H0012","MO-BO-CLCPE-BULK/H0012","[BO-CLCPE-BULK] Cheek Lit Cream Blush Peach Bulk","L","2022-07-14","2022-07-18","PTI: Jatake 2 - Olah","MO/220028965","Confirmed","A","kg"
"FW-FWN2VC-OMG/H0013","FW-FWN2VC-OMG/H0013","[FW-FWN2VC-OMG] OMG Oh My Glow Peach Glowing Face Wash 50 g","L","2022-07-18","2022-07-22","PTI: Jatake 2 - Kemas","MO/220027847","Confirmed","A","Pc(s)"
"A-DM-W40ML/H0019","A-DM-W40ML/H0019","[A-DM-W40ML] Wardah Acnederm Day Moisturizer 40 ml (Pc(s))","L","2022-07-14","2022-07-15","PTI: Jatake 2 - Kemas","MO/220027848","Confirmed","A","Pc(s)"
"BBC-EL-W30ML/H0003","BBC-EL-W30ML/H0003","[BBC-EL-W30ML] Wardah Everyday BB Cream Light 30 ml (Pc(s))","L","2022-07-16","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027859","Confirmed","A","Pc(s)"
"FM-RLN2-W/H0011","FM-RLN2-W/H0011","[FM-RLN2-W] Wardah Lightening Blue Clay Mask 50 g","L","2022-07-16","2022-07-18","PTI: Jatake 2 - Kemas","MO/220027860","Confirmed","A","Pc(s)"
"SS-UVSAFE-W/H0018","SS-UVSAFE-W/H0018","[SS-UVSAFE-W] Wardah UV Shield Aqua Fresh Essence SPF 50 30 ml","L","2022-07-13","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027861","Confirmed","A","Pc(s)"
"FW-CD-W100ML/H0056","FW-CD-W100ML/H0056","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2022-07-13","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027862","Confirmed","A","Pc(s)"
"FW-CD-W100ML/H0056","MO-FW-CD-BULK/H0098","[FW-CD-BULK] Wardah C-Defense Energizing Creamy Wash bulk","L","2022-07-11","2022-07-20","PTI: Jatake 2 - Olah","MO/220028853","Confirmed","A","kg"
"FW-CD-W100ML/H0057","FW-CD-W100ML/H0057","[FW-CD-W100ML] Wardah C-Defense Energizing Creamy Wash 100 ml (Pc(s))","L","2022-07-13","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027863","Confirmed","A","Pc(s)"
"HBL-AHMG-W100ML/H0017","HBL-AHMG-W100ML/H0017","[HBL-AHMG-W100ML] Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml","L","2022-07-13","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027865","Confirmed","A","Pc(s)"
"M-MN2VC-OMG/H0015","M-MN2VC-OMG/H0015","[M-MN2VC-OMG] OMG Oh My Glow Peach Glowing Cream 25 g","L","2022-07-17","2022-07-22","PTI: Jatake 2 - Kemas","MO/220027878","Confirmed","A","Pc(s)"
"PRM-PCCGR-MO/H0004","PRM-PCCGR-MO/H0004","[PRM-PCCGR-MO] MAKE OVER POWERSTAY Color Correcting Primer Green 25 ml","L","2022-07-14","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027879","Confirmed","A","Pc(s)"
"MY-RAPFC-W/BSH0001","MY-RAPFC-W/BSH0001","[MY-RAPFC-W] Malaysia Wardah Acnederm Pure Foaming Cleanser 60 ml","L","2022-07-12","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027886","Confirmed","A","Pc(s)"
"FW-CSGC01-B/H0005","FW-CSGC01-B/H0005","[FW-CSGC01-B] Beyondly Glowlasting Collagen Cleanser","L","2022-07-14","2022-07-22","PTI: Jatake 2 - Kemas","MO/220027889","Confirmed","A","Pc(s)"
"REM-OIMW-MO/H0006","REM-OIMW-MO/H0006","[REM-OIMW-MO] MAKE OVER POWERSKIN Bi-Phase Oil Micellar Water 200 ml","L","2022-07-16","2022-07-16","PTI: Jatake 2 - Kemas","MO/220027899","Confirmed","B","Pc(s)"
"CON-LBBL01-W/H0007","CON-LBBL01-W/H0007","[CON-LBBL01-W] Wardah Lightening Liquid Concealer 01 Light 7 g (Blister)","L","2022-07-15","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027917","Confirmed","C","Pc(s)"
"F-RELF03-W/H0004","MO-F-RELF03-BULK/H0004","[F-RELF03-BULK] Wardah Exclusive Liquid Foundation 03","L","2022-07-15","2022-07-18","PTI: Jatake 2 - Olah","MO/220028757","Confirmed","C","kg"
"F-EVLLF01-W/H0008","F-EVLLF01-W/H0008","[F-EVLLF01-W] Wardah Everyday Luminous Liquid Foundation – 01 Natural White 35 ml","L","2022-07-18","2022-07-20","PTI: Jatake 2 - Kemas","MO/220027920","Confirmed","C","Pc(s)"
"F-EVLLF01-W/H0008","MO-F-LLUNWW1-WBULK/H0008","[F-LLUNWW1-WBULK] Bulk Foundation Liquid Luminous Natural White WNL","L","2022-07-16","2022-07-20","PTI: Jatake 2 - Olah","MO/220028762","Confirmed","C","kg"
"LU-P1-P720/H0025","LU-P1-P720/H0025","[LU-P1-P720] Putri Pustreite Step 1 720 ML (Pc(s))","L","2022-07-13","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027938","Confirmed","C","Pc(s)"
"LU-P1-P720/H0026","LU-P1-P720/H0026","[LU-P1-P720] Putri Pustreite Step 1 720 ML (Pc(s))","L","2022-07-13","2022-07-14","PTI: Jatake 2 - Kemas","MO/220027939","Confirmed","C","Pc(s)"
"LT-MPSM-EM5.5ML/H0005","LT-MPSM-EM5.5ML/H0005","[LT-MPSM-EM5.5ML] Emina Magic Potion 03 Smitten 5.5 ml","L","2022-07-18","2022-07-19","PTI: Jatake 2 - Kemas","MO/220027953","Confirmed","C","Pc(s)"
"FT-FTVC-OMG/H0031","FT-FTVC-OMG/H0031","[FT-FTVC-OMG] OMG Oh My Glow Peach Glowing Toner 100 ml","L","2022-07-15","2022-07-19","PTI: Jatake 2 - Kemas","MO/220027965","Confirmed","C","Pc(s)"
"FT-FTVC-OMG/H0032","FT-FTVC-OMG/H0032","[FT-FTVC-OMG] OMG Oh My Glow Peach Glowing Toner 100 ml","L","2022-07-17","2022-07-22","PTI: Jatake 2 - Kemas","MO/220027966","Confirmed","C","Pc(s)"
"CUS-HLGNC21-MO/H0005","CUS-HLGNC21-MO/H0005","[CUS-HLGNC21-MO] MAKE OVER Hydrastay Lite Glow Cushion C21 Pink Ivory 15 g","L","2022-07-18","2022-07-19","PTI: Jatake 2 - Kemas","MO/220027977","Confirmed","C","Pc(s)"
"CUS-CLPGCC-W/H0010","CUS-CLPGCC-W/H0010","[CUS-CLPGCC-W] Wardah Colorfit Perfect Glow Cushion 23W Warm Ivory 15 g","L","2022-07-14","2022-07-15","PTI: Jatake 2 - Kemas","MO/220027988","Confirmed","C","Pc(s)"
"CUS-CLPGCD-W/H0008","CUS-CLPGCD-W/H0008","[CUS-CLPGCD-W] Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige 15 g","L","2022-07-15","2022-07-16","PTI: Jatake 2 - Kemas","MO/220027989","Confirmed","C","Pc(s)"
"CUS-CLPGCD-W/H0008","MO-CUS-CLPGCD-BULK/H0010","[CUS-CLPGCD-BULK] Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige","L","2022-07-13","2022-07-16","PTI: Jatake 2 - Olah","MO/220028740","Confirmed","C","kg"
"L-EVLCR5-W/H0014","L-EVLCR5-W/H0014","[L-EVLCR5-W] Wardah Everyday! Matte Lip Shot 05 #mood 1.8 g","S","2022-07-19","2022-07-20","PTI: Jatake 1 - Kemas","MO/220028154","Confirmed","A","Pc(s)"
"L-IMC015-MO6,5G/H0014","MO-L-IMC015-BULK/H0014","[L-IMC015-BULK] Make Over Intense Matte Lipcream 015","S","2022-07-15","2022-07-18","PTI: Jatake 1 - Olah","MO/220028894","Confirmed","A","kg"
"SS-UVSLMS-W/H0006","SS-UVSLMS-W/H0006","[SS-UVSLMS-W] Wardah UV Shield Light Matte Sun Stick 22 g","S","2145-02-03","2022-07-21","PTI: Jatake 1 - Kemas","MO/220028211","Confirmed","C","Pc(s)"
"B-BSLP-EM/H0211","B-BSLP-EM/H0211","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2022-07-12","2022-07-15","PTI: Jatake 1 - Kemas","MO/220028264","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/H0017","TC-PMC21-MO12G/H0017","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-07-15","2022-07-15","PTI: Jatake 1 - Kemas","MO/220028277","Confirmed","A","Pc(s)"
"TC-PMW32-MO/H0010","TC-PMW32-MO/H0010","[TC-PMW32-MO] MAKE OVER Powerstay Matte Powder Foundation W32 Warm Beige 12 g","P","2022-07-18","2022-07-18","PTI: Jatake 1 - Kemas","MO/220028287","Confirmed","A","Pc(s)"
"TC-RPC04-MO12G/H0013","TC-RPC04-MO12G/H0013","[TC-RPC04-MO12G] MAKE OVER Perfect Cover Refill TWC 04 Desert 12 g (pc(s))","P","2022-07-15","2022-07-16","PTI: Jatake 1 - Kemas","MO/220028329","Confirmed","A","Pc(s)"
"TC-R3LLF04-W/H0034","MO-TC-R3LLF04-BULK/H0064","[TC-R3LLF04-BULK] Wardah Lightening Powder Foundation Light Feel 04 Natural","P","2022-07-15","2022-07-18","PTI: Jatake 1 - Olah","MO/220028996","Confirmed","A","kg"
"BO-SKPF01-MO6G/H0031","MO-BO-SPF01-BULK/H0027","[BO-SPF01-BULK] Blush On 01 Pink Fantasist","P","2022-07-17","2022-07-22","PTI: Jatake 1 - Olah","MO/220029306","Confirmed","B","kg"
"ES-PRPNS-EM3.3GR/H0010","ES-PRPNS-EM3.3GR/H0010","[ES-PRPNS-EM3.3GR] Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","P","2022-07-15","2022-07-15","PTI: Jatake 1 - Kemas","MO/220028375","Confirmed","B","Pc(s)"
"ES-PRPNS-EM3.3GR/H0012","MO-ES-BV-MO-BULK/H0015","[ES-BV-MO-BULK] Shiny Glam Eye Shadow Brown Vegas","P","2022-07-13","2022-07-19","PTI: Jatake 1 - Olah","MO/220028844","Confirmed","B","kg"
"ES-PRPPH-EM3.3GR/H0007","ES-PRPPH-EM3.3GR/H0007","[ES-PRPPH-EM3.3GR] Emina Pop Rouge Pressed Eye Shadow Posh 3.3 gr (Pc(s))","P","2022-07-14","2022-07-15","PTI: Jatake 1 - Kemas","MO/220028378","Confirmed","B","Pc(s)"
"ES-PRPRP-EM3.3GR/H0005","ES-PRPRP-EM3.3GR/H0005","[ES-PRPRP-EM3.3GR] Emina Pop Rouge Pressed Eye Shadow Romantic 3.3 gr (Pc(s))","P","2022-07-18","2022-07-18","PTI: Jatake 1 - Kemas","MO/220028379","Confirmed","B","Pc(s)"
"ES-PRPCB-EM3.3GR/H0001","MO-ES-TQ-BULK/H0005","[ES-TQ-BULK] Shiny Glam Eye Shadow Turqoise","P","2022-07-12","2022-07-14","PTI: Jatake 1 - Olah","MO/220028786","Confirmed","B","kg"
"ES-TN-MO6G/H0005","MO-ES-BV-MO-BULK/H0016","[ES-BV-MO-BULK] Shiny Glam Eye Shadow Brown Vegas","P","2022-07-15","2022-07-21","PTI: Jatake 1 - Olah","MO/220029028","Confirmed","B","kg"
"ES-ECL-W3,3GR/H0013","ES-ECL-W3,3GR/H0013","[ES-ECL-W3,3GR] Wardah EyeXpert Eyeshadow Classic 3,3 gr","P","2022-07-19","2022-07-20","PTI: Jatake 1 - Kemas","MO/220028387","Confirmed","B","Pc(s)"
"ES-EPS-W3,3GR/H0006","MO-ES-W1G-03 BULK/H0013","[ES-W1G-03 BULK] EYE SHADOW G 03","P","2022-07-15","2022-07-19","PTI: Jatake 1 - Olah","MO/220029035","Confirmed","B","kg"
"ES-IPSCP-W/H0005","MO-ES-IPSCP-W-09-BULK/H0005","[ES-IPSCP-W-09-BULK] Instaperfect SPOTLIGHT Chromatic Eye Palette 09 - TERRA","P","2022-07-16","2022-07-23","PTI: Jatake 1 - Olah","MO/220029195","Confirmed","B","kg"
"ES-IPSCP-W/H0005","MO-ES-IPSCP-W-05-BULK/H0005","[ES-IPSCP-W-05-BULK] Instaperfect SPOTLIGHT Chromatic Eye Palette 05 - SPHERE","P","2022-07-17","2022-07-23","PTI: Jatake 1 - Olah","MO/220029351","Confirmed","B","kg"
"ES-IPSCP-W/H0005","MO-ES-IPSCP-W-04-BULK/H0004","[ES-IPSCP-W-04-BULK] Instaperfect SPOTLIGHT Chromatic Eye Palette 04 - HAZE","P","2022-07-16","2022-07-23","PTI: Jatake 1 - Olah","MO/220030054","Confirmed","B","kg"
"ES-PNU-MO10G/H0010","MO-ES-CV-BULK/H0009","[ES-CV-BULK] Shiny Glam Eye Shadow Caviar","P","2022-07-15","2022-07-22","PTI: Jatake 1 - Olah","MO/220029014","Confirmed","B","kg"
"ES-EP01-W/H0012","MO-ES-EP01-W-02-BULK/H0008","[ES-EP01-W-02-BULK] Exclusive EYe Shadow Palette 01 Sunset Brown 02","P","2022-07-12","2022-07-21","PTI: Jatake 1 - Olah","MO/220028765","Confirmed","B","kg"
"ES-EP02-W/H0016","MO-ES-EP02-W-05-BULK/H0008","[ES-EP02-W-05-BULK] Exclusive Eye Shadow Palette 02 Rose Glow 05","P","2022-07-15","2022-07-23","PTI: Jatake 1 - Olah","MO/220029006","Confirmed","B","kg"
"ES-EP02-W/H0016","MO-ES-EP02-W-07-BULK/H0009","[ES-EP02-W-07-BULK] Exclusive Eye shadow Palette 02 Rose Glow 07","P","2022-07-16","2022-07-23","PTI: Jatake 1 - Olah","MO/220029139","Confirmed","B","kg"
"SRM-BRSRN2-L/H0003","SRM-BRSRN2-L/H0003","[SRM-BRSRN2-L] LABORÉ Sensitive Skin Care GentleBiome Barrier Repair Serum 7 ml","L","2022-07-11","2022-07-18","PTI: Jatake 2 - Kemas","MO/220028679","Confirmed","A","Pc(s)"
"A-BPCB-W20G/BSH0003","A-BPCB-W20G/BSH0003","[A-BPCB-W20G] Wardah Acnederm Pore Blackhead Balm 20 g (Pc(s))","S","2022-07-21","2022-07-29","PTI: Jatake 1 - Kemas","MO/220031744","Confirmed","A","Pc(s)"
"B-DMLP02-EM/BSH0006","B-DMLP02-EM/BSH0006","[B-DMLP02-EM] Emina Daily Matte Loose Powder 02 Natural Beige 20 g","P","2022-08-02","2022-08-05","PTI: Jatake 1 - Kemas","MO/220031383","Confirmed","A","Pc(s)"
"B-DMLP02-EM/BSH0007","B-DMLP02-EM/BSH0007","[B-DMLP02-EM] Emina Daily Matte Loose Powder 02 Natural Beige 20 g","P","2022-08-02","2022-08-05","PTI: Jatake 1 - Kemas","MO/220031384","Confirmed","A","Pc(s)"
"BOTP-EMLCR0-W/PLH0033","BOTP-EMLCR0-W/PLH0033","[BOTP-EMLCR0-W] Bottle Print Exclusive Matte Lip Cream Wardah,DigitalPrinted","L","2022-07-22","2022-07-29","PTI: Jatake 6 - SFG Kemas","MO/220029018","Confirmed","","Pc(s)"
"CONP-EFCCR0-W/PLH0001","CONP-EFCCR0-W/PLH0001","[CONP-EFCCR0-W] Container Printing Exclusive Flawless Cover Cushion Wardah,3 Pass Digital Printed","L","2022-07-18","2022-07-25","PTI: Jatake 6 - SFG Kemas","MO/220029052","Confirmed","","Pc(s)"
"BOTP-WEIMLR0-IP/PLH0001","BOTP-WEIMLR0-IP/PLH0001","[BOTP-WEIMLR0-IP] Bottle Printing + Wiper EIM Liquid Instaperfect,3 Pass Digital Printed","L","2022-07-20","2022-07-21","PTI: Jatake 6 - SFG Kemas","MO/220029053","Confirmed","","Pc(s)"
"FW-BSACNE-EM/H0029","FW-BSACNE-EM/H0029","[FW-BSACNE-EM] Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml","L","2022-07-19","2022-07-27","PTI: Jatake 2 - Kemas","MO/220029067","Confirmed","A","Pc(s)"
"FW-BSACNE-EM/H0029","MO-FW-BSACNE-BULK/H0066","[FW-BSACNE-BULK] Emina Bright Stuff for Acne Prone Skin Face Wash BULK","L","2022-07-18","2022-07-27","PTI: Jatake 2 - Olah","MO/220030061","Confirmed","A","kg"
"FW-PCSRB-KA/H0092","FW-PCSRB-KA/H0092","[FW-PCSRB-KA] Kahf Skin Energizing and Brightening Face Wash 100 ml","L","2022-07-20","2022-07-21","PTI: Jatake 2 - Kemas","MO/220029081","Confirmed","A","Pc(s)"
"FW-PCSRB-KA/H0092","MO-FW-PCSRB-BULK/H0115","[FW-PCSRB-BULK] Kahf Skin Energizing and Brightening Face Wash","L","2022-07-19","2022-07-21","PTI: Jatake 2 - Olah","MO/220029370","Confirmed","A","kg"
"FW-PCSAC-KA/H0100","FW-PCSAC-KA/H0100","[FW-PCSAC-KA] Kahf Oil and Acne Care Face Wash 100 ml","L","2022-07-22","2022-07-22","PTI: Jatake 2 - Kemas","MO/220029088","Confirmed","A","Pc(s)"
"FW-3IN1PC-KA/H0032","FW-3IN1PC-KA/H0032","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2022-07-19","2022-07-20","PTI: Jatake 2 - Kemas","MO/220029091","Confirmed","A","Pc(s)"
"FW-3IN1PC-KA/H0037","FW-3IN1PC-KA/H0037","[FW-3IN1PC-KA] Kahf Triple Action Oil and Comedo Defense Face Wash 100 ml","L","2022-07-21","2022-07-22","PTI: Jatake 2 - Kemas","MO/220029097","Confirmed","A","Pc(s)"
"FW-3IN1PC-KA/H0037","MO-FW-3IN1PC-BULK/H0037","[FW-3IN1PC-BULK] Kahf Triple Action Oil and Comedo Defense Face Wash","L","2022-07-20","2022-07-22","PTI: Jatake 2 - Olah","MO/220029875","Confirmed","A","kg"
"SS-UVSDSPB-W/H0110","SS-UVSDSPB-W/H0110","[SS-UVSDSPB-W] Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","L","2022-07-18","2022-07-19","PTI: Jatake 2 - Kemas","MO/220029111","Confirmed","A","Pc(s)"
"SS-UVSDSPB-W/H0113","SS-UVSDSPB-W/H0113","[SS-UVSDSPB-W] Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","L","2022-07-22","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029114","Confirmed","A","Pc(s)"
"BBC-HSBBN-EM/H0004","MO-BBC-HSBBN-BULK/H0004","[BBC-HSBBN-BULK] EMINA Daily Matte BB Cream 02 Natural","L","2022-07-15","2022-07-20","PTI: Jatake 2 - Olah","MO/220029368","Confirmed","A","kg"
"F-LLF01-W/H0008","F-LLF01-W/H0008","[F-LLF01-W] Wardah Lightening Liquid Foundation 01. Light Beige 25 ml (Blister)","L","2022-07-21","2022-07-22","PTI: Jatake 2 - Kemas","MO/220029118","Confirmed","A","Pc(s)"
"F-LLF01-W/H0008","MO-F-LLF01-BULK/H0010","[F-LLF01-BULK] Wardah Lightening Liquid Foundation 01. Light Beige bulk","L","2022-07-18","2022-07-22","PTI: Jatake 2 - Olah","MO/220029933","Confirmed","A","kg"
"F-LLF03-W/H0015","F-LLF03-W/H0015","[F-LLF03-W] Wardah Lightening Liquid Foundation 03. Ivory 25 ml (Blister)","L","2022-07-23","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029123","Confirmed","A","Pc(s)"
"M-RHDGN2-W/H0006","M-RHDGN2-W/H0006","[M-RHDGN2-W] Wardah Hydra Rose Dewy Aqua Day Gel 17 ml","L","2022-07-22","2022-07-23","PTI: Jatake 2 - Kemas","MO/220029126","Confirmed","A","Pc(s)"
"M-RHDGN2-W/H0006","MO-M-RHDG-BULK/H0014","[M-RHDG-BULK] Wardah Hydra Rose Dewy Aqua Day Gel","L","2022-07-21","2022-07-23","PTI: Jatake 2 - Olah","MO/220030187","Confirmed","A","kg"
"F-LLFM2-W/H0003","F-LLFM2-W/H0003","[F-LLFM2-W] Wardah Lightening Liquid Foundation 02. Beige 6 ml","L","2022-07-25","2022-07-29","PTI: Jatake 2 - Kemas","MO/220029142","Confirmed","A","Pc(s)"
"FM-RLN2-W/H0012","FM-RLN2-W/H0012","[FM-RLN2-W] Wardah Lightening Blue Clay Mask 50 g","L","2022-07-20","2022-07-21","PTI: Jatake 2 - Kemas","MO/220029143","Confirmed","A","Pc(s)"
"FM-RLN2-W/H0012","MO-FM-RLN2-BULK/H0012","[FM-RLN2-BULK] Wardah Lightening Blue Clay Mask Bulk","L","2022-07-18","2022-07-21","PTI: Jatake 2 - Olah","MO/220029896","Confirmed","A","kg"
"FS-RLN2-W/H0030","FS-RLN2-W/H0030","[FS-RLN2-W] Wardah Lightening Gentle Exfoliator 50 ml","L","2022-07-24","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029145","Confirmed","A","Pc(s)"
"FS-RLN2-W/H0030","MO-FS-RLN2-BULK/H0032","[FS-RLN2-BULK] Wardah Lightening Gentle Exfoliator","L","2022-07-23","2022-07-25","PTI: Jatake 2 - Olah","MO/220029899","Confirmed","A","kg"
"FS-RLN2-W/H0031","FS-RLN2-W/H0031","[FS-RLN2-W] Wardah Lightening Gentle Exfoliator 50 ml","L","2022-07-24","2022-07-26","PTI: Jatake 2 - Kemas","MO/220029146","Confirmed","A","Pc(s)"
"HC-HF-W170ML/H0027","HC-HF-W170ML/H0027","[HC-HF-W170ML] Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s))","L","2022-07-25","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029154","Confirmed","A","Pc(s)"
"HC-HF-W170ML/H0027","MO-HC-HF-BULK/H0027","[HC-HF-BULK] Hair Fall Treatment Conditioner","L","2022-07-22","2022-07-25","PTI: Jatake 2 - Olah","MO/220030259","Confirmed","A","kg"
"FW-FWN2VC-OMG/H0015","FW-FWN2VC-OMG/H0015","[FW-FWN2VC-OMG] OMG Oh My Glow Peach Glowing Face Wash 50 g","L","2022-07-23","2022-07-29","PTI: Jatake 2 - Kemas","MO/220029156","Confirmed","A","Pc(s)"
"MY-FWLMGWN2-W/H0026","MO-FW-LMGW-BULK/H0076","[FW-LMGW-BULK] Wardah Lightening MIcellar Gentle Wash Bulk","L","2022-07-18","2022-07-20","PTI: Jatake 2 - Olah","MO/220029898","Confirmed","A","kg"
"MY-RFWPBCFBS-W/H0017","MY-RFWPBCFBS-W/H0017","[MY-RFWPBCFBS-W] Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml","L","2022-07-22","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029162","Confirmed","A","Pc(s)"
"MY-RFWPBCFBS-W/H0018","MY-RFWPBCFBS-W/H0018","[MY-RFWPBCFBS-W] Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml","L","2022-07-25","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029163","Confirmed","A","Pc(s)"
"M-GT1NP-W40ML/H0001","M-GT1NP-W40ML/H0001","[M-GT1NP-W40ML] Wardah Sunscreen Gel SPF 30 Non Perfume 40 ml (Pc(s))","L","2022-07-19","2022-07-21","PTI: Jatake 2 - Kemas","MO/220029165","Confirmed","A","Pc(s)"
"M-BSC-EM/H0053","M-BSC-EM/H0053","[M-BSC-EM] Emina Bright Stuff Moisturizing Cream 20 ml","L","2022-07-22","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029168","Confirmed","A","Pc(s)"
"FW-RWSABHA-W/H0057","FW-RWSABHA-W/H0057","[FW-RWSABHA-W] Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","L","2022-07-19","2022-07-27","PTI: Jatake 2 - Kemas","MO/220029212","Confirmed","A","Pc(s)"
"FS-RLN2-W/H0032","FS-RLN2-W/H0032","[FS-RLN2-W] Wardah Lightening Gentle Exfoliator 50 ml","L","2022-07-18","2022-07-21","PTI: Jatake 2 - Kemas","MO/220029215","Confirmed","A","Pc(s)"
"M-SM01-KA/H0033","M-SM01-KA/H0033","[M-SM01-KA] Kahf Triple Protection Sunscreen Moisturizer 30 ml","L","2022-07-23","2022-07-26","PTI: Jatake 2 - Kemas","MO/220029218","Confirmed","A","Pc(s)"
"FW-LWFN2-W/H0073","FW-LWFN2-W/H0073","[FW-LWFN2-W] Wardah Lightening Whip Facial Foam 100 ml","L","2022-07-22","2022-07-22","PTI: Jatake 2 - Kemas","MO/220029224","Confirmed","A","Pc(s)"
"REM-PBTUMW-W/H0037","REM-PBTUMW-W/H0037","[REM-PBTUMW-W] Wardah Perfect Bright Tone Up Micellar Water 100 ml","L","2022-07-22","2022-07-23","PTI: Jatake 2 - Kemas","MO/220029227","Confirmed","B","Pc(s)"
"REM-PBTUMW-W/H0039","REM-PBTUMW-W/H0039","[REM-PBTUMW-W] Wardah Perfect Bright Tone Up Micellar Water 100 ml","L","2022-07-23","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029230","Confirmed","B","Pc(s)"
"FT-BST-EM/H0019","FT-BST-EM/H0019","[FT-BST-EM] Emina Bright Stuff Face Toner 100 ml","L","2022-07-20","2022-07-21","PTI: Jatake 2 - Kemas","MO/220029248","Confirmed","B","Pc(s)"
"FT-BST-EM/H0020","FT-BST-EM/H0020","[FT-BST-EM] Emina Bright Stuff Face Toner 100 ml","L","2022-07-21","2022-07-23","PTI: Jatake 2 - Kemas","MO/220029249","Confirmed","B","Pc(s)"
"SRM-RRYTEN1-W/H0004","SRM-RRYTEN1-W/H0004","[SRM-RRYTEN1-W] Wardah Renew You Toner Essence 50 ml (Pc(s))","L","2022-07-19","2022-07-20","PTI: Jatake 2 - Kemas","MO/220029255","Confirmed","B","Pc(s)"
"M-LDCN2-W/H0026","M-LDCN2-W/H0026","[M-LDCN2-W] Wardah Lightening Day Cream Advanced Niacinamide 30 g","L","2022-07-25","2022-07-26","PTI: Jatake 2 - Kemas","MO/220029259","Confirmed","B","Pc(s)"
"M-LDCN2-W/H0026","MO-M-LDCN-BULK/H0060","[M-LDCN-BULK] Lightening Day Cream Advanced Niacinamide","L","2022-07-23","2022-07-26","PTI: Jatake 2 - Olah","MO/220029380","Confirmed","B","kg"
"FT-RIHT-W/H0002","FT-RIHT-W/H0002","[FT-RIHT-W] Wardah Hydra Rose Petal Infused Toner 100 ml","L","2022-07-22","2022-07-25","PTI: Jatake 2 - Kemas","MO/220029269","Confirmed","B","Pc(s)"
"FT-RWSABHA-W/H0018","FT-RWSABHA-W/H0018","[FT-RWSABHA-W] Wardah Crystal Secret Exfoliating Toner with Natural AHA+PHA 125 ml","L","2022-07-23","2022-07-23","PTI: Jatake 2 - Kemas","MO/220029271","Confirmed","C","Pc(s)"
"REM-LTWO-EM10ML/H0003","REM-LTWO-EM10ML/H0003","[REM-LTWO-EM10ML] Emina Lip Tint Eraser 10 ml","L","2022-07-18","2022-07-19","PTI: Jatake 2 - Kemas","MO/220029280","Confirmed","C","Pc(s)"
"F-RELF04-W/H0005","F-RELF04-W/H0005","[F-RELF04-W] Wardah Exclusive Liquid Foundation 04 Natural 20 ml","L","2022-07-21","2022-07-22","PTI: Jatake 2 - Kemas","MO/220029283","Confirmed","C","Pc(s)"
"F-RELF04-W/H0005","MO-F-RELF04-BULK/H0005","[F-RELF04-BULK] Wardah Exclusive Liquid Foundation 04 N","L","2022-07-20","2022-07-22","PTI: Jatake 2 - Olah","MO/220030235","Confirmed","C","kg"
