DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01134,L-UHRH004-MO2.3G,8993137696838,MAKE OVER ULTRA HI-MATTE LIPSTICK 004 RED HEATWAVE 2.3 G (PC(S)),81981.99,9,0,9,737837.91,0,737837.91,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01559,L-CSMC104-MO2.6G,8993137699310,MAKE OVER COLOR STICK MATTE CRAYON 104 BLAKE 2.6 G,87387.39,17,0,17,1485585.63,0,1485585.63,
DC JAMBI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02306,TC-PMN50-MO,8993137707213,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N50 TAN 12 G,164864.87,12,0,12,1978378.44,0,1978378.44,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01132,L-UHPA002-MO2.3G,8993137696814,MAKE OVER ULTRA HI-MATTE LIPSTICK 002 PINK ALCATRAZ 2.3 G (PC(S)),81981.99,13,0,13,1065765.87,0,1065765.87,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01140,L-UHS010-MO2.3G,8993137696913,MAKE OVER ULTRA HI-MATTE LIPSTICK 010 SMOOCH 2.3 G (PC(S)),81981.99,16,0,16,1311711.84,0,1311711.84,
DC JAMBI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,01594,TC-PMC62-MO12G,8993137699785,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION C62 RICH COCOA 12 G,164864.87,15,0,15,2472973.05,0,2472973.05,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00738,"L-USVB09-MO3,8G",8993137682763,"MAKE OVER ULTRA SHINE LIPSTICK 09 VENETIAN BROWN 3,8 G (PC(S))",69369.37,5,0,5,346846.85,0,346846.85,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01557,L-CSMC102-MO2.6G,8993137699297,MAKE OVER COLOR STICK MATTE CRAYON 102 IRIS 2.6 G,87387.39,6,0,6,524324.34,0,524324.34,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01556,L-CSMC101-MO2.6G,8993137699280,MAKE OVER COLOR STICK MATTE CRAYON 101 BROOKLYN 2.6 G,87387.39,30,0,30,2621621.7,0,2621621.7,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00733,"L-USRJ04-MO3,8G",8993137682718,"MAKE OVER ULTRA SHINE LIPSTICK 04 REDDISH JUNK 3,8 G (PC(S))",69369.37,6,0,6,416216.22,0,416216.22,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01983,L-CQS209-MO2G,8993137701488,MAKE OVER CLIQUEMATTE LIP STYLO 209 ROYALE 2 G,101801.81,34,0,34,3461261.54,0,3461261.54,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00911,L-LSPE-MO5ML,8993137693356,MAKE OVER LIQUID LIP COLOR SWEET PEACH 5 ML (PC(S)),69369.37,12,0,12,832432.44,0,832432.44,
DC JAMBI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION,02424,F-LPWN50-MO,8993137707374,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION N50 TAN 33 ML,145945.95,23,0,23,3356756.85,0,3356756.85,
DC JAMBI,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02191,F-PTCMCN50-MO,8993137705011,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION N50 TAN 12 G,121621.63,21,0,21,2554054.23,0,2554054.23,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00906,L-LRB-MO5ML,8993137693400,MAKE OVER LIQUID LIP COLOR RED BABYDOLL 5 ML (PC(S)),69369.37,12,0,12,832432.44,0,832432.44,
DC JAMBI,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00584,ES-PFP-MO2G,8993137682398,MAKE OVER POWDER EYE SHADOW FROZEN PINK 2 G (PC(S)),69369.37,11,0,11,763063.07,0,763063.07,
DC JAMBI,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00684,L-CLCH09-MO4G,8993137682886,MAKE OVER CREAMY LUST LIPSTICK 09 CLOVER HAZE 4 G (PC(S)),69369.37,1,0,1,69369.37,0,69369.37,
DC JAMBI,PUTRI,SHAMPOO,PUTRI SHAMPOO,00363,S-P1A2-P5,8993137180450,PUTRI PURE CLEAN SHAMPOO APPLE 5 L (PC(S)),114684.69,2,0,2,229369.38,0,229369.38,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY WITCH HAZEL PURIFIYING MOISTURIZER GEL,01607,M-WHPG-W40ML,8993137695114,WARDAH NATURE DAILY WITCH HAZEL PURIFYING MOISTURIZER GEL 40 ML,18468.47,2,0,2,36936.94,0,36936.94,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02178,CUS-REFC03-W,8993137706278,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 03 SANDY BEIGE 15 G,85585.59,3,0,3,256756.77,0,256756.77,
DC JAMBI,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00280,BUT-W3R-W150ML,8993137684811,WARDAH CREAMY BODY BUTTER WITH ROSE 150 ML (PC(S)),45045.05,39,0,39,1756756.95,0,1756756.95,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH UV SHIELD SUNSCREEN GEL BLISTER,03098,SS-UVSDSPB-W,8993137708319,WARDAH UV SHIELD ESSENTIAL SUNSCREEN GEL SPF 30 (NEW BLISTER),30180.19,4,0,4,120720.76,0,120720.76,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MICRO GEL SERUM,02521,SRM-RIH-W,8993137708746,WARDAH HYDRA ROSE MICRO GEL SERUM 30 ML,113963.97,1,0,1,113963.97,0,113963.97,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02115,L-CVM04-W,8993137705363,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,63513.52,9,0,9,571621.68,0,571621.68,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02053,F-RECF05-W,8993137678841,WARDAH EXCLUSIVE CREAMY FOUNDATION 05 COFFEE BEIGE 12 G,82882.89,31,0,31,2569369.59,0,2569369.59,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE LIQUID FOUNDATION,02034,F-RELF01-W,8993137678858,WARDAH EXCLUSIVE LIQUID FOUNDATION 01 LIGHT BEIGE 20 ML,71621.63,2,0,2,143243.26,0,143243.26,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE LIQUID FOUNDATION,02038,F-RELF05-W,8993137678896,WARDAH EXCLUSIVE LIQUID FOUNDATION 05 COFFEE BEIGE 20 ML,71621.63,3,0,3,214864.89,0,214864.89,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL TWC,02048,TC-RRE05-W,8993137679091,WARDAH REFILL EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,45945.95,7,0,7,321621.65,0,321621.65,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02074,L-REMA13-W,8993137706490,WARDAH EXCLUSIVE MATTE LIPSTICK 13 COCOA LOOK 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02076,L-REMA17-W,8993137706513,WARDAH EXCLUSIVE MATTE LIPSTICK 17 GORGEOUS PINK 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02077,L-REMA18-W,8993137706520,WARDAH EXCLUSIVE MATTE LIPSTICK 18 ROSY PINK 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02056,L-REMO23-W,8993137706315,WARDAH EXCLUSIVE MOIST LIPSTICK 23 RUBY RED 3.5 G,36936.94,3,0,3,110810.82,0,110810.82,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE LIQUID FOUNDATION,00060,F-WOELCB05-W20ML,8993137678896,WARDAH EXCLUSIVE LIQUID FOUNDATION 05 COFFEE BEIGE 20 ML,71621.63,1,0,1,71621.63,0,71621.63,
DC JAMBI,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE LIQUID FOUNDATION,00058,F-WOELSB03-W20ML,8993137678872,WARDAH EXCLUSIVE LIQUID FOUNDATION 03 SANDY BEIGE 20 ML,71621.63,4,0,4,286486.52,0,286486.52,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02058,L-REMO29-W,8993137706339,WARDAH EXCLUSIVE MOIST LIPSTICK 29 LAVENDER 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02059,L-REMO30-W,8993137706346,WARDAH EXCLUSIVE MOIST LIPSTICK 30 GOLDEN CORAL 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02060,L-REMO32-W,8993137706353,WARDAH EXCLUSIVE MOIST LIPSTICK 32 SHEER BROWN 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02061,L-REMO35-W,8993137706360,WARDAH EXCLUSIVE MOIST LIPSTICK 35 GREAT BERRY 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01972,MA-NDSGT-W,8993137702065,WARDAH NATURE DAILY SHEET MASK GREEN TEA 20 ML,14414.42,34,0,34,490090.28,0,490090.28,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING BB CREAM,00080,BBC-LL-W15ML,8993137690836,WARDAH LIGHTENING BB CREAM LIGHT 15 ML (PC(S)),28828.83,1,0,1,28828.83,0,28828.83,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE DEWY AQUA DAY GEL,02522,M-RHDGN1-W,8993137708685,WARDAH HYDRA ROSE DEWY AQUA DAY GEL 40 G,94594.6,2,0,2,189189.2,0,189189.2,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE SLEEPING MASK,02336,FM-PBTUWC-W,8993137704137,WARDAH C-DEFENSE WATERCLAY MASK 30 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH WHITE SECRET SLEEPING MASK,01630,FM-WSHG-W30G,8993137699938,WARDAH WHITE SECRET HYDRAGLOW SLEEPING MASK 30 G,93693.7,3,0,3,281081.1,0,281081.1,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH WHITE SECRET NIGHT CREAM,03136,M-RWSNCN2-W,8993137692304,WARDAH CRYSTAL SECRET BRIGHT ACTIVATING NIGHT CREAM 30 G,90090.1,3,0,3,270270.3,0,270270.3,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT MOISTURIZER NORMAL SKIN,02364,M-PBNSB15-W,8993137698696,WARDAH BUNDLING PBM NORMAL SKIN 20 ML GRATIS NFS PBCF BRIGHTENING + SMOOTHING 15 ML,22792.8,11,0,11,250720.8,0,250720.8,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT MOISTURIZER SPF 28,02392,M-PBSPFB15-W,8993137692472,WARDAH BUNDLING PBM SPF 28 20 ML GRATIS NFS PBCF BRIGHTENING + OIL CONTROL 15 ML,22792.8,2,0,2,45585.6,0,45585.6,
DC JAMBI,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL,02524,M-RHOVN1-W,8993137708708,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL 40 G,97297.3,1,0,1,97297.3,0,97297.3,
DC JAMBI,WARDAH,BODY LOTION,WARDAH NATURE DAILY HBL ALOE,01617,HBL-AHMG-W100ML,8993137695138,WARDAH NATURE DAILY ALOE HYDRAMILD MULTIFUNCTION GEL 100 ML,33333.34,1,0,1,33333.34,0,33333.34,
DC JEMBER,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CRAYON MATTECENTRIC,01700,L-IPMC06-W3G,8993137700757,WARDAH INSTAPERFECT MATTECENTRIC LIP CRAYON 06 SOUL 3 G,78378.38,2,0,2,156756.76,0,156756.76,
DC JEMBER,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM,02000,L-IPMLMP09-W,8993137704397,WARDAH INSTAPERFECT MATTESETTER LIP MATTE PAINT 09. ICON 5.5 G,77927.93,89,0,89,6935585.77,0,6935585.77,
DC JEMBER,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CRAYON MATTECENTRIC,01698,L-IPMC04-W3G,8993137700733,WARDAH INSTAPERFECT MATTECENTRIC LIP CRAYON 04 JOY 3 G,78378.38,10,0,10,783783.8,0,783783.8,
DC JEMBER,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CRAYON MATTECENTRIC,01696,L-IPMC02-W3G,8993137700719,WARDAH INSTAPERFECT MATTECENTRIC LIP CRAYON 02 MORALE 3 G,78378.38,3,0,3,235135.14,0,235135.14,
DC JEMBER,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CRAYON MATTECENTRIC,01697,L-IPMC03-W3G,8993137700726,WARDAH INSTAPERFECT MATTECENTRIC LIP CRAYON 03 HONOR 3 G,78378.38,6,0,6,470270.28,0,470270.28,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02195,F-PTCMCW52-MO,8993137705004,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W52 WARM TAN 12 G,121621.63,6,0,6,729729.78,0,729729.78,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01559,L-CSMC104-MO2.6G,8993137699310,MAKE OVER COLOR STICK MATTE CRAYON 104 BLAKE 2.6 G,87387.39,7,0,7,611711.73,0,611711.73,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01132,L-UHPA002-MO2.3G,8993137696814,MAKE OVER ULTRA HI-MATTE LIPSTICK 002 PINK ALCATRAZ 2.3 G (PC(S)),81981.99,3,0,3,245945.97,0,245945.97,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER CONCEALER PALETTE,00516,CON-C-MO11ML,8993137684125,MAKE OVER CAMOUFLAGE CREAM FACE CONCEALER 5X2G (PC(S)),124324.33,5,0,5,621621.65,0,621621.65,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01134,L-UHRH004-MO2.3G,8993137696838,MAKE OVER ULTRA HI-MATTE LIPSTICK 004 RED HEATWAVE 2.3 G (PC(S)),81981.99,15,0,15,1229729.85,0,1229729.85,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02188,F-PTCMCC62-MO,8993137705028,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION C62 RICH COCOA 12 G,121621.63,10,0,10,1216216.3,0,1216216.3,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01135,L-UHCR005-MO2.3G,8993137696845,MAKE OVER ULTRA HI-MATTE LIPSTICK 005 CHAMPAGNE ROSE 2.3 G (PC(S)),81981.99,3,0,3,245945.97,0,245945.97,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER CREAMY FOUNDATION,00525,F-PC-MO3X12G,8993137683029,MAKE OVER CREAMY FOUNDATION PALETTE 3X12 G (PC(S)),225225.23,6,0,6,1351351.38,0,1351351.38,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01147,L-UHO017-MO2.3G,8993137696968,MAKE OVER ULTRA HI-MATTE LIPSTICK 017 OUTRAGEOUS 2.3 G (PC(S)),81981.99,6,0,6,491891.94,0,491891.94,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY UNDER EYE CONCEALER,01958,CON-RPP02-MO,8993137702805,MAKE OVER POWERSTAY UNDER EYE PERFECTING CONCEALER 20 LIGHT 1.8 ML,115315.32,6,0,6,691891.92,0,691891.92,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00705,L-LFP-MO5ML,8993137683326,MAKE OVER LIQUID LIP COLOR FLARE PINK 5 ML (PC(S)),69369.37,6,0,6,416216.22,0,416216.22,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00714,L-LRT-MO5ML,8993137683296,MAKE OVER LIQUID LIP COLOR RED TEMPTATION 5 ML (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01146,L-UHS016-MO2.3G,8993137696951,MAKE OVER ULTRA HI-MATTE LIPSTICK 016 SILHOUTTE 2.3 G (PC(S)),81981.99,17,0,17,1393693.83,0,1393693.83,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01145,L-UHFF015-MO2.3G,8993137696906,MAKE OVER ULTRA HI-MATTE LIPSTICK 015 FAME FATALE 2.3 G (PC(S)),81981.99,11,0,11,901801.89,0,901801.89,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA SHINE LIPSTICK,00741,"L-USNF12-MO3,8G",8993137682794,"MAKE OVER ULTRA SHINE LIPSTICK 12 NUDIST FREAK 3,8 G (PC(S))",69369.37,3,0,3,208108.11,0,208108.11,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYE SHADOW PALETTE,02024,ES-PARR-MO,8993137704380,MAKE OVER POWERSTAY ROYAL ROSE EYE PALETTE 12 X 0.4 G,257657.66,9,0,9,2318918.94,0,2318918.94,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01133,L-UHSR003-MO2.3G,8993137696821,MAKE OVER ULTRA HI-MATTE LIPSTICK 003 SOPHIST RED 2.3 G (PC(S)),81981.99,12,0,12,983783.88,0,983783.88,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY ILLUMINATOR,02401,PRM-PRI02-MO,8993137706650,MAKE OVER POWERSTAY RADIANT ILLUMINIZER SUN KISSED 25 G,109909.91,3,0,3,329729.73,0,329729.73,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00585,ES-PGK-MO2G,8993137682480,MAKE OVER POWDER EYE SHADOW GOLD KNIGHT 2 G (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02104,L-PVW01-MO,8993137705462,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A01 BUMBLE 5.5 G,91891.9,41,0,41,3767567.9,0,3767567.9,
DC JEMBER,MAKE OVER,PACKAGE BEAUTY,MAKE OVER PACKAGE EYE LINER,00652,P-ELPBJ-MO,8993137692489,MAKE OVER EYE LINER PENCIL PACKAGE BLACK JACK (PC(S)),87387.39,8,0,8,699099.12,0,699099.12,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00588,ES-PHI-MO2G,8993137682435,MAKE OVER POWDER EYE SHADOW HOLY ICE 2 G (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC JEMBER,MAKE OVER,FACE CLEANSER,MAKE OVER TONER,00759,FT1--MO100ML,8993137683401,MAKE OVER TONER 100 ML (PC(S)),45045.05,3,0,3,135135.15,0,135135.15,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00712,L-LM-MO5ML,8993137683241,MAKE OVER LIQUID LIP COLOR MACHIATO 5 ML (PC(S)),69369.37,13,0,13,901801.81,0,901801.81,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01558,L-CSMC103-MO2.6G,8993137699303,MAKE OVER COLOR STICK MATTE CRAYON 103 HARPER 2.6 G,87387.39,7,0,7,611711.73,0,611711.73,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00635,ES-TDOC-MO6G,8993137690959,MAKE OVER TRIVIA EYE SHADOW DOLLY CRUSH 6 G (PC(S)),78378.38,3,0,3,235135.14,0,235135.14,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00629,ES-TSB-MO6G,8993137682541,MAKE OVER TRIVIA EYE SHADOW SKYCRAPPING BLUE 6 G (PC(S)),78378.38,6,0,6,470270.28,0,470270.28,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00634,ES-TLFS-MO6G,8993137690980,MAKE OVER TRIVIA EYE SHADOW LOVE AT FIRST SIGHT 6 G (PC(S)),78378.38,3,0,3,235135.14,0,235135.14,
DC JEMBER,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02306,TC-PMN50-MO,8993137707213,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N50 TAN 12 G,164864.87,5,0,5,824324.35,0,824324.35,
DC JEMBER,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00636,ES-TMFT-MO6G,8993137690973,MAKE OVER TRIVIA EYE SHADOW MAGICAL FAIRY TALE 6 G (PC(S)),78378.38,3,0,3,235135.14,0,235135.14,
DC JEMBER,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00910,L-LMO-MO5ML,8993137693387,MAKE OVER LIQUID LIP COLOR MAD ORANGE 5 ML (PC(S)),69369.37,15,0,15,1040540.55,0,1040540.55,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02062,L-REMO36-W,8993137706377,WARDAH EXCLUSIVE MOIST LIPSTICK 36 SUGARY PINK 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02065,L-REMO46-W,8993137706407,WARDAH EXCLUSIVE MOIST LIPSTICK 46 CHIC MAGENTA 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JEMBER,WARDAH,PACKAGE PERSONAL CARE,WARDAH PAKET HAJI PACKAGE,00288,PH-HU-W,8993137677363,PAKET HAJI DAN UMROH WARDAH (PC(S)),123873.88,547,0,547,67759012.36,0,67759012.36,
DC JEMBER,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00934,"ES-W1B-W3,3GR",8993137680059,"WARDAH EYE SHADOW B 3,3 GR (PC(S))",42342.35,1,0,1,42342.35,0,42342.35,
DC JEMBER,WARDAH,FACE CLEANSER,WARDAH EYEXPERT EYE & LIP MAKE UP REMOVER,00073,REM-EEM-W100ML,8993137694087,WARDAH EYEXPERT EYE & LIP MAKEUP REMOVER 100 ML,36036.04,2,0,2,72072.08,0,72072.08,
DC JEMBER,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL SCRUB,01713,FS-RL-W60ML,8993137572231,WARDAH LIGHTENING FACIAL SCRUB 60 ML,14864.87,71,0,71,1055405.77,0,1055405.77,
DC JEMBER,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU INTENSIVE SERUM,00246,SRM-AGIS-W17ML,8993137691109,WARDAH RENEW YOU ANTI AGING INTENSIVE SERUM 17 ML (PC(S)),70720.73,1,0,1,70720.73,0,70720.73,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,00943,L-EMC02-W4GR,8993137693776,WARDAH EXCLUSIVE MATTE LIP CREAM 02 FUSCHIONATELY 4 GR (PC(S)),54054.06,1,0,1,54054.06,0,54054.06,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM BLISTER,02157,L-EMC05MM-W,8993137693806,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 05 SPEACHLESS 4 G,56756.76,1,0,1,56756.76,0,56756.76,
DC JEMBER,WARDAH,FACE CLEANSER,WARDAH LIGHTENING MILK CLEANSER,01709,CM-RL-W150ML,8993137678735,WARDAH LIGHTENING MILK CLEANSER 150 ML,25909.09,39,0,39,1010454.51,0,1010454.51,
DC JEMBER,WARDAH,FACE CLEANSER,WARDAH LIGHTENING GENTLE WASH,01711,FW-RLGW-W60ML,8993137678759,WARDAH LIGHTENING GENTLE WASH 60 ML,13636.36,49,0,49,668181.64,0,668181.64,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02056,L-REMO23-W,8993137706315,WARDAH EXCLUSIVE MOIST LIPSTICK 23 RUBY RED 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02067,L-REMA02-W,8993137706421,WARDAH EXCLUSIVE MATTE LIPSTICK 02 MAGENTA 3.5 G,36936.94,254,0,254,9381982.76,0,9381982.76,
DC JEMBER,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02066,L-REMA01-W,8993137706414,WARDAH EXCLUSIVE MATTE LIPSTICK 01 PINK 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC JEMBER,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CREAMY FOUNDATION,02050,F-RECF02-W,8993137678810,WARDAH EXCLUSIVE CREAMY FOUNDATION 02 SHEER PINK 12 G,82882.89,1,0,1,82882.89,0,82882.89,
DC JEMBER,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY SHEET MASK,01972,MA-NDSGT-W,8993137702065,WARDAH NATURE DAILY SHEET MASK GREEN TEA 20 ML,14414.42,186,0,186,2681082.12,0,2681082.12,
DC KEDIRI,EMINA,LIP MAKE UP,EMINA LIP TINT ERASER,01804,REM-LTWO-EM10ML,8993137699402,EMINA LIP TINT ERASER 10 ML,36486.49,1,0,1,36486.49,0,36486.49,
