DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC MAKASSAR,WARDAH,PACKAGE PERSONAL CARE,WARDAH PAKET HAJI PACKAGE,00288,PH-HU-W,8993137677363,PAKET HAJI DAN UMROH WARDAH (PC(S)),123873.88,77,0,77,9538288.76,0,9538288.76,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH ACNEDERM LOOSE POWDER,01577,A-FP-W20G,8993137678728,WARDAH ACNEDERM FACE POWDER 20 G (PC(S)),39639.64,1,0,1,39639.64,0,39639.64,
DC MAKASSAR,WARDAH,EYE MAKE UP,WARDAH EYE SHADOW,00932,"ES-W0N-W3,3GR",8993137680165,"WARDAH EYE SHADOW N 3,3 GR (PC(S))",42342.35,1,0,1,42342.35,0,42342.35,
DC MAKASSAR,WARDAH,FACE CLEANSER,WARDAH ACNEDERM BLACKHEAD BALM,01576,A-BPCB-W20G,8993137698818,WARDAH ACNEDERM PORE BLACKHEAD BALM 20 G (PC(S)),34684.69,4,0,4,138738.76,0,138738.76,
DC MAKASSAR,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY MICELLAR WATER,01555,REM-SBMW-W240ML,8993137698849,WARDAH NATURE DAILY SEAWEED CLEANSING MICELLAR WATER 240 ML,45045.05,1,0,1,45045.05,0,45045.05,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL COMPACT POWDER,00209,B-W3RELCP01-W14G,8993137680233,WARDAH REFILL EVD LUM COMPACT POWDER 01 LIGHT BEIGE 14 G (PC(S)),28378.38,4,0,4,113513.52,0,113513.52,
DC MAKASSAR,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING SERUM,02897,SRM-RLSAN2-W,8993137712217,WARDAH LIGHTENING SERUM AMPOULE 8 ML,15765.77,1,0,1,15765.77,0,15765.77,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,00115,TC-W1RLSPC3-W12 GR,8993137685719,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 03 SHEER PINK 12 GR,31531.54,1,0,1,31531.54,0,31531.54,
DC MAKASSAR,WARDAH,FACE MOISTURIZER,WARDAH WHITE SECRET PURE TREATMENT ESSENCE,01201,SRM-WSPTE-W100ML,8993137693646,WARDAH WHITE SECRET PURE TREATMENT ESSENCE 100 ML (PC(S)),123873.88,1,0,1,123873.88,0,123873.88,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EVERYDAY TWC,00148,TC-W3ELI3-W12G,8993137680332,WARDAH EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),43243.25,2,0,2,86486.5,0,86486.5,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING BB CAKE,01246,TC-LPGBB03-W11GR,8993137693967,WARDAH LIGHTENING BB CAKE POWDER 03 NATURAL 11 GR (PC(S)),50900.91,2,0,2,101801.82,0,101801.82,
DC MAKASSAR,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU EYE CREAM,01509,EC-RYAG-W10ML,8993137697149,WARDAH RENEW YOU ANTI AGING EYE CREAM 10 ML,74324.33,5,0,5,371621.65,0,371621.65,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00218,TC-W3RELB2-W12G,8993137680400,WARDAH REFILL EVD LUM TWO WAY CAKE 02 BEIGE 12 G (PC(S)),30180.19,3,0,3,90540.57,0,90540.57,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00217,TC-W3RELLB1-W12G,8993137680394,WARDAH REFILL EVD LUM TWO WAY CAKE 01 LIGHT BEIGE 12 G (PC(S)),30180.19,15,0,15,452702.85,0,452702.85,
DC MAKASSAR,WARDAH,FACE CLEANSER,WARDAH WHITE SECRET CLEANSER,00298,CM-WSPB-W150ML,8993137684613,WARDAH WHITE SECRET PURE BRIGHTENING CLEANSER 150 ML (PC(S)),27272.73,2,0,2,54545.46,0,54545.46,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC EXTRA COVER,02368,TC-R3LEC04-W,8993137691031,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 04 NATURAL 10 G,50900.91,1,0,1,50900.91,0,50900.91,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02374,TC-R3LLF06-W,8993137704892,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 06 IVORY 12 G,46396.4,2,0,2,92792.8,0,92792.8,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02375,TC-R3LLF07-W,8993137704908,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,46396.4,4,0,4,185585.6,0,185585.6,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00220,TC-W3RELLI4-W12G,8993137680424,WARDAH REFILL EVD LUM TWO WAY CAKE 04 LIGHT IVORY 12 G (PC(S)),30180.19,5,0,5,150900.95,0,150900.95,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02152,TC-RLLF06-W,8993137704892,WARDAH LIGHTENING TWO WAY CAKE LIGHT FEEL 06 IVORY 12 G,46396.4,2,0,2,92792.8,0,92792.8,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02153,TC-RLLF07-W,8993137704908,WARDAH LIGHTENING TWO WAY CAKE LIGHT FEEL 07 HONEY BEIGE 12 G,46396.4,3,0,3,139189.2,0,139189.2,
DC MAKASSAR,WARDAH,EDT,WARDAH SCENTSATION EDT,01782,BP-SPNE-W35ML,8993137698405,WARDAH SCENTSATION PASSION EAU DE TOILETTE 35 ML (PC(S)),48198.2,2,0,2,96396.4,0,96396.4,
DC MAKASSAR,WARDAH,EDT,WARDAH SCENTSATION EDT,01781,BP-SPCE-W35ML,8993137698412,WARDAH SCENTSATION PEACEFUL EAU DE TOILETTE 35 ML (PC(S)),48198.2,2,0,2,96396.4,0,96396.4,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC EXTRA COVER,02377,TC-RR3LEC02-W,8993137691123,WARDAH REFILL LIGHTENING POWDER FOUNDATION EXTRA COVER 02 GOLDEN BEIGE 10 G,35135.14,12,0,12,421621.68,0,421621.68,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02381,TC-RR3LLF02-W,8993137685702,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 02 GOLDEN BEIGE 12 G,31531.54,1,0,1,31531.54,0,31531.54,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02385,TC-RR3LLF06-W,8993137704922,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 06 IVORY 12 G,31531.54,1,0,1,31531.54,0,31531.54,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02386,TC-RR3LLF07-W,8993137704939,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,31531.54,1,0,1,31531.54,0,31531.54,
DC MAKASSAR,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MATTE,02070,L-REMA05-W,8993137706452,WARDAH EXCLUSIVE MATTE LIPSTICK 05 PEACH 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02154,TC-RRLLF05-W,8993137704915,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 05 BEIGE 12 G,31531.54,4,0,4,126126.16,0,126126.16,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02155,TC-RRLLF06-W,8993137704922,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 06 IVORY 12 G,31531.54,1,0,1,31531.54,0,31531.54,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,00881,TC-W0EB4C1-W12GR,8993137678902,WARDAH EXCLUSIVE TWO WAY CAKE 01 LIGHT BEIGE 12 GR (PC(S)),79279.28,1,0,1,79279.28,0,79279.28,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,00882,TC-W0ESPC2-W12GR,8993137678919,WARDAH EXCLUSIVE TWO WAY CAKE 02 SHEER PINK 12 GR (PC(S)),79279.28,1,0,1,79279.28,0,79279.28,
DC MAKASSAR,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,00105,TC-W1LB5C2-W12GR,8993137685603,WARDAH LIGHTENING TWO WAY CAKE LIGHT FEEL 02 GOLDEN BEIGE 12 GR,46396.4,1,0,1,46396.4,0,46396.4,
DC MAKASSAR,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02456,HS-AHHGELN2-W,8993137710848,WARDAH NATURE DAILY ALOE HYDRAMILD HAND GEL 50 ML,9909.91,1878,0,1878,18610810.98,0,18610810.98,
DC MAKASSAR,WARDAH,CONDITIONER,WARDAH CONDITIONER,01706,HC-NS-W170ML,8993137699570,WARDAH NUTRI SHINE CONDITIONER 170 ML (PC(S)),21621.63,1,0,1,21621.63,0,21621.63,
DC MAKASSAR,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE DEWY AQUA DAY GEL,02523,M-RHDGN2-W,8993137708692,WARDAH HYDRA ROSE DEWY AQUA DAY GEL 17 ML,41441.45,1,0,1,41441.45,0,41441.45,
DC MAKASSAR,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02458,HS-NDAHHGN2-W,8993137710602,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 240 ML,25225.23,1504,0,1504,37938745.92,0,37938745.92,
DC MALANG,PUTRI,HAIR TEXTURE,PUTRI PROFESSIONAL NEUTRALIZER,00345,N-P1L-P5,8993137150057,PUTRI NEUTRALIZER LOTION 5 L (PC(S)),127387.39,5,0,5,636936.95,0,636936.95,
DC MALANG,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02115,L-CVM04-W,8993137705363,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,63513.52,1,0,1,63513.52,0,63513.52,
DC MANADO,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,02213,L-SR16PD-EM,8993137705578,EMINA SUGAR RUSH LIPSTICK 16 PEACH DROPS 3.8 G,32882.89,3,0,3,98648.67,0,98648.67,
DC MANADO,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02362,L-CUSH05-EM,8993137706896,EMINA LIP CUSHION 05. SQUASH IT UP 9 G,49099.1,21,0,21,1031081.1,0,1031081.1,
DC MANADO,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02360,L-CUSH03-EM,8993137706872,EMINA LIP CUSHION 03. GET BERRY 9 G,49099.1,11,0,11,540090.1,0,540090.1,
DC MANADO,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01649,FM-SL-EM60ML,8993137693530,EMINA CRANBERRY JUICE FACE MASK 60 ML,34234.24,3,0,3,102702.72,0,102702.72,
DC MANADO,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01217,L-SM06R-EM2.3G,8993137695305,EMINA SOULMATTE LIPSTICK 06 RED QUEEN 2.3 G (PC(S)),50450.46,9,0,9,454054.14,0,454054.14,
DC MANADO,EMINA,LIP MAKE UP,EMINA SUGAR RUSH LIPSTICK,00961,L-SR04MM-EM3.8GR,8993137693417,EMINA SUGAR RUSH LIPSTICK 04 MAROON MACAROON 3.8 GR (PC(S)),32882.89,1,0,1,32882.89,0,32882.89,
DC MANADO,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01215,L-SM04L-EM2.3G,8993137695282,EMINA SOULMATTE LIPSTICK 04 LOVE SPELL 2.3 G (PC(S)),50450.46,4,0,4,201801.84,0,201801.84,
DC MANADO,EMINA,FACE MAKE UP,EMINA CHEEK LIT CREAM BLUSH,00776,BO-CLCPE-EM10ML,8993137691505,EMINA CHEEK LIT CREAM BLUSH PEACH 10 ML (PC(S)),27477.48,190,0,190,5220721.2,0,5220721.2,
DC MANADO,EMINA,FACE CLEANSER,EMINA DOUBLE BUBBLE FACE WASH,00912,FW-DBL-EM60ML,8993137692793,EMINA DOUBLE BUBBLE FACE WASH 60 ML (PC(S)),16216.22,4,0,4,64864.88,0,64864.88,
DC MANADO,EMINA,LIP MAKE UP,EMINA LIP CUSHION,01917,L-CUSH02-EM,8993137702195,EMINA LIP CUSHION 02. BE CHERRY 9 G,49099.1,2,0,2,98198.2,0,98198.2,
DC MANADO,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02468,HS-AVHGN2-EM,8993137710404,EMINA ALOE VERA HAND GEL 50 ML,14864.87,89,0,89,1322973.43,0,1322973.43,
DC MANADO,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02363,L-CUSH06-EM,8993137706902,EMINA LIP CUSHION 06. COFFEE PLEASE 9 G,49099.1,2,0,2,98198.2,0,98198.2,
DC MANADO,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01213,L-SM02U-EM2.3G,8993137695268,EMINA SOULMATTE LIPSTICK 02 UNICORN 2.3 G (PC(S)),50450.46,1,0,1,50450.46,0,50450.46,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01145,L-UHFF015-MO2.3G,8993137696906,MAKE OVER ULTRA HI-MATTE LIPSTICK 015 FAME FATALE 2.3 G (PC(S)),81981.99,4,0,4,327927.96,0,327927.96,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01558,L-CSMC103-MO2.6G,8993137699303,MAKE OVER COLOR STICK MATTE CRAYON 103 HARPER 2.6 G,87387.39,9,0,9,786486.51,0,786486.51,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01131,L-UHKP001-MO2.3G,8993137696807,MAKE OVER ULTRA HI-MATTE LIPSTICK 001 KING OF PINK 2.3 G (PC(S)),81981.99,1,0,1,81981.99,0,81981.99,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01983,L-CQS209-MO2G,8993137701488,MAKE OVER CLIQUEMATTE LIP STYLO 209 ROYALE 2 G,101801.81,20,0,20,2036036.2,0,2036036.2,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01556,L-CSMC101-MO2.6G,8993137699280,MAKE OVER COLOR STICK MATTE CRAYON 101 BROOKLYN 2.6 G,87387.39,24,0,24,2097297.36,0,2097297.36,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02194,F-PTCMCW42-MO,8993137704991,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W42 WARM SAND 12 G,121621.63,40,0,40,4864865.2,0,4864865.2,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02306,TC-PMN50-MO,8993137707213,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N50 TAN 12 G,164864.87,3,0,3,494594.61,0,494594.61,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02407,TC-PMN40-MO,8993137707763,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N40 SAND 12 G,164864.87,2,0,2,329729.74,0,329729.74,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01146,L-UHS016-MO2.3G,8993137696951,MAKE OVER ULTRA HI-MATTE LIPSTICK 016 SILHOUTTE 2.3 G (PC(S)),81981.99,9,0,9,737837.91,0,737837.91,
DC MANADO,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01969,M-PSRT30-MO,8993137702959,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 30 BEIGE 40 ML,121621.63,5,0,5,608108.15,0,608108.15,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON MARBLE,00674,BO-CM-MO20G,8993137684217,MAKE OVER CHEEK MARBLES 20 G (PC(S)),170270.28,2,0,2,340540.56,0,340540.56,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00687,L-CLNP12-MO4G,8993137682916,MAKE OVER CREAMY LUST LIPSTICK 12 NUDE IN PARADISE 4 G (PC(S)),69369.37,1,0,1,69369.37,0,69369.37,
DC MANADO,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01970,M-PSRT40-MO,8993137702966,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 40 MEDIUM BEIGE 40 ML,121621.63,3,0,3,364864.89,0,364864.89,
DC MANADO,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01968,M-PSRT20-MO,8993137702942,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 20 LIGHT BEIGE 40 ML,121621.63,1,0,1,121621.63,0,121621.63,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00988,"BO-SPP10-MO3,5G",8993137693745,"MAKE OVER BO 10 PASSION PINK REFILL PACK 3,5 G (PC(S))",41441.45,2,0,2,82882.9,0,82882.9,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01138,L-UHRR008-MO2.3G,8993137696937,MAKE OVER ULTRA HI-MATTE LIPSTICK 008 RUNWAY REBEL 2.3 G (PC(S)),81981.99,1,0,1,81981.99,0,81981.99,
DC MANADO,MAKE OVER,FACE MAKE UP,MAKE OVER TWC REFILL,00897,TC-RPC05-MO12G,8993137685542,MAKE OVER PERFECT COVER REFILL TWC 05 CINNAMON 12 G (PC(S)),90991.0,6,0,6,545946,0,545946,
DC MANADO,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00584,ES-PFP-MO2G,8993137682398,MAKE OVER POWDER EYE SHADOW FROZEN PINK 2 G (PC(S)),69369.37,4,0,4,277477.48,0,277477.48,
DC MANADO,MAKE OVER,LIP MAKE UP,MAKE OVER LIP BALM,00748,"LB-M-MO3,8G",8993137683524,"MAKE OVER LIPBALM LIP NUTRITION MELON CRAZY 3,8 G (PC(S))",41441.45,1,0,1,41441.45,0,41441.45,
DC MANADO,WARDAH,PACKAGE PERSONAL CARE,WARDAH PAKET HAJI PACKAGE,00288,PH-HU-W,8993137677363,PAKET HAJI DAN UMROH WARDAH (PC(S)),123873.88,13,0,13,1610360.44,0,1610360.44,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02115,L-CVM04-W,8993137705363,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,63513.52,70,0,70,4445946.4,0,4445946.4,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU EYE CREAM,01509,EC-RYAG-W10ML,8993137697149,WARDAH RENEW YOU ANTI AGING EYE CREAM 10 ML,74324.33,4,0,4,297297.32,0,297297.32,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02997,L-CVM07LE-W,8993137713061,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 07 RED PIONEER 4 G,63513.52,25,0,25,1587838,0,1587838,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02163,L-CUM03-W,8993137705929,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 03 CARAMEL NUDE 3.6 G,37837.84,6,0,6,227027.04,0,227027.04,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT MOISTURIZER SPF 28,02392,M-PBSPFB15-W,8993137692472,WARDAH BUNDLING PBM SPF 28 20 ML GRATIS NFS PBCF BRIGHTENING + OIL CONTROL 15 ML,22792.8,3,0,3,68378.4,0,68378.4,
DC MANADO,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02456,HS-AHHGELN2-W,8993137710848,WARDAH NATURE DAILY ALOE HYDRAMILD HAND GEL 50 ML,9909.91,177,0,177,1754054.07,0,1754054.07,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02995,L-CVM04LE-W,8993137713047,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 04 PINK SWEETHEART 4 G,63513.52,2,0,2,127027.04,0,127027.04,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU NIGHT CREAM,00248,M-AGNC-W30GR,8993137691093,WARDAH RENEW YOU ANTI AGING NIGHT CREAM 30 GR (PC(S)),91891.9,1,0,1,91891.9,0,91891.9,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02375,TC-R3LLF07-W,8993137704908,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,46396.4,1,0,1,46396.4,0,46396.4,
DC MANADO,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02422,HS-AHHGEL-W,8993137710275,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 100 ML,17117.12,149,0,149,2550450.88,0,2550450.88,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL,02525,M-RHOVN2-W,8993137708715,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL 17 ML,43243.25,1,0,1,43243.25,0,43243.25,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE SLEEPING MASK,02336,FM-PBTUWC-W,8993137704137,WARDAH C-DEFENSE WATERCLAY MASK 30 G,36936.94,32,0,32,1181982.08,0,1181982.08,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02996,L-CVM06LE-W,8993137713054,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 06 FUCHSIA LOVER 4 G,63513.52,48,0,48,3048648.96,0,3048648.96,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH LIPSTICK LONG LASTING,01669,L-LL18-W2.3G,8993137700429,WARDAH LIPSTICK LONGLASTING 18 SUNSET ORANGE 2.3 G,42342.35,1,0,1,42342.35,0,42342.35,
DC MANADO,WARDAH,FACE MOISTURIZER,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL,02524,M-RHOVN1-W,8993137708708,WARDAH HYDRA ROSE MOISTURE RICH NIGHT GEL 40 G,97297.3,2,0,2,194594.6,0,194594.6,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02112,L-CVM01-W,8993137705332,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 01 BROWN DREAMER 4 G,63513.52,10,0,10,635135.2,0,635135.2,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH EVERYDAY CREAMY FOUNDATION EXTRA COVER,00130,"F-W3ELCECSP-W8,5G",8993137685429,"WARDAH EVD LUM CREAMY FOUNDATION EXTRA COVER 01 SHEER PINK 8,5 G (PC(S))",34234.24,1,0,1,34234.24,0,34234.24,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02161,L-CUM01-W,8993137705905,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 01 PARFAIT PINK 3.6 G,37837.84,2,0,2,75675.68,0,75675.68,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK,02168,L-CUM08-W,8993137705974,WARDAH COLORFIT ULTRALIGHT MATTE LIPSTICK 08 WOODSY BROWN 3.6 G,37837.84,1,0,1,37837.84,0,37837.84,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM BLISTER,02158,L-EMC08MM-W,8993137694469,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 08 PINKCREDIBLE 4 G,56756.76,1,0,1,56756.76,0,56756.76,
DC MANADO,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02179,CUS-REFC04-W,8993137706285,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 04 NATURAL 15 G,85585.59,1,0,1,85585.59,0,85585.59,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02993,L-CVM02LE-W,8993137713023,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 02 JOYFUL ORANGE 4 G,63513.52,10,0,10,635135.2,0,635135.2,
DC MANADO,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM BLISTER,02159,L-EMC09MM-W,8993137694476,WARDAH EXCLUSIVE MATTE LIP CREAM BLISTER 09 MAUVE ON! 4 G,56756.76,100,0,100,5675676,0,5675676,
DC MANADO,WARDAH,HAND CLEANSING,WARDAH NATURE DAILY ALOE HAND SANITIZER,02458,HS-NDAHHGN2-W,8993137710602,WARDAH NATURE DAILY ALOE HYDRAMILD HAND SANITIZER 240 ML,25225.23,225,0,225,5675676.75,0,5675676.75,
DC MATARAM,MAKE OVER,LIP MAKE UP,MAKE OVER CLIQUEMATTE,01984,L-CQS210-MO2G,8993137701495,MAKE OVER CLIQUEMATTE LIP STYLO 210 HOTSHOT 2 G,101801.81,19,0,19,1934234.39,0,1934234.39,
DC MATARAM,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01149,L-UHA019-MO2.3G,8993137694575,MAKE OVER ULTRA HI-MATTE LIPSTICK 019 AUDACIOUS 2.3 G (PC(S)),81981.99,3,0,3,245945.97,0,245945.97,
DC MATARAM,PUTRI,CREAMBATH,PUTRI NATURE CREAMBATH,00315,CB-P1L1-P240,8993137683654,PUTRI NATURAL CREAMBATH ALOE VERA 240 ML (PC(S)),18648.65,10,0,10,186486.5,0,186486.5,
DC MEDAN,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL REFILL CUSHION,01962,CUS-RBWM02-EM,8993137702775,EMINA REFILL BARE WITH ME MINERAL CUSHION 02 NATURAL 15 G,75225.23,1,0,1,75225.23,0,75225.23,
DC MEDAN,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND SPRAY,02445,HS-AVHS-EM,8993137710251,EMINA ALOE VERA HAND SPRAY 80 ML,22522.53,33,0,33,743243.49,0,743243.49,
DC MEDAN,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND SPRAY,02467,HS-AVHSN2-EM,8993137710619,EMINA ALOE VERA HAND SPRAY 100 ML,24324.33,5,0,5,121621.65,0,121621.65,
