Code,Product,Quantity on Hand,Reserved,Available
P1884,Gift 2021 Wardah Kerudung KAMI Idea Ramadhan Wardah,9061.0,0.0,9061.0
P1905,Box Ramadhan Small Size Alpha Wardah. Emailer Box E Flute + AC 210 g. CMYK/1. 200x200x60mm ,3384.0,0.0,3384.0
P1939,2021 Wobbler Testimoni Colorfit Wardah Festive - Independent Store,2.0,0.0,2.0
P2050,Wardah Tester Everyday! Matte Lip Shot,563.0,0.0,563.0
P2073,Malaysia Booklet HydraRose,12000.0,0.0,12000.0
P224,Plastik bag putih Wardah (Pc(s)),13100.0,1000.0,12100.0
P2824,2022 Selongsong Watsons - Make Over,155520.0,0.0,155520.0
P391,Wardah Tester Hand & Body Lotion FLAME 200 ml (Pc(s)),69.0,23.0,46.0
P421,"Kerudung Ceruti Tosca Uk.1,15x1,15cm Wardah, kelim (Pc(s))",27.0,0.0,27.0
P461,"Seragam Beauty Advisor Blazer Abu Bellini Livina Wardah, list tosca (Pc(s))",20.0,0.0,20.0
P462,"Seragam Beauty Advisor Blus Toska Satin Velvet Wardah, tanpa lengan (Pc(s))",20.0,0.0,20.0
P463,Seragam Beauty Advisor Pants Toska Bellini Lexus Wardah (Pc(s)),20.0,0.0,20.0
P487,"Wardah Not For Sale Lightening Two Way Cake Light Feel 02 Golden Beige 3,7 gr (Pc(s))",2439.0,0.0,2439.0
P495,Mangkok Besar Beuaty Clas Wardah (Pc(s)),10.0,0.0,10.0
P496,Mangkok Kecil Beuaty Clas (Cucing) Wardah (Pc(s)),10.0,0.0,10.0
P517,Wardah Tester Container Exclusive Creamy Foundation 02 10 gr (Pc(s)),111.0,60.0,51.0
P522,Wardah Tester Luminous Creamy Foundation Light Feel 02 Light Beige 11 gr (Pc( s)),446.0,0.0,446.0
P526,Wardah Tester Exclusive Liquid Foundation 03 Sandy Beige 20 ml (Pc(s)),400.0,196.0,204.0
P528,Wardah Tester Hand & Body Lotion ETERNAL 200 ml (pc(s)),460.0,0.0,460.0
P531,Wardah Tester ChocoAholic Lip Palette 10 gr (Pc(s)),1243.0,234.0,1009.0
P533,Wardah Tester Container Exclusive Lipstick 23 Ruby Red 3.8 gr (Pc(s)),1.0,0.0,1.0
P534,Wardah Tester Container Exclusive Lipstick 32 Sheer Brown 3.8 gr (Pc(s)),360.0,204.0,156.0
P535,Wardah Tester Container Exclusive Lipstick 34 Sweet Orchid 3.8 gr (Pc(s)),987.0,132.0,855.0
P537,Wardah Tester Container Hydrogloss 02 Autumn Peach 3.8 gr (Pc(s)),2.0,0.0,2.0
P538,Wardah Tester Container Hydrogloss 04 Glazing Plum 3.8 gr (Pc(s)),2.0,0.0,2.0
P540,Wardah Tester Container Hydrogloss 03 Sheer Brown 3.8 gr (Pc(s)),42.0,0.0,42.0
P550,Wardah Tester Container Matte Lipstick 11 Satin Red 3.8 gr (Pc(s)),750.0,264.0,486.0
P554,Wardah Tester Container Wondershine 03 Soft Pink 4.5 ml (Pc(s)),2.0,0.0,2.0
P606,Map Make Over Make Over (Pc(s)),3600.0,0.0,3600.0
P622,Wardah Tester Container Evd Lum Face Powder 01 Light Beige 30 gr (Pc(s)),5099.0,240.0,4859.0
P623,Wardah Tester Container Evd Lum Face Powder 03 Ivory 30 gr (Pc(s)),2506.0,144.0,2362.0
P624,Wardah Tester Container Evd Lum Face Powder 04 Natural 30 gr (Pc(s)),2388.0,144.0,2244.0
P629,Wardah Tester Everyday BB Cream Light 30 ml (Pc(s)),11688.0,796.0,10892.0
P630,Wardah Tester Everyday BB Cream Natural 30 ml (Pc(s)),27596.0,6196.0,21400.0
P631,Wardah Tester Lightening BB Cream Light 30 ml (Pc(s)),10993.0,832.0,10161.0
P632,Wardah Tester Lightening BB Cream Natural 30 ml (Pc(s)),1462.0,36.0,1426.0
P633,Wardah Tester Container Blush On Seri A 4 gr (Pc(s)),2916.0,120.0,2796.0
P634,Wardah Tester Container Blush On Seri B 4 gr (Pc(s)),2199.0,120.0,2079.0
P635,Wardah Tester Container Blush On Seri C 4 gr (Pc(s)),2901.0,120.0,2781.0
P636,Wardah Tester Container Blush On Seri D 4 gr (Pc(s)),2216.0,360.0,1856.0
P653,Wardah Tester Container Exclusive Creamy Foundation 03 10 gr (Pc(s)),184.0,0.0,184.0
P655,Wardah Tester Container Evd Lum Liquid Foundation 03 Beige 40 ml (Pc(s)),4654.0,336.0,4318.0
P656,Wardah Tester Container Evd Lum Liquid Foundation 04 Natural 40 ml (Pc(s)),2741.0,240.0,2501.0
P657,Wardah Tester Container Evd Lum Liquid Foundation 01 Natural White 40 ml (Pc(s)),5002.0,816.0,4186.0
P658,Wardah Tester Exclusive Liquid Foundation 04 Natural 20 ml (Pc(s)),864.0,0.0,864.0
P666,"Wardah Tester Lipstick Orange 04 3,8 gr (Pc(s))",1.0,0.0,1.0
P672,"Wardah Tester Lipstick Exclusive 46 Chic Magenta 3,8 gr (Pc(s))",24.0,0.0,24.0
P806,"Wardah Tester Exclusive Matte Lip Cream 07 Hello, Ruby 4 gr (Pc(s))",85.0,0.0,85.0
P809,Wardah Tester Exclusive Matte Lip Cream 10 Berry Pretty 4 gr (Pc(s)),1161.0,132.0,1029.0
P816,Tester Wardah Olive Oil for Massage 150 ml,400.0,24.0,376.0
P821,Wardah Tester Pinky Peach Lip Palette 10 gr (Pc(s)),3150.0,390.0,2760.0
P832,Wardah Tester Lipstick Longlasting 01 Fabulous Peach 2.3 g (Pc(s)),9.0,0.0,9.0
P833,Wardah Tester Lipstick Longlasting 02 Pink Sorbet 2.3 g (Pc(s)),9715.0,356.0,9359.0
P834,Wardah Tester Lipstick Longlasting 03 Simply Brown 2.3 g (Pc(s)),4.0,0.0,4.0
P835,Wardah Tester Lipstick Longlasting 04 Antique Pink 2.3 g (Pc(s)),15641.0,680.0,14961.0
P836,Wardah Tester Lipstick Longlasting 05 Fuchsia Fever 2.3 g (Pc(s)),2.0,2.0,0.0
