Code,Product,Quantity on Hand,Reserved,Available
00264,Wardah Creamy Body Butter With Lavender & Ginger 50 ml (Pc(s)),61.0,0.0,61.0
00265,Wardah Creamy Body Butter With Milk & Pearl 50 ml (Pc(s)),2.0,0.0,2.0
00267,Wardah Creamy Body Butter With Passion Fruit 50 ml (Pc(s)),43.0,0.0,43.0
00269,Wardah Creamy Body Butter With Strawberry 50 ml (Pc(s)),8.0,0.0,8.0
00270,Wardah Creamy Body Butter With Lavender & Ginger 100 ml (pc(s)),73.0,0.0,73.0
00271,Wardah Creamy Body Butter With Milk & Pearl 100 ml (pc(s)),22.0,0.0,22.0
00272,Wardah Creamy Body Butter With Olive 100 ml (pc(s)),28.0,0.0,28.0
00273,Wardah Creamy Body Butter With Passion Fruit 100 ml (pc(s)),47.0,0.0,47.0
00274,Wardah Creamy Body Butter With Rose 100 ml (pc(s)),39.0,0.0,39.0
00275,Wardah Creamy Body Butter With Strawberry 100 ml (pc(s)),19.0,0.0,19.0
00276,Wardah Creamy Body Butter With Lavender & Ginger 150 ml (Pc(s)),38.0,0.0,38.0
00277,Wardah Creamy Body Butter With Milk & Pearl 150 ml (Pc(s)),3.0,0.0,3.0
00278,Wardah Creamy Body Butter With Olive 150 ml (Pc(s)),5.0,0.0,5.0
00279,Wardah Creamy Body Butter With Passion Fruit 150 ml (Pc(s)),56.0,0.0,56.0
00280,Wardah Creamy Body Butter With Rose 150 ml (Pc(s)),9.0,0.0,9.0
00281,Wardah Creamy Body Butter With Strawberry 150 ml (Pc(s)),7.0,0.0,7.0
00282,Wardah Olive Oil For Massage 150 ml,51.0,0.0,51.0
00283,Wardah Pure Olive Oil 50 ml,14.0,0.0,14.0
00284,Wardah Soft Body Scrub With Olive 150 ml (Pc(s)),34.0,0.0,34.0
00285,Wardah Soft Body Scrub With Olive 240 ml (Pc(s)),21.0,0.0,21.0
00286,Wardah Soft Body Scrub With Passion Fruit 150 ml (Pc(s)),53.0,0.0,53.0
00287,Wardah Soft Body Scrub With Strawberry 150 ml (Pc(s)),15.0,0.0,15.0
00288,Paket Haji Dan Umroh Wardah (Pc(s)),33.0,0.0,33.0
00289,Wardah White Secret Day Cream 17 ml (pc(s)),141.0,0.0,141.0
