"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"3322","-","DUSS-PMFW12R0-MO/H0004","DUSS-PMFW12R0-MO/H0004","QC FG","JADWAL BARU","1","2022-03-23 22:59:35+07","2022-03-23","2022-03-24","Dus Sticker Powerstay Matte Powder Foundation W12 MO","Next Process","Done","DUSS-PMFW12R0-MO","(not set)",""
"3323","MO-FW-BS-BULK/H0030","FW-BS-EM50ML/H0012","FW-BS-EM50ML/H0012","NDC","JADWAL BARU","1","2022-03-23 22:55:13+07","2022-03-21","2022-03-24","Emina Bright Stuff Face Wash 50 ml","Next Process","Done","FW-BS-EM50ML","CI22A",""
"3324","MO-CB-G-BULK/H0002","CB-P1G-P720/H0001","CB-P1G-P720/H0001","NDC","JADWAL BARU","1","2022-03-23 22:55:13+07","2022-03-21","2022-03-23","Putri Natural Creambath Ginseng 720 ML (Pc(s))","Next Process","Done","CB-P1G-P720","CI21B",""
"3325","MO-L-REMA02-BULK/H0004","L-REMA02-W/H0005","L-REMA02-W/H0005","NDC","JADWAL BARU","1","2022-03-23 22:53:36+07","2022-03-17","2022-03-23","Wardah Exclusive Matte Lipstick 02 Magenta 3.5 g","Next Process","Done","L-REMA02-W","CI18A",""
"3326","MO-TC-W1C1-BULK/H0012","TC-W3ELLB1-W12G/H0006","TC-W3ELLB1-W12G/H0006","NDC","JADWAL BARU","1","2022-03-23 22:53:36+07","2022-03-18","2022-03-23","Wardah Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","Next Process","Done","TC-W3ELLB1-W12G","CI22A",""
"3327","MO-HBW-HW-BULK/H0005","HBW-HWN2-BD/H0004","HBW-HWN2-BD/H0004","NDC","JADWAL BARU","1","2022-03-23 22:51:04+07","2022-03-15","2022-03-18","Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Botol 250 ml","Next Process","Done","HBW-HWN2-BD","CI16A",""
"3328","MO-SS-UVSDS-BULK/H0051","SS-UVSDSPB-W/H0044","SS-UVSDSPB-W/H0044","NDC","JADWAL BARU","1","2022-03-23 21:27:12+07","2022-03-19","2022-03-23","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","CI21A",""
"3329","MO-S-A2L-BULK/H0005","S-P1A2-P450/H0003","S-P1A2-P450/H0003","NDC","JADWAL BARU","1","2022-03-23 20:01:46+07","2022-03-19","2022-03-24","Putri Pure Clean Shampoo Apple 450 ML (Pc(s))","Next Process","Done","S-P1A2-P450","CI21A",""
"3330","MO-FW-PCSAC-BULK/H0041","FW-PCSAC-KA/H0019","FW-PCSAC-KA/H0019","NDC","JADWAL BARU","1","2022-03-23 20:01:46+07","2022-03-21","2022-03-23","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CI21B",""
"3331","MO-CB-A-BULK/H0002","CB-P1A-P720/H0001","CB-P1A-P720/H0001","NDC","JADWAL BARU","1","2022-03-23 20:01:46+07","2022-03-19","2022-03-23","Putri Natural Creambath Avocado 720 ML (Pc(s))","Next Process","Done","CB-P1A-P720","CI21A",""
"3332","MO-M-AGNC-BULK/H0008","M-AGNC-W30GR/H0005","M-AGNC-W30GR/H0005","NDC","JADWAL BARU","1","2022-03-23 17:24:17+07","2022-03-21","2022-03-24","Wardah Renew You Anti Aging Night Cream 30 gr (Pc(s))","Next Process","Done","M-AGNC-W30GR","CI21A",""
"3333","MO-FW-PBCFLO-BULK/H0049","FW-PBCFLO100-W/H0038","FW-PBCFLO100-W/H0038","NDC","JADWAL BARU","1","2022-03-23 17:24:17+07","2022-03-19","2022-03-23","Wardah Perfect Bright Creamy Foam Brightening + Oil Control (Pc(s)) 100 ml","Next Process","Done","FW-PBCFLO100-W","CI22A",""
"3334","MO-CUS-EFC03-BULK/H0003","CUS-EFC03-W/H0002","CUS-EFC03-W/H0002","NDC","JADWAL BARU","1","2022-03-23 17:24:17+07","2022-03-17","2022-03-23","Wardah Exclusive Flawless Cover Cushion 03 Sandy Beige 15 g","Next Process","Done","CUS-EFC03-W","CI18A",""
"3335","MO-A-PRT-BULK/H0015","A-PRT-W100ML/H0014","A-PRT-W100ML/H0014","NDC","JADWAL BARU","1","2022-03-23 16:34:09+07","2022-03-19","2022-03-23","Wardah Acnederm Pore Refining Toner 100 ml (Pc(s))","Next Process","Done","A-PRT-W100ML","CI21A",""
"3336","MO-B-DMCP03-BULK/H0006","B-DMCP03-EM/H0006","B-DMCP03-EM/H0006","NDC","JADWAL BARU","1","2022-03-23 16:12:56+07","2022-03-17","2022-03-23","Emina Daily Matte Compact Powder 03 Caramel 11 g","Next Process","Done","B-DMCP03-EM","CI22A",""
"3337","MO-B-R3L03I-BULK/H0011","B-R3L03I-W/H0011","B-R3L03I-W/H0011","NDC","JADWAL BARU","1","2022-03-23 16:12:56+07","2022-03-17","2022-03-23","Wardah Lightening Matte Powder 03 Ivory 20 g","Next Process","Done","B-R3L03I-W","CI23A",""
"3338","(not set)","MY-RFRELF02-W/H0004","MY-RFRELF02-W/H0004","QC FG","JADWAL BARU","1","2022-03-23 15:40:45+07","2022-03-23","2022-03-24","Malaysia Wardah Exclusive Liquid Foundation 02 Sheer Pink 20 ml","Next Process","Done","MY-RFRELF02-W","(not set)",""
"3339","(not set)","MY-FWBSACNE-EM/H0006","MY-FWBSACNE-EM/H0006","NDC","JADWAL BARU","1","2022-03-23 15:17:10+07","2022-03-22","2022-03-22","Malaysia Emina Bright Stuff for Acne Prone Skin Face Wash 100 ml","Next Process","Done","MY-FWBSACNE-EM","(not set)",""
"3340","MO-FW-LWF-BULK/H0037","MY-FWLWFN2-W/H0006","MY-FWLWFN2-W/H0006","NDC","JADWAL BARU","1","2022-03-23 15:17:10+07","2022-03-12","2022-03-21","Malaysia Wardah Lightening Whip Facial Foam 100 ml","Next Process","Done","MY-FWLWFN2-W","CI14A",""
"3341","MO-L-IMC002-BULK/H0007","L-IMC002-MO6,5G/H0007","L-IMC002-MO6,5G/H0007","NDC","JADWAL BARU","1","2022-03-23 14:52:57+07","2022-03-21","2022-03-23","MAKE OVER Intense Matte Lip Cream 002 Heiress 6,5 g (Pc(s))","Next Process","Done","L-IMC002-MO6,5G","CI21A",""
"3342","MO-B-SPG-BULK/H0001","B-SPG-MO13GR/H0001","B-SPG-MO13GR/H0001","NDC","JADWAL BARU","1","2022-03-23 14:52:57+07","2022-03-18","2022-03-23","MAKE OVER Shimmering Powder Goldinx 13 gr","Next Process","Done","B-SPG-MO13GR","CI21A",""
"3343","MO-L-IMC001-BULK/H0005","L-IMC001-MO6,5G/H0005","L-IMC001-MO6,5G/H0005","NDC","JADWAL BARU","1","2022-03-23 14:52:57+07","2022-03-21","2022-03-24","MAKE OVER Intense Matte Lip Cream 001 Lavish 6,5 g (Pc(s))","Next Process","Done","L-IMC001-MO6,5G","CI19A",""
"3344","MO-TC-PMW42-BULK/H0006","TC-PMW42-MO12G/H0006","TC-PMW42-MO12G/H0006","NDC","JADWAL BARU","1","2022-03-23 14:52:57+07","2022-03-16","2022-03-23","MAKE OVER Powerstay Matte Powder Foundation W42 Warm Sand 12 g","Next Process","Done","TC-PMW42-MO12G","CI22A",""
"3345","MO-TC-PMN10-BULK/H0008","TC-PMN10-MO12G/H0008","TC-PMN10-MO12G/H0008","NDC","JADWAL BARU","1","2022-03-23 14:52:57+07","2022-03-17","2022-03-23","MAKE OVER Powerstay Matte Powder Foundation N10 Marble 12 g","Next Process","Done","TC-PMN10-MO12G","CI22A",""
"3346","MO-L-EMC09-BULK/H0006","L-EMC09-W4GR/H0005","L-EMC09-W4GR/H0005","NDC","JADWAL BARU","1","2022-03-23 14:52:57+07","2022-03-17","2022-03-23","Wardah Exclusive Matte Lip Cream 09 Mauve On 4 gr (Pc(S))","Next Process","Done","L-EMC09-W4GR","CI17A",""
"3347","MO-FW-PCSAC-BULK/H0040","FW-PCSAC-KA/H0018","FW-PCSAC-KA/H0018","NDC","JADWAL BARU","1","2022-03-23 14:24:05+07","2022-03-19","2022-03-22","Kahf Oil and Acne Care Face Wash 100 ml","Next Process","Done","FW-PCSAC-KA","CI21A",""
"3348","MO-A-FPW3-BULK/H0012","A-FP-W20G/H0013","A-FP-W20G/H0013","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-18","2022-03-23","Wardah Acnederm Face Powder 20 g (Pc(s))","Next Process","Done","A-FP-W20G","CI22A",""
"3349","MO-BO-CLPPCCC-BULK/H0004","BO-CLPPCCC-EM3.5GR/H0004","BO-CLPPCCC-RP-EM3,5G/H0004","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-18","2022-03-23","Emina Cheek Lit Pressed Blush Cotton Candy 3.5 gr (Pc(s))","Next Process","Done","BO-CLPPCCC-EM3.5GR","CI21A",""
"3350","MO-TWC-CLFTB-BULK/H0004","TWC-CLFTB-W/H0004","TWC-CLFTB-W/H0004","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-17","2022-03-23","Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g","Next Process","Done","TWC-CLFTB-W","CI22A",""
"3351","MO-L-LLW0C8-BULK/H0013","L-LL08-W2.3G/H0014","L-LL08-W2.3G/H0014","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-21","2022-03-23","Wardah Lipstick Longlasting 08 Red Velvet 2.3 g (Pc(s))","Next Process","Done","L-LL08-W2.3G","CI21A",""
"3352","-","ES-W0L-W3,3GR/BSH0002","ES-W0L-W3,3GR/BSH0002","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-22","2022-03-23","Wardah Eye Shadow L 3,3 gr (pc(s))","Next Process","Done","ES-W0L-W3,3GR","(not set)",""
"3353","-","BO-W1A-W4GR/BSH0006","BO-W1A-W4GR/BSH0006","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-22","2022-03-23","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","(not set)",""
"3354","MO-BO-CLPPMCB-BULK/H0002","BO-CLPPMCB-EM3.5GR/H0002","BO-CLPPMCB-RP-EM3,5G/H0002","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-18","2022-03-23","Emina Cheek Lit Pressed Blush Cherry Blossoms 3.5 gr (Pc(s))","Next Process","Done","BO-CLPPMCB-EM3.5GR","CI21A",""
"3355","-","BO-W1A-W4GR/BSH0007","BO-W1A-W4GR/BSH0007","NDC","JADWAL BARU","1","2022-03-23 13:43:03+07","2022-03-22","2022-03-23","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","(not set)",""
"3356","MO-BASE-PC-BULK/H0018","BASE-PC-BULK/H0018","BASE-PC-BULK/H0018","QC BULK","MASUK SPESIFIKASI","1","2022-03-23 11:41:11+07","2022-03-22","2022-03-23","Base Perfect Cover Two Way Cake","Next Process","Done","BASE-PC-BULK","CI23A",""
"3357","MO-FM-RLN2-BULK/H0004","FM-RLN2-W/H0004","FM-RLN2-W/H0004","NDC","JADWAL BARU","1","2022-03-23 11:33:02+07","2022-03-21","2022-03-23","Wardah Lightening Blue Clay Mask 50 g","Next Process","Done","FM-RLN2-W","CI22A",""
"3358","MO-FW-CFW-BULK/H0005","FW-CFW-W/H0005","FW-CFW-W/H0005","NDC","JADWAL BARU","1","2022-03-23 11:33:02+07","2022-03-18","2022-03-23","Crystallure Moisture Rich Cleansing Foam 100 ml","Next Process","Done","FW-CFW-W","CI19A",""
"3359","MO-S-USS-BULK/H0022","S-USSEC-W/H0005","S-USSEC-W/H0005","NDC","JADWAL BARU","1","2022-03-23 10:46:57+07","2022-03-17","2022-03-23","Wardah Hairfall Treatment Shampoo 170 ml","Next Process","Done","S-USSEC-W","CI18A",""
"3360","MO-FT-LFT-BULK/H0042","FT-LFT-W/H0028","FT-LFT-W/H0028","NDC","JADWAL BARU","1","2022-03-23 10:46:57+07","2022-03-18","2022-03-22","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","CI18A",""
"3361","MO-BBC-LL-BULK/H0009","BBC-LL-W30ML/H0004","BBC-LL-W30ML/H0004","NDC","JADWAL BARU","1","2022-03-23 10:46:57+07","2022-03-19","2022-03-22","Wardah Lightening BB Cream Light 30 ml (Pc(s))","Next Process","Done","BBC-LL-W30ML","CI19A",""
"3362","MO-SS-SBAT30-BULK/H0015","SS-SBAT30-EM/H0014","SS-SBAT30-EM/H0014","NDC","JADWAL BARU","1","2022-03-23 10:09:34+07","2022-03-21","2022-03-23","Emina Sun Battle SPF 30 PA+++ 60 ml","Next Process","Done","SS-SBAT30-EM","CI22A",""
"3363","MO-REM-RBSMW-BULK/H0017","REM-RBSMWN1-EM/H0014","REM-RBSMWN1-EM/H0014","NDC","JADWAL BARU","1","2022-03-23 10:09:34+07","2022-03-21","2022-03-23","Emina Bright Stuff Micellar Water 100 ml","Next Process","Done","REM-RBSMWN1-EM","CI21A",""
"3364","MO-L-NLCXCB-BULK/H0001","L-NLCXCB-EM/H0001","L-NLCXCB-EM/H0001","KEMAS_2","FILLING","1","2022-03-23 09:04:00+07","2022-03-18","2022-03-23","Emina Poppin&#039; Matte X Chatime 12 Hazelnut Chocolate Milk Tea","Next Process","(not set)","L-NLCXCB-EM","CI21A",""
"3365","(not set)","MY-SSSBAT30-EM/H0008","MY-SSSBAT30-EM/H0008","NDC","JADWAL BARU","1","2022-03-23 08:59:18+07","2022-03-22","2022-03-23","Malaysia Emina Sun Battle SPF 30 PA+++","Next Process","Done","MY-SSSBAT30-EM","(not set)",""
"3366","","MY-CONSMULCC-EM/H0003","MY-CONSMULCC-EM/H0003","NDC","JADWAL BARU","1","2022-03-23 08:59:18+07","2022-03-22","2022-03-23","Malaysia Emina Squeeze Me Up Liquid Concealer Caramel 8 g","Next Process","Done","MY-CONSMULCC-EM","(not set)",""
"3367","(not set)","MY-MBSACNE-EM/H0007","MY-MBSACNE-EM/H0007","NDC","JADWAL BARU","1","2022-03-23 08:59:18+07","2022-03-22","2022-03-22","Malaysia Emina Bright Stuff for Acne Prone Skin Moisturizing Cream 20 ml","Next Process","Done","MY-MBSACNE-EM","(not set)",""
"3368","MO-ES-W1F-01 BULK/H0015","ES-PRPNS-EM3.3GR/H0005","ES-PRPNS-EM3.3GR/H0005/02/01","KEMAS_1","PRESS","1","2022-03-23 08:56:00+07","2022-03-22","2022-03-25","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","(not set)","ES-PRPNS-EM3.3GR","CI22A",""
"3369","MO-S-A1-WBULK/H0011","S-A1SEC-W/H0005","S-A1SEC-W/H0005","NDC","JADWAL BARU","1","2022-03-23 08:34:01+07","2022-03-19","2022-03-24","Wardah Anti Dandruff Shampoo 170 ml","Next Process","Done","S-A1SEC-W","CI21A",""
"3370","","P-KP5-KA/H0002","P-KP5-KA/H0002","NDC","JADWAL BARU","1","2022-03-23 07:59:03+07","2022-03-22","2022-03-23","Kahf Skin Protection Essential Package","Next Process","Done","P-KP5-KA","(not set)",""
"3371","","P-KP2-KA/H0001","P-KP2-KA/H0001","NDC","JADWAL BARU","1","2022-03-23 07:59:03+07","2022-03-21","2022-03-22","Kahf Revered Oud Complete Package","Next Process","Done","P-KP2-KA","(not set)",""
"3372","MO-L-MLCF-BULK/H0020","L-MLCF-OMG/H0020","L-MLCF-OMG/H0020","NDC","JADWAL BARU","1","2022-03-23 07:55:00+07","2022-03-21","2022-03-23","OMG OH MY GLAM Matte Kiss Lip Cream 06 Sparkle 3.5 g","Next Process","Done","L-MLCF-OMG","CI21A",""
"3373","MO-FT-LFT-BULK/H0043","MY-FTLFT-W/H0015","MY-FTLFT-W/H0015","NDC","JADWAL BARU","1","2022-03-23 07:54:21+07","2022-03-18","2022-03-23","Malaysia Wardah Lightening Face Toner 125 ml","Next Process","Done","MY-FTLFT-W","CI18B",""
"3374","MO-FT-LFT-BULK/H0044","MY-FTLFT-W/H0016","MY-FTLFT-W/H0016","NDC","JADWAL BARU","1","2022-03-23 07:54:21+07","2022-03-19","2022-03-24","Malaysia Wardah Lightening Face Toner 125 ml","Next Process","Done","MY-FTLFT-W","CI19A",""
"3375","(not set)","MY-BCLCLPA-W/H0005","MY-BCLCLPA-W/H0005","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Wardah Colorfit Mattifying Powder 22N Light Ivory 15 g","Next Process","Done","MY-BCLCLPA-W","(not set)",""
"3376","","MY-TWCCLFTG-W/H0008","MY-TWCCLFTG-W/H0008","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Wardah Colorfit Velvet Powder Foundation 42N Neutral Sand 11 g","Next Process","Done","MY-TWCCLFTG-W","(not set)",""
"3377","(not set)","MY-RLIPGC01-W/H0002","MY-RLIPGC01-W/H0002","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Wardah Instaperfect GLOSS CHIC Lip Crayon 01 Rhythm 2.7 g","Next Process","Done","MY-RLIPGC01-W","(not set)",""
"3378","","MY-BRBMLP02-EM/H0003","MY-BRBMLP02-EM/H0003","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Emina Bare With Me Mineral Loose Powder 02 Light Beige 8 g","Next Process","Done","MY-BRBMLP02-EM","(not set)",""
"3379","","MY-RLCVM06-W/H0009","MY-RLCVM06-W/H0009","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g","Next Process","Done","MY-RLCVM06-W","(not set)",""
"3380","(not set)","MY-REMSBRMW-EM/H0002","MY-REMSBRMW-EM/H0002","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Emina Skin Buddy Micellar Water 100 ml","Next Process","Done","MY-REMSBRMW-EM","(not set)",""
"3381","(not set)","MY-FMMPO-EM/H0009","MY-FMMPO-EM/H0009","NDC","JADWAL BARU","1","2022-03-23 07:49:46+07","2022-03-22","2022-03-23","Malaysia Emina Masquerade Face Mask Pomegranate 23 g","Next Process","Done","MY-FMMPO-EM","(not set)",""
"3382","","MY-SRMBSS-EM/H0005","MY-SRMBSS-EM/H0005","NDC","JADWAL BARU","1","2022-03-23 07:47:59+07","2022-03-22","2022-03-23","Malaysia Emina Bright Stuff Face Serum 30 ml","Next Process","Done","MY-SRMBSS-EM","(not set)",""
"3383","(not set)","MY-MBSTUC-EM/H0004","MY-MBSTUC-EM/H0004","NDC","JADWAL BARU","1","2022-03-23 07:47:59+07","2022-03-22","2022-03-24","Malaysia Emina Bright Stuff Tone Up Cream 20 ml","Next Process","Done","MY-MBSTUC-EM","(not set)",""
"3384","(not set)","MY-FWRHMF-W/H0008","MY-FWRHMF-W/H0008","NDC","JADWAL BARU","1","2022-03-23 07:46:49+07","2022-03-22","2022-03-24","Malaysia Wardah Hydra Rose Gel to Foam Cleanser 100 ml","Next Process","Done","MY-FWRHMF-W","(not set)",""
"3385","MO-A-PFC-BULK/H0021","MY-RAPFC-W/H0003","MY-RAPFC-W/H0003","NDC","JADWAL BARU","1","2022-03-23 07:46:49+07","2022-03-14","2022-03-21","Malaysia Wardah Acnederm Pure Foaming Cleanser 60 ml","Next Process","Done","MY-RAPFC-W","CI15A",""
"3386","MO-SRM-BSS-BULK/H0015","SRM-BSS-EM/H0006","SRM-BSS-EM/H0006","NDC","JADWAL BARU","1","2022-03-23 06:37:36+07","2022-03-21","2022-03-23","Emina Bright Stuff Face Serum 30 ml","Next Process","Done","SRM-BSS-EM","CI22A",""
"3387","-","ES-W1E-W3,3GR/BSH0001","ES-W1E-W3,3GR/BSH0001","NDC","JADWAL BARU","1","2022-03-23 06:08:23+07","2022-03-22","2022-03-23","Wardah Eye Shadow E 3,3 gr (pc(s))","Next Process","Done","ES-W1E-W3,3GR","(not set)",""
"3388","-","ES-W1B-W3,3GR/BSH0001","ES-W1B-W3,3GR/BSH0001","NDC","JADWAL BARU","1","2022-03-23 06:08:23+07","2022-03-22","2022-03-23","Wardah Eye Shadow B 3,3 gr (pc(s))","Next Process","Done","ES-W1B-W3,3GR","(not set)",""
"3389","-","ES-W1D-W3,3GR/BSH0001","ES-W1D-W3,3GR/BSH0001","NDC","JADWAL BARU","1","2022-03-23 06:08:23+07","2022-03-22","2022-03-23","Wardah Eye Shadow D 3,3 gr (pc(s))","Next Process","Done","ES-W1D-W3,3GR","(not set)",""
"3390","-","ES-W1G-W3,3GR/BSH0006","ES-W1G-W3,3GR/BSH0006","NDC","JADWAL BARU","1","2022-03-23 06:08:23+07","2022-03-22","2022-03-23","Wardah Eye Shadow G 3,3 gr (pc(s))","Next Process","Done","ES-W1G-W3,3GR","(not set)",""
"3391","-","ES-W1A-W3,3GR/BSH0006","ES-W1A-W3,3GR/BSH0006","NDC","JADWAL BARU","1","2022-03-23 06:08:23+07","2022-03-22","2022-03-23","Wardah Eye Shadow A 3,3 gr (pc(s))","Next Process","Done","ES-W1A-W3,3GR","(not set)",""
"3392","MO-L-CVM02-BULK/H0003","L-CVM02-W/H0003","L-CVM02-W/H0003","NDC","JADWAL BARU","1","2022-03-23 06:08:22+07","2022-03-18","2022-03-23","Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g","Next Process","Done","L-CVM02-W","CI18A",""
"3393","MO-ES-BV-MO-BULK/H0009","ES-PRPNS-EM3.3GR/H0005","ES-PRPNS-EM3.3GR/H0005/03/01","KEMAS_1","PRESS","1","2022-03-23 05:57:00+07","2022-03-21","2022-03-25","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","(not set)","ES-PRPNS-EM3.3GR","CI22A",""
"3394","MO-B-DMCP02-BULK/H0013","B-DMCP02-EM/H0012","B-DMCP02-EM/H0012","NDC","JADWAL BARU","1","2022-03-23 05:08:50+07","2022-03-16","2022-03-22","Emina Daily Matte Compact Powder 02 Natural 11 g","Next Process","Done","B-DMCP02-EM","CI19A",""
"3395","MO-B-R3L04N-BULK/H0018","B-R3L04N-W/H0018","B-R3L04N-W/H0018","NDC","JADWAL BARU","1","2022-03-23 05:08:50+07","2022-03-17","2022-03-22","Wardah Lightening Matte Powder 04 Natural 20 g","Next Process","Done","B-R3L04N-W","CI21B",""
"3396","MO-BO-CLPCS-BULK/H0006","BO-CLPCS-EM3.5GR/H0006","BO-CLPCS-RP-EM3,5GR/H0006","NDC","JADWAL BARU","1","2022-03-23 05:08:50+07","2022-03-18","2022-03-23","Emina Cheek Lit Pressed Blush Sugarcane 3.5 gr (Pc(s))","Next Process","Done","BO-CLPCS-EM3.5GR","CI21A",""
"3397","MO-TC-R3LLF02-BULK/H0041","TC-RR3LLF02-W/H0018","TC-RR3LLF02-W/H0018","NDC","JADWAL BARU","1","2022-03-23 05:08:50+07","2022-03-17","2022-03-23","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","CI21A",""
"3398","MO-M-LNCN-BULK/H0014","M-LNCN1-W/H0008","M-LNCN1-W/H0008","NDC","JADWAL BARU","1","2022-03-23 04:29:28+07","2022-03-19","2022-03-23","Wardah Lightening Night Cream Advanced Niacinamide 20 mL","Next Process","Done","M-LNCN1-W","CI21A",""
"3399","MO-CM-LCC-BULK/H0018","CM-LCC-W/H0018","CM-LCC-W/H0018","NDC","JADWAL BARU","1","2022-03-23 04:29:28+07","2022-03-21","2022-03-22","Wardah Lightening Cleansing Milk 100 ml","Next Process","Done","CM-LCC-W","CI21A",""
"3400","MO-FT-LFT-BULK/H0045","FT-LFT-W/H0029","FT-LFT-W/H0029","NDC","JADWAL BARU","1","2022-03-23 04:29:28+07","2022-03-19","2022-03-24","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","CI21A",""
"3401","MO-ES-W0I-01 BULK/H0013","ES-PRPNS-EM3.3GR/H0005","ES-PRPNS-EM3.3GR/H0005/01/01","KEMAS_1","PRESS","1","2022-03-23 04:14:00+07","2022-03-21","2022-03-25","Emina Pop Rouge Pressed Eye Shadow Nude 3.3 gr (Pc(s))","Next Process","(not set)","ES-PRPNS-EM3.3GR","CI22A",""
"3402","MO-FW-BS-BULK/H0029","FW-BS-EM50ML/H0011","FW-BS-EM50ML/H0011","NDC","JADWAL BARU","1","2022-03-23 03:28:16+07","2022-03-19","2022-03-23","Emina Bright Stuff Face Wash 50 ml","Next Process","Done","FW-BS-EM50ML","CI21B",""
"3403","MO-FM-CMSS-BULK/H0003","FM-CMSS-EM/H0003","FM-CMSS-EM/H0003","NDC","JADWAL BARU","1","2022-03-23 03:28:16+07","2022-03-21","2022-03-23","Emina Clay Mask Soothe &amp; Smooth 60 ml","Next Process","Done","FM-CMSS-EM","CI21A",""
"3404","MO-FW-PCSRB-BULK/H0044","FW-PCSRB-KA/H0025","FW-PCSRB-KA/H0025","NDC","JADWAL BARU","1","2022-03-23 03:28:16+07","2022-03-21","2022-03-22","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","CI21C",""
"3405","MO-CB-G-BULK/H0001","CB-P1G-P240/H0001","CB-P1G-P240/H0001","NDC","JADWAL BARU","1","2022-03-23 03:28:16+07","2022-03-19","2022-03-23","Putri Natural Creambath Ginseng 240 ML (Pc(s))","Next Process","Done","CB-P1G-P240","CI21A",""
"3406","MO-WARN-H3AS-BULK/LH0002","WARN-H3AS-BULK/LH0002","WARN-H3AS-BULK/LH0002","QC BULK","MASUK SPESIFIKASI","1","2022-03-23 01:27:07+07","2022-03-21","2022-03-24","Warna Hitam 3 AS Bulk","Next Process","Done","WARN-H3AS-BULK","CI22A",""
"3407","MO-CON-C-C-BULK/H0008","CON-C-MO11ML/H0005","CON-C-MO11ML/H0005/02/01","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-17","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI17A",""
"3408","MO-TC-PC05-BULK/H0023","TC-PC05-MO12G/H0008","TC-PC05-MO12G/H0008","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-16","2022-03-22","MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (Pc(s))","Next Process","Done","TC-PC05-MO12G","CI21A",""
"3409","MO-TC-PC08-BULK/H0035","TC-PC08-MO12G/H0007","TC-PC08-MO12G/H0007","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-17","2022-03-22","MAKE OVER Perfect Cover TWC 08 Honey 12 g (Pc(s))","Next Process","Done","TC-PC08-MO12G","CI22A",""
"3410","MO-CON-C-UM-BULK/H0007","CON-C-MO11ML/H0005","CON-C-MO11ML/H0005/05/01","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-18","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI18A",""
"3411","MO-CON-C-LB-BULK/H0008","CON-C-MO11ML/H0005","CON-C-MO11ML/H0005/04/01","NDC","JADWAL BARU","1","2022-03-23 01:01:07+07","2022-03-18","2022-03-22","MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","Next Process","Done","CON-C-MO11ML","CI18A",""
