"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"410","MO-A-NTM-BULK/H0009","MY-RANTM-W/H0003","MY-RANTM-W/H0003","NDC","JADWAL BARU","1","2022-04-19 08:26:40+07","2022-04-14","2022-04-18","Malaysia Wardah Acnederm Night Treatment Moisturizer 40 ml","Next Process","Done","MY-RANTM-W","DI15A",""
"411","MO-SS-UVSDS-BULK/H0070","SS-UVSDSPB-W/H0063","SS-UVSDSPB-W/H0063","NDC","JADWAL BARU","1","2022-04-19 08:26:16+07","2022-04-13","2022-04-16","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","Done","SS-UVSDSPB-W","DI13B",""
"412","MO-L-REMA06-BULK/H0005","L-REMA06-W/H0006","L-REMA06-W/H0006","NDC","JADWAL BARU","1","2022-04-19 08:25:33+07","2022-04-12","2022-04-18","Wardah Exclusive Matte Lipstick 06 Dark Red 3.5 g","Next Process","Done","L-REMA06-W","DI12A",""
"413","MO-L-REMA09-BULK/H0007","L-REMA09-W/H0007","L-REMA09-W/H0007","NDC","JADWAL BARU","1","2022-04-19 08:25:33+07","2022-04-12","2022-04-19","Wardah Exclusive Matte Lipstick 09 True Red 3.5 g","Next Process","Done","L-REMA09-W","DI13A",""
"414","MO-L-REMO46-BULK/H0005","L-REMO46-W/H0005","L-REMO46-W/H0005","NDC","JADWAL BARU","1","2022-04-19 08:25:33+07","2022-04-12","2022-04-18","Wardah Exclusive Moist Lipstick 46 Chic Magenta 3.5 g","Next Process","Done","L-REMO46-W","DI13A",""
"415","-","ES-EP02-W/BSH0012","ES-EP02-W/BSH0012","NDC","JADWAL BARU","1","2022-04-19 08:25:32+07","2022-04-18","2022-04-19","Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","Next Process","Done","ES-EP02-W","(not set)",""
"416","MO-LB-EVFSG-BULK/H0017","LB-EVFSG-W4G/H0017","LB-EVFSG-W4G/H0017","NDC","JADWAL BARU","1","2022-04-19 08:20:39+07","2022-04-11","2022-04-19","Wardah Everyday Fruity Sheer Lip Balm Grape 4 g","Next Process","Done","LB-EVFSG-W4G","DI18A",""
"417","MO-M-BSTUC-BULK/H0011","M-BSTUC-EM/H0011","M-BSTUC-EM/H0011","QC BULK","MASUK SPESIFIKASI","2","2022-04-19 08:00:04+07","2022-04-18","2022-04-20","Emina Bright Stuff Tone Up Cream 20 ml","Next Process","Done","M-BSTUC-EM","DI18A",""
"418","MO-F-RELF01-BULK/H0008","F-RELF01-W/H0006","F-RELF01-W/H0006","PENIMBANGAN","JADWAL BARU","1","2022-04-19 06:06:00+07","2022-04-16","2022-04-20","Wardah Exclusive Liquid Foundation 01 Light Beige 20 ml","Next Process","(not set)","F-RELF01-W","(not set)",""
"419","MO-M-AHC-BULK/H0008","M-AHC-W40ML/H0008","M-AHC-W40ML/H0008","QC BULK","MASUK SPESIFIKASI","1","2022-04-19 05:56:51+07","2022-04-18","2022-04-20","Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml","Next Process","Done","M-AHC-W40ML","DI18A",""
"420","MO-M-M-BULK/H0007","M-MN2VC-OMG/H0007","M-MN2VC-OMG/H0007","KEMAS_2","PACKING","2","2022-04-19 05:47:00+07","2022-04-13","2022-04-21","OMG Oh My Glow Peach Glowing Cream 25 g","Next Process","(not set)","M-MN2VC-OMG","DI14A",""
"421","-","DUSS-PMFW42R0-MO/H0006","DUSS-PMFW42R0-MO/H0006","QC FG","JADWAL BARU","1","2022-04-19 05:45:09+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation W42 MO","Next Process","Done","DUSS-PMFW42R0-MO","(not set)",""
"422","MO-L-IPMMS01-BULK/H0005","L-IPMMS01-W3.5G/H0005","L-IPMMS01-W3.5G/H0005","QC BULK","MASUK SPESIFIKASI","1","2022-04-19 05:35:49+07","2022-04-14","2022-04-20","Wardah Instaperfect MATTETITUDE Matte Stain Lipstick 01. SWING 3.5 g","Next Process","Done","L-IPMMS01-W3.5G","DI18A",""
"423","MO-M-WHPG-BULK/H0011","M-WHPG-W40ML/H0010","M-WHPG-W40ML/H0010","QC BULK","MASUK SPESIFIKASI","1","2022-04-19 05:30:03+07","2022-04-18","2022-04-20","Wardah Nature Daily Witch Hazel Purifying Moisturizer Gel 40 ml","Next Process","Done","M-WHPG-W40ML","DI18A",""
"424","-","DUSS-PMFW41R0-MO/H0009","DUSS-PMFW41R0-MO/H0009","QC FG","JADWAL BARU","1","2022-04-19 05:26:31+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation W41 MO","Next Process","Done","DUSS-PMFW41R0-MO","(not set)",""
"425","MO-WARN-S12YL-BULK/LH0011","WARN-S12YL-BULK/LH0011","WARN-S12YL-BULK/LH0011","QC BULK","MASUK SPESIFIKASI","1","2022-04-19 05:24:20+07","2022-04-18","2022-04-22","PAsta Warna S1-2 Yellow","Next Process","Done","WARN-S12YL-BULK","DI18A",""
"426","MO-F-LPWN30-BULK/H0005","F-LPWN30-MO33ML/H0005","F-LPWN30-MO33ML/H0005","NDC","JADWAL BARU","1","2022-04-19 05:17:49+07","2022-04-13","2022-04-19","MAKE OVER Powerstay Weightless Liquid Foundation N30 Natural Beige 33 ml","Next Process","Done","F-LPWN30-MO33ML","DI13A",""
"427","MO-CUS-HLGNW22-BULK/H0003","CUS-HLGNW22-MO/H0003","CUS-HLGNW22-MO/H0003","NDC","JADWAL BARU","1","2022-04-19 05:17:49+07","2022-04-13","2022-04-18","MAKE OVER Hydrastay Lite Glow Cushion W22 Warm Ivory 15 g","Next Process","Done","CUS-HLGNW22-MO","DI15A",""
"428","MO-CM-LCC-BULK/H0024","CM-LCC-W/H0024","CM-LCC-W/H0024","NDC","JADWAL BARU","1","2022-04-19 05:17:49+07","2022-04-16","2022-04-18","Wardah Lightening Cleansing Milk 100 ml","Next Process","Done","CM-LCC-W","DI18B",""
"429","MO-FMI-LGT-BULK/H0012","FMI-LGT-W/H0012","FMI-LGT-W/H0012","NDC","JADWAL BARU","1","2022-04-19 05:17:49+07","2022-04-16","2022-04-19","Wardah Lightening Face Mist 60 ml","Next Process","Done","FMI-LGT-W","DI15A",""
"430","MO-A-DM-BULK/H0017","A-DM-W40ML/H0014","A-DM-W40ML/H0014","QC BULK","MASUK SPESIFIKASI","1","2022-04-19 03:42:55+07","2022-04-18","2022-04-19","Wardah Acnederm Day Moisturizer 40 ml (Pc(s))","Next Process","Done","A-DM-W40ML","DI18A",""
"431","MO-L-LL17-BULK/H0012","L-LL17-W2.3G/H0012","L-LL17-W2.3G/H0012","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-19 03:33:00+07","2022-04-13","2022-04-19","Wardah Lipstick Longlasting 17 Passionate Red 2.3 g","Next Process","(not set)","L-LL17-W2.3G","DI14C",""
"432","MO-FW-GS-BULK/H0002","FW-GSN2-L/H0002","FW-GSN2-L/H0002","NDC","JADWAL BARU","1","2022-04-19 03:16:07+07","2022-02-26","2022-03-11","LABORE Sensitive Skin Care GentleBiome Mild Cleanser 225 ml","Next Process","Done","FW-GSN2-L","CI01A",""
"433","MO-M-RPBNS-BULK/H0006","M-RPBNS-W20ML/H0006","M-RPBNS-W20ML/H0006","NDC","JADWAL BARU","1","2022-04-19 03:15:58+07","2022-04-09","2022-04-18","Wardah Perfect Bright Moisturizer Normal Skin 20 ml (Pc(s))","Next Process","Done","M-RPBNS-W20ML","DI14A",""
"434","MO-M-LNCN-BULK/H0022","M-LNCN2-W/H0008","M-LNCN2-W/H0008","NDC","JADWAL BARU","1","2022-04-19 03:15:58+07","2022-04-14","2022-04-18","Wardah Lightening Night Cream Advanced Niacinamide 30 g","Next Process","Done","M-LNCN2-W","DI15A",""
"435","MO-FT-LFT-BULK/H0055","FT-LFT-W/H0037","FT-LFT-W/H0037","NDC","JADWAL BARU","1","2022-04-19 03:15:58+07","2022-04-13","2022-04-18","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","DI13A",""
"436","MO-FW-LMGW-BULK/H0034","FW-LMGWN2-W/H0014","FW-LMGWN2-W/H0014","NDC","JADWAL BARU","1","2022-04-19 03:15:58+07","2022-04-16","2022-04-19","Wardah Lightening Micellar Gentle Wash 100 ml","Next Process","Done","FW-LMGWN2-W","DI15A",""
"437","-","BOTO-SBSLPR3-E/H0085","BOTO-SBSLPR3-E/H0085","QC FG","JADWAL BARU","1","2022-04-19 03:13:07+07","2022-04-18","2022-04-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"438","MO-FW-PCSAC-BULK/H0049","FW-PCSACSEC-KA/H0024","FW-PCSACSEC-KA/H0024","NDC","JADWAL BARU","1","2022-04-19 03:05:11+07","2022-04-11","2022-04-21","Kahf Oil and Acne Care Face Wash with Sticker Eye Catch 100 ml","Next Process","Done","FW-PCSACSEC-KA","DI12B",""
"439","MO-FW-PCSAC-BULK/H0052","FW-PCSACSEC-KA/H0027","FW-PCSACSEC-KA/H0027","NDC","JADWAL BARU","1","2022-04-19 03:05:11+07","2022-04-12","2022-04-21","Kahf Oil and Acne Care Face Wash with Sticker Eye Catch 100 ml","Next Process","Done","FW-PCSACSEC-KA","DI13B",""
"440","-","DUSS-PMFN30R0-MO/H0014","DUSS-PMFN30R0-MO/H0014","QC FG","JADWAL BARU","1","2022-04-19 02:30:45+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation N30 MO","Next Process","Done","DUSS-PMFN30R0-MO","(not set)",""
"441","-","DUSS-PMFW33R0-MO/H0014","DUSS-PMFW33R0-MO/H0014","QC FG","JADWAL BARU","1","2022-04-19 02:30:10+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation W33 MO","Next Process","Done","DUSS-PMFW33R0-MO","(not set)",""
"442","-","DUSS-PMFC21R0-MO/H0009","DUSS-PMFC21R0-MO/H0009","QC FG","JADWAL BARU","1","2022-04-19 02:15:16+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation C21 MO","Next Process","Done","DUSS-PMFC21R0-MO","(not set)",""
"443","-","DUSS-PMFN10R0-MO/H0010","DUSS-PMFN10R0-MO/H0010","QC FG","JADWAL BARU","1","2022-04-19 02:14:17+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation N10 MO","Next Process","Done","DUSS-PMFN10R0-MO","(not set)",""
"444","-","DUSS-PMFN20R0-MO/H0007","DUSS-PMFN20R0-MO/H0007","QC FG","JADWAL BARU","1","2022-04-19 02:13:26+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation N20 MO","Next Process","Done","DUSS-PMFN20R0-MO","(not set)",""
"445","-","DUSS-PMFW33R0-MO/H0013","DUSS-PMFW33R0-MO/H0013","QC FG","JADWAL BARU","1","2022-04-19 02:06:49+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation W33 MO","Next Process","Done","DUSS-PMFW33R0-MO","(not set)",""
"446","-","DUSS-PMFW33R0-MO/H0012","DUSS-PMFW33R0-MO/H0012","QC FG","JADWAL BARU","1","2022-04-19 02:06:11+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation W33 MO","Next Process","Done","DUSS-PMFW33R0-MO","(not set)",""
"447","MO-HC-A2-BULK/H0010","HC-P1A2-P200/H0004","HC-P1A2-P200/H0004","NDC","JADWAL BARU","1","2022-04-19 02:04:31+07","2022-04-16","2022-04-19","Putri Pure Clean Hair Conditioner Apple 200 ML (Pc(s))","Next Process","Done","HC-P1A2-P200","DI15A",""
"448","MO-BO-SCS06-BULK/H0011","BO-SKCS06-MO6G/H0006","BO-S06CS6GRRNFS-MO/H0006","NDC","JADWAL BARU","1","2022-04-19 01:04:26+07","2022-04-13","2022-04-20","MAKE OVER BO Single 06 Caribbean Sunset 6 g (Pc(s))","Next Process","Done","BO-SKCS06-MO6G","DI13A",""
"449","(not set)","L-IMC003-MO6,5G/BSH0001","L-IMC003-MO6,5G/BSH0001","NDC","JADWAL BARU","1","2022-04-19 01:04:26+07","2022-04-18","2022-04-21","MAKE OVER Intense Matte Lip Cream 003 Secret 6,5 g (Pc(s))","Next Process","Done","L-IMC003-MO6,5G","(not set)",""
"450","MO-L-IMC010-BULK/H0018","L-IMC010-MO6,5G/H0018","L-IMC010-MO6,5G/H0018","NDC","JADWAL BARU","1","2022-04-19 01:04:26+07","2022-04-12","2022-04-18","MAKE OVER Intense Matte Lip Cream 010 Lux 6,5 g (Pc(s))","Next Process","Done","L-IMC010-MO6,5G","DI14A",""
"451","MO-L-IPEI06-BULK/H0005","L-IPEI06-W/H0005","L-IPEI06-W/H0005","NDC","JADWAL BARU","1","2022-04-19 01:04:26+07","2022-04-12","2022-04-18","Wardah Instaperfect Everlast Intense Matte Liquid 06 AUTHENTIC 4.2 g","Next Process","Done","L-IPEI06-W","DI12A",""
"452","(not set)","L-EMC08-W4GR/BSH0002","L-EMC08-W4GR/BSH0002","NDC","JADWAL BARU","1","2022-04-19 01:04:26+07","2022-04-18","2022-04-21","Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 gr (Pc(S))","Next Process","Done","L-EMC08-W4GR","(not set)",""
"453","MO-L-IMC010-BULK/H0017","L-IMC010-MO6,5G/H0017","L-IMC010-MO6,5G/H0017","NDC","JADWAL BARU","1","2022-04-19 01:04:26+07","2022-04-12","2022-04-18","MAKE OVER Intense Matte Lip Cream 010 Lux 6,5 g (Pc(s))","Next Process","Done","L-IMC010-MO6,5G","DI13A",""
"454","MO-FMI-CDFM-BULK/H0011","FMI-CDFM-W55ML/H0004","FMI-CDFM-W55ML/H0004","NDC","JADWAL BARU","1","2022-04-19 01:03:52+07","2022-04-16","2022-04-20","Wardah C-Defense Face Mist 55 ml (Pc(s))","Next Process","Done","FMI-CDFM-W55ML","DI14A",""
"455","MO-FW-CD-BULK/H0042","FW-CD-W60ML/H0008","FW-CD-W60ML/H0008","NDC","JADWAL BARU","1","2022-04-19 01:03:52+07","2022-04-13","2022-04-18","Wardah C-Defense Energizing Creamy Wash 60 ml (Pc(s))","Next Process","Done","FW-CD-W60ML","DI14A",""
"456","MO-L-MLCI-BULK/H0025","L-MLCI-OMG/H0023","L-MLCI-OMG/H0023","NDC","JADWAL BARU","1","2022-04-18 23:55:25+07","2022-04-13","2022-04-18","OMG OH MY GLAM Matte Kiss Lip Cream 09 Charm 3.5 g","Next Process","Done","L-MLCI-OMG","DI13A",""
"457","MO-FW-PCSAC-BULK/H0050","FW-PCSACSEC-KA/H0025","FW-PCSACSEC-KA/H0025","NDC","JADWAL BARU","1","2022-04-18 23:54:13+07","2022-04-12","2022-04-21","Kahf Oil and Acne Care Face Wash with Sticker Eye Catch 100 ml","Next Process","Done","FW-PCSACSEC-KA","DI12C",""
"458","MO-M-LDCN-BULK/H0034","M-LDCN2-W/H0013","M-LDCN2-W/H0013","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 23:42:19+07","2022-04-16","2022-04-21","Wardah Lightening Day Cream Advanced Niacinamide 30 g","Next Process","Done","M-LDCN2-W","DI18A",""
"459","-","DUSS-PMFW30R0-MO/H0007","DUSS-PMFW30R0-MO/H0007","QC FG","JADWAL BARU","1","2022-04-18 23:41:51+07","2022-04-18","2022-04-19","Dus Sticker Powerstay Matte Powder Foundation W30 MO","Next Process","Done","DUSS-PMFW30R0-MO","(not set)",""
"460","MO-A-FPW3-BULK/H0019","A-FP-W20G/H0019","A-FP-W20G/H0019","NDC","JADWAL BARU","1","2022-04-18 23:36:36+07","2022-04-13","2022-04-18","Wardah Acnederm Face Powder 20 g (Pc(s))","Next Process","Done","A-FP-W20G","DI13A",""
"461","-","BO-E01-W/BSH0009","BO-E01-W/BSH0009","NDC","JADWAL BARU","1","2022-04-18 23:36:36+07","2022-04-18","2022-04-19","Wardah Exclusive Blush On 01 Rosy Pink 6.5 g","Next Process","Done","BO-E01-W","(not set)",""
"462","MO-L-REMO41-BULK/H0003","L-REMO41-W/H0003","L-REMO41-W/H0003","NDC","JADWAL BARU","1","2022-04-18 23:36:36+07","2022-04-11","2022-04-14","Wardah Exclusive Moist Lipstick 41 Charming Red 3.5 g","Next Process","Done","L-REMO41-W","DI13A",""
"463","MO-L-CUMKORC-BULK/H0007","L-CUMKORC-W/H0007","L-CUMKORC-W/H0007","NDC","JADWAL BARU","1","2022-04-18 23:36:35+07","2022-04-12","2022-04-18","Wardah Colorfit Ultralight Matte Lipstick 11 Sunkissed Jeju 3.6 g","Next Process","Done","L-CUMKORC-W","(not set)",""
"464","MO-BP-IWEDT-BULK/H0005","BP-IWEDT-KA/H0005","BP-IWEDT-KA/H0005","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-18 22:25:00+07","2022-04-14","2022-04-21","Kahf Invigorating Waterfall Eau de Toilette 35 ml","Next Process","(not set)","BP-IWEDT-KA","DI14A",""
"465","MO-WARN-S12RN217-BULK/LH0005","WARN-S12RN217-BULK/LH0005","WARN-S12RN217-BULK/LH0005","PENIMBANGAN","JADWAL BARU","1","2022-04-18 21:52:00+07","2022-04-18","2022-04-19","Pasta warna S1-2 Red 217","Next Process","(not set)","WARN-S12RN217-BULK","(not set)",""
"466","MO-FT-FT-BULK/H0014","FT-FTVC-OMG/H0014","FT-FTVC-OMG/H0014","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 21:37:51+07","2022-04-18","2022-04-21","OMG Oh My Glow Peach Glowing Toner 100 ml","Next Process","Done","FT-FTVC-OMG","DI18A",""
"467","MO-L-CVM02-BULK/H0004","L-CVM02-W/H0004","L-CVM02-W/H0004","NDC","JADWAL BARU","1","2022-04-18 21:37:24+07","2022-04-12","2022-04-18","Wardah Colorfit Velvet Matte Lip Mousse 02 Joyful Orange 4 g","Next Process","Done","L-CVM02-W","DI13A",""
"468","MO-L-LS-SR-BULK/H0018","LB-SR-EM4.2GR/H0018","LB-SR-EM4.2GR/H0018","NDC","JADWAL BARU","1","2022-04-18 21:37:24+07","2022-04-12","2022-04-18","Emina Sugar Rush Lip Scrub 4.2 gr (Pc(s))","Next Process","Done","LB-SR-EM4.2GR","DI14B",""
"469","MO-L-LLS01-BULK/H0007","L-LLS01-EM/H0007","L-LLS01-EM/H0007","NDC","JADWAL BARU","1","2022-04-18 21:37:24+07","2022-04-12","2022-04-19","Emina Watercolor Lip Serum 01 Dawn 2 g","Next Process","Done","L-LLS01-EM","DI13B",""
"470","MO-L-LL17-BULK/H0011","L-LL17-W2.3G/H0011","L-LL17-W2.3G/H0011","NDC","JADWAL BARU","1","2022-04-18 21:37:24+07","2022-04-13","2022-04-18","Wardah Lipstick Longlasting 17 Passionate Red 2.3 g","Next Process","Done","L-LL17-W2.3G","DI14B",""
"471","MO-L-LL17-BULK/H0010","L-LL17-W2.3G/H0010","L-LL17-W2.3G/H0010","NDC","JADWAL BARU","1","2022-04-18 21:37:24+07","2022-04-13","2022-04-18","Wardah Lipstick Longlasting 17 Passionate Red 2.3 g","Next Process","Done","L-LL17-W2.3G","DI14A",""
"472","MO-TC-R3LLF02-BULK/H0054","TC-RR3LLF02-W/H0022","TC-RR3LLF02-W/H0022","NDC","JADWAL BARU","1","2022-04-18 21:37:24+07","2022-04-12","2022-04-19","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","DI14A",""
"473","MO-M-RRYDC-BULK/H0008","M-RRYDCN2-W/H0004","M-RRYDCN2-W/H0004","KEMAS_2","FILLING-PACKING_INLINE","4","2022-04-18 21:29:00+07","2022-04-11","2022-04-19","Wardah Renew You Day Cream 30 g (Pc(s))","Next Process","(not set)","M-RRYDCN2-W","DI12A",""
"474","MO-FMI-MS-BULK/H0013","FMI-MS-KA/H0013","FMI-MS-KA/H0013","NDC","JADWAL BARU","1","2022-04-18 20:47:23+07","2022-04-16","2022-04-18","Kahf Everyday Multipurpose Refreshing Spray 100 ml","Next Process","Done","FMI-MS-KA","DI15A",""
"475","MO-FW-BSACNE-BULK/H0042","FW-BSACNEN2-EM/H0024","FW-BSACNEN2-EM/H0024","NDC","JADWAL BARU","1","2022-04-18 20:47:23+07","2022-04-14","2022-04-19","Emina Bright Stuff for Acne Prone Skin Face Wash 50 ml","Next Process","Done","FW-BSACNEN2-EM","DI16A",""
"476","MO-FW-PCSRB-BULK/H0056","FW-PCSRB-KA/H0036","FW-PCSRB-KA/H0036","NDC","JADWAL BARU","1","2022-04-18 20:47:23+07","2022-04-14","2022-04-18","Kahf Skin Energizing and Brightening Face Wash 100 ml","Next Process","Done","FW-PCSRB-KA","DI16A",""
"477","MO-REM-SBMW-BULK/H0033","REM-SBMW-W240ML/H0019","REM-SBMW-W240ML/H0019","NDC","JADWAL BARU","1","2022-04-18 19:40:00+07","2022-04-14","2022-04-18","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","Next Process","Done","REM-SBMW-W240ML","(not set)",""
"478","MO-HC-HF-BULK/H0015","HC-HF-W170ML/H0015","HC-HF-W170ML/H0015","NDC","JADWAL BARU","1","2022-04-18 17:35:31+07","2022-04-14","2022-04-18","Wardah Hair Fall Treatment Conditioner 170 ml (Pc(s))","Next Process","Done","HC-HF-W170ML","DI16A",""
"479","MO-HBL-V1-BULK/H0004","HBL-V1-WL/H0004","HBL-V1-WL/H0004","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 16:49:02+07","2022-04-16","2022-05-09","Wonderly Brightening Serum Body Lotion Fearless 300 ml","Next Process","Done","HBL-V1-WL","DI18A",""
"480","MO-REM-SBMW-BULK/H0032","REM-SBMW-W240ML/H0018","REM-SBMW-W240ML/H0018","NDC","JADWAL BARU","1","2022-04-18 16:35:25+07","2022-04-13","2022-04-18","Wardah Nature Daily Seaweed Cleansing Micellar Water 240 ml","Next Process","Done","REM-SBMW-W240ML","DI14A",""
"481","MO-L-CM11-BULK/H0006","L-CM11-EM5.5GR/H0006","L-CM11-EM5.5GR/H0006","NDC","JADWAL BARU","1","2022-04-18 16:23:48+07","2022-04-13","2022-04-18","Emina Creamatte 11 Amazeballs 5.5 gr","Next Process","Done","L-CM11-EM5.5GR","DI13A",""
"482","MO-B-R3L03I-BULK/H0014","B-R3L03I-W/H0014","B-R3L03I-W/H0014","NDC","JADWAL BARU","1","2022-04-18 16:23:48+07","2022-04-14","2022-04-18","Wardah Lightening Matte Powder 03 Ivory 20 g","Next Process","Done","B-R3L03I-W","DI14A",""
"483","MO-L-REMO43-BULK/H0006","L-REMO43-W/H0006","L-REMO43-W/H0006","NDC","JADWAL BARU","1","2022-04-18 16:23:48+07","2022-04-12","2022-04-14","Wardah Exclusive Moist Lipstick 43 Magnificent Red 3.5 g","Next Process","Done","L-REMO43-W","DI13A",""
"484","MO-B-R3L02B-BULK/H0022","B-R3L02B-W/H0022","B-R3L02B-W/H0022","NDC","JADWAL BARU","1","2022-04-18 16:23:48+07","2022-04-13","2022-04-18","Wardah Lightening Matte Powder 02 Beige 20 g","Next Process","Done","B-R3L02B-W","DI14A",""
"485","MO-M-RRYDC-BULK/H0010","M-RRYDCN2-W/H0005","M-RRYDCN2-W/H0005","PENIMBANGAN","JADWAL BARU","1","2022-04-18 15:42:00+07","2022-04-18","2022-04-28","Wardah Renew You Day Cream 30 g (Pc(s))","Next Process","(not set)","M-RRYDCN2-W","(not set)",""
"486","(not set)","L-RCLCLS7-W/H0003","L-RCLCLS7-W/H0003","QC FG","JADWAL BARU","1","2022-04-18 15:31:27+07","2022-04-18","2022-04-19","Wardah Colorfit Fresh Lip Ink Serum 07 Busy Bee 4 g","Next Process","Done","L-RCLCLS7-W","(not set)",""
"487","MO-FW-RRYAG-BULK/H0010","FW-RRYAG-W/H0010","FW-RRYAG-W/H0010","NDC","JADWAL BARU","1","2022-04-18 15:29:42+07","2022-04-11","2022-04-13","Wardah Renew You Facial Wash 100 ml (Pc(s))","Next Process","Done","FW-RRYAG-W","DI12A",""
"488","(not set)","MY-PRTCRE04-W/H0003","MY-PRTCRE04-W/H0003","KEMAS_2","PACKING","2","2022-04-18 15:23:00+07","2022-04-18","2022-04-22","Twin Pack Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g","Next Process","(not set)","MY-PRTCRE04-W","(not set)",""
"489","MO-EC-RRYAG-BULK/H0003","EC-RRYAG-W/H0003","EC-RRYAG-W/H0003","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-18 14:25:00+07","2022-04-13","2022-04-18","Wardah Renew You Eye Cream 10 g (Pc(s))","Next Process","(not set)","EC-RRYAG-W","DI14A",""
"490","MO-A-FPW3-BULK/H0018","A-FP-W20G/BSH0009","A-FP-W20G/BSH0009","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 14:17:27+07","2022-05-09","2022-05-13","Wardah Acnederm Face Powder 20 g (Pc(s))","Next Process","Done","A-FP-W20G","(not set)",""
"491","MO-B-DMLP02-BULK/H0015","B-DMLP02-EM/BSH0002","B-DMLP02-EM/BSH0002","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 14:16:27+07","2022-05-09","2022-05-13","Emina Daily Matte Loose Powder 02 Natural Beige 20 g","Next Process","Done","B-DMLP02-EM","(not set)",""
"492","MO-TC-PC03-BULK/H0046","TC-RPC03-MO12G/BSH0004","TC-RPC03-MO12G/BSH0004","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 14:15:13+07","2022-05-09","2022-05-13","MAKE OVER Perfect Cover Refill TWC 03 Maple 12 g (Pc(s))","Next Process","Done","TC-RPC03-MO12G","(not set)",""
"493","MO-TC-PC08-BULK/H0044","TC-RRE02-W/BSH0007","TC-RRE02-W/BSH0007","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 14:14:10+07","2022-05-09","2022-05-13","Wardah Refill Exclusive Two Way Cake 02 Light Beige 12 g","Next Process","Done","TC-RRE02-W","(not set)",""
"494","MO-WARN-A450TDMS-BULK/H0014","WARN-A450TDMS-BULK/H0014","WARN-A450TDMS-BULK/H0014","QC BULK","MASUK SPESIFIKASI","1","2022-04-18 13:43:29+07","2022-04-14","2022-04-19","Monokrom serbuk C33-450M","Next Process","Done","WARN-A450TDMS-BULK","DI18B",""
"495","MO-B-ESFBBLP-BULK/H0018","MY-RBESFBBLP-W/H0011","MY-RBESFBBLP-W/H0011","NDC","JADWAL BARU","1","2022-04-18 13:21:21+07","2022-04-13","2022-04-18","Malaysia Wardah Everyday Shine Free BB Loose Powder 8 g","Next Process","Done","MY-RBESFBBLP-W","DI14A",""
"496","MO-B-ESFBBLP-BULK/H0017","MY-RBESFBBLP-W/H0010","MY-RBESFBBLP-W/H0010","NDC","JADWAL BARU","1","2022-04-18 13:20:45+07","2022-04-13","2022-04-18","Malaysia Wardah Everyday Shine Free BB Loose Powder 8 g","Next Process","Done","MY-RBESFBBLP-W","DI13B",""
"497","MO-B-PT07-BULK/H0013","B-PT07-MO35G/H0013","B-PT07-MO35G/H0013","NDC","JADWAL BARU","1","2022-04-18 11:29:38+07","2022-04-11","2022-04-13","MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","Next Process","Done","B-PT07-MO35G","DI12A",""
"498","MO-M-GSSNG-BULK/H0001","M-GSSNG-L/H0001","M-GSSNG-L/H0001","KEMAS_2","FILLING","2","2022-04-18 11:10:00+07","2022-04-14","2022-04-19","LABORE Sensitive Skin Care GentleBiome Skin Nutrition Gel 50 ml","Next Process","(not set)","M-GSSNG-L","DI14A",""
